palabra;valencia
máscara;0,575
mascota;0,75
masculino;0,653
masculinidad;0,583
mezcla;0,44
machacado;0,531
mascarilla;0,51
enmascarado;0,375
mascarillas;0,51
masoquismo;0,194
masoquista;0,164
masón;0,541
mascarada;0,431
masa;0,458
masacre;0,031
masaje;0,708
masas;0,552
masajista;0,622
masivo;0,569
mástil;0,542
Maestro;0,694
cerebro;0,792
obra maestra;0,926
maestría;0,755
masturbarse;0,552
masturbación;0,542
estera;0,459
matador;0,224
juego;0,599
caja de cerillas;0,562
pareo;0,719
casamentero;0,615
compañero;0,847
material;0,521
materialismo;0,22
materialista;0,255
materialidad;0,417
materializar;0,688
materialmente;0,49
materiales;0,633
material bélico;0,531
materno;0,847
maternidad;0,865
Matemáticas;0,417
matemático;0,62
matemáticas;0,438
matinée;0,694
apareamiento;0,755
matriculación;0,622
matrimonio;0,85
matriz;0,551
matrona;0,52
enmarañado;0,281
asunto;0,487
estera;0,479
colchón;0,612
maduración;0,612
maduro;0,625
madurez;0,827
sensiblero;0,337
mausoleo;0,344
color de malva;0,533
disidente;0,354
máxima;0,875
maximizar;0,823
máximo;0,724
mayo;0,704
Auxilio;0,344
muguete;0,69
violencia;0,188
mayonesa;0,51
alcalde;0,469
laberinto;0,438
aguamiel;0,667
prado;0,622
pobre;0,144
comida;0,833
significar;0,44
meandro;0,48
serpenteante;0,427
malvado;0,388
sentido;0,663
significativo;0,77
sin sentido;0,156
mezquindad;0,102
medio;0,615
mientras tanto;0,432
sarampión;0,092
mensurable;0,604
medida;0,51
Medido;0,542
medición;0,622
taza medidora;0,557
cinta métrica;0,337
carne;0,612
albóndiga;0,612
cabeza de carne;0,306
pastel de carne;0,625
mecánico;0,571
mecánica;0,542
mecanismo;0,573
medicina;0,375
medalla;0,854
medallón;0,75
medallista;0,796
entrometerse;0,302
intromisión;0,245
medios de comunicación;0,5
medio;0,458
mediana;0,459
mediar;0,635
mediación;0,661
mediador;0,592
médico;0,5
medicinar;0,417
medicamento;0,615
medicinal;0,667
medicamento;0,708
medieval;0,56
mediocre;0,188
mediocridad;0,073
meditar;0,812
meditando;0,718
meditación;0,786
meditativo;0,614
Mediterráneo;0,663
medio;0,559
popurrí;0,487
manso;0,531
reunir;0,76
reunión;0,75
mega;0,724
bueno;0,38
melancólico;0,181
melancolía;0,188
pelea confusa;0,541
meloso;0,633
melodioso;0,932
melodrama;0,378
melodramático;0,235
melodía;0,847
melón;0,461
derretir;0,448
fusión de un reactor;0,629
derritiendo;0,592
miembro;0,698
afiliación;0,698
membrana;0,406
recuerdo;0,708
memorándum;0,625
memoria;0,75
cosas memorables;0,78
memorable;0,939
memorándum;0,6
monumento;0,602
memoriales;0,771
recuerdos;0,963
recuerdos que no olvidaré;0,635
memorizar;0,52
memoria;0,792
amenaza;0,125
amenazador;0,042
casa de fieras;0,573
arreglar;0,542
zurcidura;0,5
servil;0,49
meningitis;0,104
menisco;0,323
menopausia;0,204
menstruo;0,163
menstrual;0,408
mental;0,49
salud mental;0,562
mentalidad;0,711
mentol;0,49
mencion;0,562
mentor;0,719
menú;0,633
maullar;0,51
mercantil;0,48
mercenario;0,245
mercancías;0,594
comerciante;0,675
misericordioso;0,854
despiadado;0,062
mercurial;0,49
mercurio;0,337
misericordia;0,719
mero;0,396
merengue;0,688
unir;0,76
fusión;0,592
meridiano;0,51
meridional;0,365
merengue;0,625
mérito;0,854
meritorio;0,781
sirena;0,765
alegría;0,948
alegre;0,979
Feliz Navidad;0,888
colina baja;0,604
mescalina;0,49
malla;0,429
mallas;0,44
hipnotizado;0,52
desorden;0,143
mensaje;0,65
hecho un desastre;0,333
Mensajero;0,694
Mesías;0,781
desordenado;0,26
metabólico;0,408
metabolismo;0,698
metal;0,551
metálico;0,615
metalurgia;0,396
metamorfosis;0,541
metáfora;0,562
metafórico;0,5
metafísico;0,63
metafísica;0,561
metástasis;0,177
meteorito;0,398
meteórico;0,59
meteorito;0,385
meteorológico;0,635
meteorología;0,63
metro;0,438
metanfetamina;0,354
metadona;0,24
metano;0,29
metanol;0,292
método;0,64
metódico;0,663
metodología;0,664
meticuloso;0,555
tiempo personal;0,531
métrico;0,519
metrología;0,531
metrópoli;0,656
metropolitano;0,387
brío;0,667
maullar;0,418
entresuelo;0,479
mica;0,531
mick;0,449
micro;0,5
microbio;0,255
microbiología;0,571
pastilla;0,551
microcosmo;0,5
microfilm;0,469
microgramo;0,448
micrómetro;0,573
micrón;0,375
micrófono;0,551
microscopio;0,531
microscópico;0,36
microscópicamente;0,623
microscopía;0,5
microondas;0,542
medio;0,5
aire;0,633
mediodía;0,658
medio;0,458
intermediario;0,5
peso medio;0,51
enano;0,396
del interior;0,521
mediana edad;0,594
línea media;0,332
doce de la noche;0,562
guardia marina;0,469
medio;0,324
pleno verano;0,781
Mediano plazo;0,427
centro de la ciudad;0,479
a mitad de camino;0,459
Partera;0,531
partería;0,51
semblante;0,5
molesto;0,204
poderoso;0,855
miñón;0,551
migraña;0,135
emigrar;0,415
migración;0,492
migratorio;0,448
Miguel;0,542
mil;0,534
templado;0,635
moho;0,344
suavidad;0,827
milla;0,521
kilometraje;0,51
hito;0,719
militante;0,418
militantes;0,26
militar;0,396
milicia;0,396
Leche;0,817
lechero;0,75
malteada;0,796
lechoso;0,517
molino;0,531
milenio;0,573
miligramo;0,429
milímetro;0,427
millón;0,776
millonario;0,917
millonésimo;0,635
piedra de molino;0,51
mímica;0,455
imitar;0,557
imitando;0,316
mimetismo;0,42
desmenuzar;0,417
carne picada;0,396
mente;0,65
dispuesto;0,656
consciente de;0,765
atención plena;0,729
imbécil;0,184
mía;0,688
campo de minas;0,188
minero;0,408
mineral;0,519
mineralogía;0,551
mezclarse;0,561
mezclado;0,521
mini;0,421
miniatura;0,429
microbús;0,439
blanca;0,518
mínimo;0,448
minimizar;0,36
minimizado;0,458
mínimo;0,38
minería;0,633
esbirro;0,49
ministro;0,547
ministerial;0,571
ministerio;0,51
minivan;0,592
visón;0,56
pececillo;0,541
menor;0,25
minoría;0,31
juglar;0,458
menta;0,688
minúscula;0,396
minuto;0,582
minucias;0,323
marta;0,448
mirar;0,417
milagro;0,917
milagros;0,922
milagroso;0,875
espejismo;0,546
fango;0,344
espejo;0,677
alegría;0,888
malversación;0,097
portarse mal;0,02
mal comportamiento;0,031
cálculo erróneo;0,177
aborto espontáneo;0,042
misceláneas;0,531
miscelánea;0,5
Travesura;0,385
travieso;0,439
Idea equivocada;0,21
mala conducta;0,061
delito;0,21
mala dirección;0,131
avaro;0,208
miserable;0,062
tristemente;0,28
miseria;0,146
fallar;0,153
inadaptado;0,173
desgracia;0,094
equivocado;0,28
percance;0,071
mal informado;0,156
mala interpretación;0,112
engañar;0,167
engañoso;0,07
engañado;0,177
mala administración;0,094
discordancia;0,25
no coincide;0,25
nombre equivocado;0,296
perder;0,229
fuera de lugar;0,247
leer mal;0,115
falsificar;0,198
tergiversación;0,323
tergiversado;0,042
señorita;0,573
misil;0,24
misiles;0,07
perdido;0,306
echándote de menos;0,26
misión;0,765
misionero;0,729
escribir mal;0,292
declaración errónea;0,302
señorita;0,521
neblina;0,375
error;0,208
equivocado;0,131
señor;0,604
muérdago;0,542
maltratado;0,01
amante;0,63
juicio nulo;0,427
desconfianza;0,135
brumoso;0,427
entender mal;0,177
malentendido;0,112
incomprendido;0,177
mal uso;0,083
Pizca;0,29
inglete;0,458
mitigar;0,506
mitigando;0,551
mitigación;0,448
guante;0,406
mitón;0,531
mitzvá;0,422
mezcla;0,542
mezclado;0,51
emociones mezcladas;0,44
mezclador;0,562
mezcla;0,546
mnemotécnico;0,531
gemir;0,357
foso;0,398
multitud;0,296
móvil;0,615
movilidad;0,7
movilización;0,688
movilizar;0,604
gángster;0,188
moca;0,5
imitar;0,36
burlado;0,225
mofa;0,094
burlón;0,082
sinsonte;0,513
modificación;0,458
modal;0,592
modalidad;0,633
modo;0,531
modelo;0,607
modelador;0,5
modelado;0,684
módem;0,573
moderado;0,582
anticipación moderada;0,667
asco moderado;0,229
moderado negativo;0,177
positivo moderado;0,896
sorpresa moderada;0,776
confianza moderada;0,677
moderadamente;0,604
moderando;0,667
moderación;0,531
moderador;0,519
moderno;0,855
modernismo;0,76
modesto;0,76
modestia;0,778
cantidad mínima;0,234
modificable;0,541
modificación;0,48
modificado;0,561
modificar;0,458
modular;0,673
modulación;0,458
módulo;0,582
magnate;0,51
mitad;0,378
húmedo;0,47
humedad;0,406
hidratante;0,75
molar;0,544
melaza;0,49
moho;0,33
moldeado;0,667
moldura;0,552
mohoso;0,235
Topo;0,436
molecular;0,495
molécula;0,531
molestar;0,133
acoso;0,102
abusador;0,143
fundido;0,417
mamá;0,927
momento;0,604
momentáneo;0,562
trascendental;0,792
impulso;0,663
mamá;0,833
monada;0,51
monarca;0,583
monarquía;0,45
monasterio;0,694
monástico;0,438
monetario;0,583
dinero;0,844
mongoloide;0,177
mangosta;0,327
mestizo;0,425
monitor;0,49
monje;0,472
mono;0,548
mononucleosis infecciosa;0,5
monocromo;0,312
monógamo;0,51
monogamia;0,542
monograma;0,48
con monograma;0,503
monografía;0,5
monocapa;0,427
monolito;0,429
monólogo;0,5
monopolista;0,33
monopolio;0,449
monótono;0,354
monotonía;0,398
monóxido;0,433
señor;0,552
monzón;0,358
monstruo;0,133
monstruosidad;0,094
monstruoso;0,094
montaje;0,438
monte;0,589
mes;0,688
mensual;0,622
Monumento;0,833
monumental;0,656
mugir;0,438
vagar a;0,378
estado animico;0,72
Estados de ánimo;0,578
temperamental;0,245
luna;0,673
rayo de luna;0,7
luz de la luna;0,865
de luna;0,873
luz de la luna;0,633
lunático;0,583
paseo lunar;0,615
Páramo;0,311
amarrado;0,344
amarradero;0,323
amarras;0,406
páramo;0,49
alce;0,648
discutible;0,344
discutido;0,388
fregar;0,396
melancólico;0,406
ciclomotor;0,582
moral;0,7
moralidad;0,75
pantano;0,387
moratoria;0,337
Morena;0,51
mórbido;0,09
morbosidad;0,37
costumbres;0,582
morgue;0,022
moribundo;0,083
alborada;0,542
Mañana;0,688
imbécil;0,133
malhumorado;0,24
transformarse;0,448
morfina;0,229
morfismo;0,398
morfología;0,516
día siguiente;0,708
bocado;0,49
mortal;0,196
mortalidad;0,229
mortero;0,333
hipoteca;0,255
acreedor hipotecario;0,418
deudor hipotecario;0,431
funerario;0,104
mortificación;0,135
mortificado;0,073
mortuorio;0,133
mosaico;0,635
deambular;0,521
mosquito;0,229
musgo;0,235
cubierto de musgo;0,375
mota;0,375
motel;0,531
polilla;0,323
madre;0,931
hijo de puta;0,122
maternidad;0,844
patria;0,677
sin madre;0,163
maternal;0,927
motivo;0,688
movimiento;0,667
inmóvil;0,323
motivar;0,812
motivador;0,958
motivación;0,854
motivacional;0,906
motivo;0,667
abigarrado;0,48
motor;0,531
moto;0,552
motora;0,677
desfile de automóviles;0,708
automóvil;0,694
motocicleta;0,677
automovilista;0,562
mota;0,481
abigarrado;0,38
lema;0,688
moho;0,357
montículo;0,52
montar;0,5
montaña;0,698
alpinista;0,635
montañoso;0,635
montañas;0,766
cima de la montaña;0,653
llorar;0,056
triste;0,18
luto;0,177
ratón;0,427
ratonera;0,18
mousse;0,604
bigote;0,47
ratoncito;0,48
boca;0,734
bocado;0,609
boquilla;0,573
enjuague bucal;0,438
móvil;0,469
Muevete;0,656
movimienot;0,656
agente de mudanzas;0,615
película;0,792
películas;0,724
Moviente;0,479
avanzando;0,857
hacia adelante;0,49
cortar;0,42
cortacésped;0,458
moxie;0,531
queso Mozzarella;0,653
resonancia magnética;0,365
muy necesario;0,438
mucis;0,398
estiércol;0,347
estropeado;0,184
mucoso;0,33
moco;0,143
lodo;0,333
confusión;0,184
confuso;0,25
lodoso;0,292
manguito;0,542
mollete;0,684
sordo;0,479
silenciador;0,357
tazón;0,542
asaltador;0,125
mora;0,469
mantillo;0,349
mula;0,32
calentar con especias;0,663
mójol;0,521
multilateral;0,5
multimedia;0,611
multinacional;0,656
múltiple;0,66
esclerosis múltiple;0,188
multicine;0,61
multiplicación;0,646
multiplicidad;0,677
multiplicado;0,802
multiplicador;0,643
multiplicar;0,802
multitud;0,562
mamá;0,802
mascullar;0,292
tonterías;0,429
momia;0,4
paperas;0,099
mascar;0,541
bocadillos;0,562
munchkin;0,49
mundano;0,312
municipal;0,625
municipio;0,569
mural;0,551
asesinato;0,061
asesino;0,01
asesina;0,041
asesino;0,017
turbio;0,143
murmullo;0,458
músculo;0,359
muscular;0,531
musa;0,76
musas;0,714
museo;0,792
gachas;0,5
hongo;0,49
pulposo;0,52
música;0,833
musical;0,908
músico;0,816
meditando;0,74
almizcle;0,469
mosquete;0,26
mosquetero;0,694
rata almizclera;0,439
muselina;0,439
chafar;0,418
deber;0,408
mustango;0,635
mostaza;0,5
reunión;0,635
rancio;0,354
mudable;0,426
mutante;0,337
mudar;0,281
mutación;0,365
silencio;0,271
apagado;0,26
mutilar;0,125
mutilado;0,041
mutilación;0,122
motín;0,323
chucho;0,418
murmurar;0,406
Carne de cordero;0,427
mutual;0,729
mutuamente;0,844
bozal;0,388
mi favorito;0,812
miopía;0,245
miope;0,344
miríada;0,48
misterioso;0,448
misterio;0,417
místico;0,643
misticismo;0,594
desconcertado;0,344
misterio;0,668
mito;0,458
mítico;0,635
mitológico;0,76
mitología;0,684
coger;0,469
nacho;0,667
nada;0,25
nadir;0,479
rocín;0,271
uña;0,469
Pistola de clavos;0,378
ingenuo;0,406
desnudo;0,323
desnudez;0,48
namasté;0,719
nombre;0,573
nombrada;0,562
sin nombre;0,344
homónimo;0,418
nombrando;0,667
nana;0,765
niñera;0,615
nanómetro;0,375
siesta;0,66
napalm;0,265
nuca;0,427
servilleta;0,469
durmiendo la siesta;0,765
pañal;0,529
narcisismo;0,214
narcisista;0,173
narcótico;0,102
narrar;0,541
narración;0,622
narrativo;0,58
narrador;0,673
angosto;0,26
estrechamiento;0,354
nasal;0,479
naciente;0,684
asqueroso;0,115
natal;0,755
nación;0,594
nacional;0,698
nacionalidad;0,642
a escala nacional;0,684
nativo;0,635
natividad;0,75
natural;0,854
gas natural;0,635
naturalista;0,844
naturalización;0,781
naturalizado;0,76
naturalmente;0,854
naturaleza;0,857
nada;0,344
travieso;0,451
náuseas;0,104
repugnar;0,062
nauseabundo;0,021
náutico;0,646
nautilo;0,396
naval;0,542
nave;0,583
ombligo;0,448
navegable;0,749
navegar;0,74
navegación;0,841
relativo a la navegación;0,573
navegador;0,583
Armada;0,531
no;0,344
miope;0,271
ordenado;0,878
pulcramente;0,802
nebulosa;0,51
nebulosas;0,49
nebuloso;0,469
necesariamente;0,667
necesario;0,75
necesitar;0,578
artículos de primera necesidad;0,52
necesidad;0,567
cuello;0,541
collar;0,76
corbata;0,583
nigromante;0,333
necrosis;0,115
néctar;0,746
necesitar;0,51
vida necesaria;0,49
necesario;0,677
necesito;0,25
aguja;0,25
punto del aguja;0,653
agujas;0,25
innecesario;0,327
necesito saber;0,427
necesito relajarme;0,673
necesitado;0,36
vil;0,184
negación;0,255
negativo;0,102
negatividad;0,06
negligencia;0,045
descuidado;0,271
descuidar;0,177
bata;0,385
negligencia;0,092
negligente;0,167
negligentemente;0,056
despreciable;0,177
negociable;0,688
negociar;0,612
negociación;0,49
negociador;0,635
negro;0,354
relinchar;0,378
Vecino;0,657
vecindario;0,385
vecino;0,656
justicia;0,271
neón;0,594
neonatal;0,542
neófito;0,286
neopreno;0,316
sobrino;0,719
nepotismo;0,349
nerd;0,408
nervio;0,129
nervios;0,333
nervioso;0,235
nerviosismo;0,163
nervioso;0,25
ness;0,396
nido;0,687
hacerse un nido;0,625
pajarito en el nido;0,604
red;0,441
inferior;0,24
red;0,368
ortiga;0,406
la red;0,531
redes;0,625
neural;0,582
neuralgia;0,092
neurológico;0,5
neurólogo;0,608
neurología;0,459
neurosis;0,122
neurocirujano;0,59
neurocirugía;0,49
neurótico;0,198
neutro;0,621
neutral;0,469
neutralidad;0,469
neutralizar;0,519
neutrón;0,469
nuevo;0,917
nueva era;0,694
nuevos comienzos;0,802
recién nacido;0,918
recién llegado;0,622
nuevo día;0,847
recién descubierto;0,745
Nuevo trabajo;0,755
nueva vida;0,898
recién;0,688
recién casado;0,847
Nuevo yo;0,643
novedad;0,74
noticias;0,633
telediario;0,531
locutor de telediario;0,646
noticia de última hora;0,604
Boletin informativo;0,622
vendedor de periódicos;0,604
periódico;0,602
periodista;0,561
noticiario;0,625
sala de redacción;0,531
puesto de periódicos;0,615
nuevo comienzo;0,802
tritón;0,458
Año Nuevo;0,938
nexo;0,496
punta;0,51
picar;0,551
bonito;0,93
nicho;0,459
noches;0,406
mella;0,554
níquel;0,51
apodo;0,49
nicotina;0,235
sobrina;0,771
hábil;0,74
cerca;0,653
noche;0,598
gorro de dormir;0,75
Club nocturno;0,802
anochecer;0,49
bata de noche;0,643
camisón;0,63
ruiseñor;0,74
la vida nocturna;0,542
nocturno;0,673
pesadilla;0,005
pesadillas;0,082
mesita de noche;0,49
porra de policía;0,5
Noche;0,735
nihilismo;0,367
nulo;0,286
ágil;0,833
nimrod;0,327
bobo;0,365
nueve;0,552
diecinueve;0,673
noventa;0,479
ninjas;0,542
bobo;0,344
nintendo;0,802
noveno;0,49
cortar;0,281
chiquillo;0,386
pezón;0,48
ágil;0,54
nitrato;0,388
nitro;0,5
nitrógeno;0,427
nitroso;0,435
simplón;0,146
nada;0,33
sin anticipación;0,396
sin disgusto;0,51
sin emoción;0,17
sin sentimiento;0,092
No sorpresa;0,171
sin confianza;0,055
nobleza;0,844
noble;0,906
a nadie le importa;0,365
sin quejas;0,677
nocturno;0,54
asentir;0,59
cabeceo;0,694
nodo;0,396
nodular;0,438
nódulo;0,312
vaso;0,51
sin esperanza;0,2
negro;0,375
ruido;0,26
ruidoso;0,271
nómada;0,375
nomenclatura;0,5
nominal;0,594
nombrar;0,615
nominación;0,663
candidato;0,662
mientras tanto;0,422
despreocupado;0,312
incumplimiento;0,112
mediocre;0,49
inexistente;0,208
sin grasa;0,604
no ficción;0,426
falta de pago;0,229
no residente;0,25
disparates;0,214
absurdo;0,173
no violento;0,64
novato;0,417
fideos;0,633
rincón;0,48
mediodía;0,531
nudo corredizo;0,356
No tiene sentido;0,276
sin arrepentimientos;0,469
norma;0,5
normal;0,74
normalidad;0,805
norte;0,531
dirección norte;0,604
Noreste;0,562
del Norte;0,57
noroeste;0,604
no hay clases;0,49
nariz;0,582
hemorragia nasal;0,153
curioso;0,276
sin nieve;0,392
nostalgia;0,417
nostálgico;0,458
sin estrés;0,531
fosa nasal;0,396
nosun;0,388
curioso;0,292
no negativo;0,622
no positivo;0,051
Incapaz;0,76
notables;0,594
notablemente;0,792
persona no matutina;0,469
notario;0,541
notación;0,635
muesca;0,459
mellado;0,48
Nota;0,594
computadora portátil;0,449
señalado;0,615
notable;0,704
no feliz;0,112
nada mejor;0,635
nada;0,204
aviso;0,646
perceptible;0,89
notificación;0,604
notificar;0,643
noción;0,612
hipotético;0,52
notoriedad;0,552
notorio;0,366
no está listo;0,133
a pesar de;0,367
nada;0,312
sustantivo;0,531
nutrir;0,878
alimento;0,786
nuevo;0,633
novela;0,702
novelista;0,34
novedad;0,673
principiante;0,429
hoy en día;0,68
ningún trabajo;0,312
sin preocupaciones;0,63
nocivo;0,177
boquilla;0,438
matiz;0,408
matices;0,49
nuclear;0,219
núcleo;0,529
desnudo;0,49
empujar;0,448
revista pornográfica;0,5
nudista;0,44
desnudez;0,438
pepita;0,602
tontería;0,198
arma nuclear;0,125
nulo;0,337
anular;0,255
adormecer;0,108
número;0,406
numeración;0,51
números;0,406
entumecimiento;0,306
cabeza hueca;0,3
número;0,582
numerador;0,49
numérico;0,479
numéricamente;0,51
numeroso;0,622
monja;0,5
nunchucks;0,337
convento de monjas;0,653
nupcias;0,771
enfermera;0,635
niñera;0,615
guardería;0,894
enfermería;0,552
nutrir;0,745
nuez;0,365
pirado;0,286
cascanueces;0,635
manicomio;0,347
nuez moscada;0,635
nutrición;0,885
nutricional;0,812
nutritivo;0,833
nueces;0,594
cáscara de nuez;0,458
de nuez;0,444
nylon;0,49
nailon;0,439
medias de nylon;0,556
ninfa;0,542
ninfómana;0,398
zoquete;0,344
roble;0,583
remo;0,469
oasis;0,796
avena;0,622
juramento;0,543
avena;0,592
obediencia;0,765
obediente;0,8
obedientemente;0,802
obelisco;0,604
obeso;0,133
obesidad;0,215
obedecer;0,677
obi;0,469
obituario;0,41
objeto;0,531
objeción;0,347
objetable;0,459
objetivo;0,724
objetividad;0,765
obligación;0,222
obligatorio;0,337
obligar;0,281
obligado;0,327
servicial;0,74
obligado;0,302
oblicuo;0,438
obliterar;0,25
borrado;0,24
obliteración;0,177
olvido;0,153
inadvertido;0,229
oblongo;0,561
desagradable;0,088
oboe;0,51
obsceno;0,05
obscenidad;0,083
oscuro;0,37
oscurecido;0,115
oscuridad;0,208
observancia;0,531
observante;0,74
observación;0,633
observatorio;0,643
observar;0,771
observador;0,663
observando;0,583
obsesionar;0,112
obsesionado;0,219
obsesión;0,229
obsesionante;0,219
obsolescencia;0,25
obsoleto;0,337
obstáculo;0,204
obstetra;0,521
obstetricia;0,53
obstinado;0,146
obstruir;0,115
obstrucción;0,125
obstructivo;0,204
obtener;0,76
asequible;0,677
obtuso;0,281
anverso;0,47
obvio;0,625
ocarina;0,541
ocasión;0,7
ocasional;0,49
ocasionalmente;0,538
occipital;0,398
oclusión;0,306
oculto;0,292
ocupación;0,625
ocupante;0,5
ocupación;0,562
ocupacional;0,583
ocupado;0,337
inquilino;0,427
ocupar;0,396
ocupando;0,573
ocurrir;0,451
ocurrencia;0,573
TOC;0,333
Oceano;0,823
oceánico;0,74
octágono;0,602
octava;0,438
pulpo;0,713
ocular;0,418
extraño;0,265
bicho raro;0,316
rareza;0,312
posibilidades;0,5
oda;0,604
odioso;0,235
cuentakilómetros;0,367
olor;0,337
Odisea;0,622
edípico;0,312
estrógeno;0,521
obra;0,653
menudencias;0,302
ofensa;0,312
ofender;0,094
ofendido;0,188
delincuente;0,104
ofensa;0,23
ofensivo;0,135
oferta;0,75
Ofrecido;0,582
ofrecimiento;0,688
de improviso;0,388
oficina;0,427
oficial;0,542
oficinas;0,469
oficial;0,646
oficiar;0,688
lontananza;0,49
descargar;0,479
compensar;0,719
vástago;0,517
costa afuera;0,417
fuera de juego;0,323
descendencia;0,656
a menudo;0,5
ogro;0,135
Oh querido;0,458
Oh Dios;0,5
Oh no;0,396
Oh, mierda;0,23
aceite;0,521
aceites;0,459
aceitoso;0,276
gruñir;0,5
ungüento;0,438
okra;0,469
viejo;0,284
viejitos;0,438
olfativo;0,602
oligarquía;0,327
aceituna;0,571
omega;0,529
tortilla;0,708
presagio;0,39
Dios mío;0,49
ominoso;0,255
omisión;0,367
omitir;0,33
omitido;0,26
general;0,49
omnipotencia;0,667
omnipotente;0,719
omnipresente;0,688
omnisciente;0,656
a bordo;0,612
oncólogo;0,26
oncología;0,204
venidero;0,594
una;0,542
Un día;0,667
de borde;0,479
un amor;0,816
unidad;0,745
oneroso;0,5
uno mismo;0,66
en curso;0,674
cebolla;0,378
comienzo;0,673
embate;0,198
en el escenario;0,719
ontología;0,51
carga;0,562
adelante;0,667
ónix;0,571
montones;0,49
atracción sexual;0,449
rezumar;0,344
rezumando;0,238
op;0,48
opacidad;0,471
ópalo;0,623
opaco;0,344
aire libre;0,375
abierto;0,62
abrelatas;0,584
apertura;0,667
abiertamente;0,603
franqueza;0,837
ópera;0,714
funcionar;0,582
operístico;0,375
operación;0,475
Operacional;0,562
operaciones;0,48
operatorio;0,541
operador;0,612
oftálmico;0,427
oftalmólogo;0,552
opiáceo;0,281
opinión;0,594
dogmático;0,156
opio;0,276
adversario;0,08
oportuno;0,796
oportunismo;0,571
oportunidad;0,938
oponerse a;0,431
opuesto;0,092
oponerse;0,188
opuesto;0,235
opuestos;0,281
oposición;0,135
oprimir;0,186
oprimido;0,119
opresión;0,08
opresivo;0,276
opresor;0,16
operaciones;0,417
optar;0,51
óptico;0,663
óptica;0,562
optimismo;0,949
optimista;0,875
óptimo;0,892
opción;0,512
opcional;0,755
opcionalmente;0,365
opciones;0,622
optometrista;0,446
opulencia;0,62
opulento;0,562
opus;0,458
oráculo;0,552
oral;0,53
naranja;0,646
zumo de naranja;0,719
orangután;0,43
oración;0,646
orador;0,667
oratorio;0,602
orbe;0,463
orbita;0,561
orbital;0,458
orbes;0,469
orco;0,24
huerta;0,76
orquesta;0,708
orquídea;0,84
ordenado;0,735
prueba;0,344
ordenar;0,78
ordenado;0,844
ordenanza;0,615
común;0,375
ordenación;0,688
artillería;0,354
mineral;0,5
orégano;0,596
Organo;0,51
orgánico;0,719
organismo;0,457
organista;0,74
organización;0,81
organizar;0,802
organizado;0,816
organizador;0,604
orgasmo;0,844
orgias;0,388
orgía;0,346
orientar;0,667
oriental;0,592
orientación;0,667
orificio;0,448
origami;0,684
origen;0,729
original;0,765
originalidad;0,898
originar;0,702
origen;0,76
autor;0,592
ornamento;0,561
ornamental;0,663
ornamentación;0,663
adornado;0,677
florido;0,812
desagradable;0,361
huérfano;0,133
orfanato;0,184
huérfano;0,062
ortodoncista;0,469
ortodoxo;0,388
ortodoxia;0,271
ortogonal;0,5
ortopédico;0,406
oscilar;0,449
oscilante;0,469
oscilación;0,562
oscilatorio;0,375
aparente;0,542
aparentemente;0,473
ostentoso;0,479
condenado al ostracismo;0,115
avestruz;0,592
otro;0,472
nutria;0,439
otón;0,427
otomano;0,531
debería;0,438
onza;0,531
expulsar;0,296
corte;0,306
Afuera;0,5
sobrepujar;0,594
fuera de borda;0,448
brote;0,26
explosión;0,209
paria;0,153
Salir;0,615
grito;0,271
anticuado;0,167
exceder;0,771
exterior;0,814
al aire libre;0,781
exterior;0,552
vestimenta;0,76
extrovertido;0,65
crecer más que;0,51
excrecencia;0,771
anexo;0,281
excursión;0,771
extravagante;0,448
sobrevivir;0,62
proscrito;0,255
toma de corriente;0,61
contorno;0,542
contornos;0,656
sobrevivir a;0,565
panorama;0,83
periférico;0,46
superar numéricamente;0,347
paciente externo;0,26
avanzada;0,635
efusión;0,562
producción;0,604
Indignacion;0,06
indignado;0,156
indignante;0,153
superar en rango;0,653
superar a;0,54
total;0,767
correr más que;0,531
comienzo;0,75
forastero;0,398
afueras;0,474
burlar;0,673
abierto;0,582
sobresaliente;0,898
extendido;0,448
exterior;0,449
hacia fuera;0,44
pesar más que;0,486
burlar;0,302
oval;0,417
ovario;0,469
aovado;0,385
ovación;0,719
horno;0,583
hiperactiva;0,667
general;0,583
mono;0,5
despótico;0,323
sobrecargar;0,115
nublado;0,417
sobrecargado;0,276
sobretodo;0,594
superar;0,719
superación;0,842
superpoblado;0,292
exagerar;0,156
sobredosis;0,11
sobremarcha;0,303
atrasado;0,125
sobreestimar;0,367
sobreestimado;0,344
Desbordamiento;0,398
desbordante;0,439
descuidado;0,333
crecimiento excesivo;0,417
sobresaliente;0,698
revisión;0,5
gastos generales;0,344
oír;0,65
sobrecalentado;0,25
lleno de alegría;0,908
exagerar;0,379
superpuesto;0,62
superposición;0,594
cubrir;0,564
sobrecarga;0,381
pasar por alto;0,292
señor;0,75
superpuesto;0,5
pagado en exceso;0,429
paso superior;0,562
exagerado;0,224
dominar;0,448
abrumador;0,392
caro;0,271
sobreprotector;0,448
sobrevalorado;0,312
sobrereaccionar;0,306
anular;0,316
primordial;0,24
anular;0,224
invadir;0,271
supervisar;0,541
capataz;0,552
eclipsar;0,333
vigilancia;0,385
de gran tamaño;0,552
se quedó dormido;0,408
exagerar;0,281
abarrotar;0,344
abierto;0,708
adelantar;0,573
superado;0,594
sobre la Luna;0,643
pensador excesivo;0,43
cavilaciones;0,408
derrocamiento;0,26
tiempo extraordinario;0,447
