palabra;valencia;pals
deseas;2;
deseé;2;
desemplea;-2;
desempleas;-2;
desempleo;-2;
desempleos;-2;
desenfoca;-2;
desenfocaba;-2;
desenfocada;-2;
desenfocadas;-2;
desenfocado;-2;
desenfocados;-2;
desenfocamos;-2;
desenfocan;-2;
desenfocando;-2;
desenfocar;-2;
desenfocas;-2;
desenfocé;-2;
desenfoco;-2;
desenfocó;-2;
deseo;1;
deseó;2;
deseos;1;
deseosa;2;
deseosas;2;
deseoses;1;
deseoso;2;
deseosos;2;
desespera;-3;
desesperaba;-3;
desesperación;-3;
desesperaciones;-3;
desesperaciónes;-3;
desesperacioneses;-3;
desesperada;-3;
desesperadamente;-3;
desesperadamentes;-3;
desesperadas;-3;
desesperado;-3;
desesperados;-3;
desesperamos;-3;
desesperan;-3;
desesperando;-3;
desesperar;-3;
desesperas;-3;
desesperé;-3;
desespero;-3;
desesperó;-3;
desestimación;-1;
desestimaciónes;-1;
desestructura;-2;
desestructuraba;-2;
desestructurada;-2;
desestructuradas;-2;
desestructurado;-2;
desestructurados;-2;
desestructuramos;-2;
desestructuran;-2;
desestructurando;-2;
desestructurar;-2;
desestructuras;-2;
desestructuré;-2;
desestructuro;-2;
desestructuró;-2;
desfases;-2;
desfaseses;-2;
desgracia;-2;
desgracias;-2;
desgracio;-2;
desgracios;-2;
deshecha;-1;
deshechas;-1;
deshecho;-1;
deshechos;-1;
deshonesta;-2;
deshonestas;-2;
deshonesto;-2;
deshonestos;-2;
deshumaniza;-2;
deshumanizaba;-2;
deshumanizada;-2;
deshumanizadas;-2;
deshumanizado;-2;
deshumanizados;-2;
deshumanizamos;-2;
deshumanizan;-2;
deshumanizando;-2;
deshumanizante;-2;
deshumanizantes;-2;
deshumanizar;-2;
deshumanizares;-2;
deshumanizas;-2;
deshumanizé;-2;
deshumanizo;-2;
deshumanizó;-2;
deshumanizos;-2;
desigual;-1;
desiguales;-1;
desilusiona;-2;
desilusionaba;-2;
desilusionada;-2;
desilusionadas;-2;
desilusionado;-2;
desilusionados;-2;
desilusionamos;-2;
desilusionan;-2;
desilusionando;-2;
desilusionar;-2;
desilusionas;-2;
desilusioné;-2;
desilusiono;-2;
desilusionó;-2;
desinformación;-2;
desinformaciónes;-2;
desmoraliza;-2;
desmoralizaba;-2;
desmoralizada;-2;
desmoralizadas;-2;
desmoralizado;-2;
desmoralizados;-2;
desmoralizamos;-2;
desmoralizan;-2;
desmoralizando;-2;
desmoralizar;-2;
desmoralizas;-2;
desmoralizé;-2;
desmoralizo;-2;
desmoralizó;-2;
desmotiva;-2;
desmotivaba;-2;
desmotivada;-2;
desmotivadas;-2;
desmotivado;-2;
desmotivados;-2;
desmotivamos;-2;
desmotivan;-2;
desmotivando;-2;
desmotivar;-2;
desmotivas;-2;
desmotivé;-2;
desmotivo;-2;
desmotivó;-2;
desorienta;-2;
desorientaba;-2;
desorientada;-2;
desorientadas;-2;
desorientado;-2;
desorientados;-2;
desorientamos;-2;
desorientan;-2;
desorientando;-2;
desorientar;-2;
desorientas;-2;
desorienté;-2;
desoriento;-2;
desorientó;-2;
despectiva;-2;
despectivas;-2;
despectivo;-2;
despectivos;-2;
despede;-2;
despedemos;-2;
despeden;-2;
despeder;-2;
despedes;-2;
despedí;-2;
despedía;-2;
despedida;-2;
despedidas;-2;
despedido;-2;
despedidos;-2;
despediendo;-2;
despedió;-2;
despedir;-2;
despedo;-2;
despeja;1;
despejaba;1;
despejada;1;
despejadas;1;
despejado;1;
despejados;1;
despejamos;1;
despejan;1;
despejando;1;
despejar;1;
despejas;1;
despejé;1;
despejo;1;
despejó;1;
desperdicios;-2;
desperdicioses;-2;
despistados;-2;
despistadoses;-2;
despotrica;-3;
despotricaba;-3;
despotricada;-3;
despotricadas;-3;
despotricado;-3;
despotricados;-3;
despotricamos;-3;
despotrican;-3;
despotricando;-3;
despotricar;-3;
despotricares;-3;
despotricas;-3;
despotricé;-3;
despotrico;-3;
despotricó;-3;
desprecia;-2;
desprecias;-2;
desprecio;-2;
desprecios;-2;
despreocupa;1;
despreocupaba;1;
despreocupada;1;
despreocupadas;1;
despreocupado;1;
despreocupados;1;
despreocupamos;1;
despreocupan;1;
despreocupando;1;
despreocupar;1;
despreocupas;1;
despreocupé;1;
despreocupo;1;
despreocupó;1;
destellos;3;
destelloses;3;
desterra;-1;
desterraba;-1;
desterrada;-1;
desterradas;-1;
desterrado;-1;
desterrados;-1;
desterramos;-1;
desterran;-1;
desterrando;-1;
desterrar;-1;
desterrares;-1;
desterras;-1;
desterré;-1;
desterro;-1;
desterró;-1;
destrozada;-2;
destrozadas;-2;
destrozado;-2;
destrozados;-2;
destrucción;-3;
destrucciónes;-3;
destructiva;-3;
destructivas;-3;
destructivo;-3;
destructivos;-3;
destrue;-3;
destruemos;-3;
destruen;-3;
destruer;-3;
destrues;-3;
destruí;-3;
destruía;-3;
destruida;-3;
destruidas;-3;
destruido;-3;
destruidos;-3;
destruiendo;-3;
destruió;-3;
destruir;-3;
destruires;-3;
destruo;-3;
destruye;-3;
destruyenda;-3;
destruyendas;-3;
destruyendo;-3;
destruyendos;-3;
destruyes;-3;
desventaja;-2;
desventajas;-2;
desventajo;-2;
desventajos;-2;
desventura;-2;
desventuraba;-2;
desventurada;-2;
desventuradas;-2;
desventurado;-2;
desventurados;-2;
desventuramos;-2;
desventuran;-2;
desventurando;-2;
desventurar;-2;
desventuras;-2;
desventuré;-2;
desventuro;-2;
desventuró;-2;
detención;-2;
detenciones;-2;
detenciónes;-2;
detencioneses;-2;
detene;-2;
detenemos;-2;
detenen;-2;
detener;-2;
deteneres;-2;
detenes;-2;
detení;-2;
detenía;-2;
detenida;-2;
detenidas;-2;
detenido;-3;
detenidos;-2;
deteniendo;-2;
detenió;-2;
detenir;-2;
deteno;-2;
determina;2;
determinaba;2;
determinada;2;
determinadas;2;
determinado;2;
determinados;2;
determinamos;2;
determinan;2;
determinando;2;
determinar;2;
determinas;2;
determiné;2;
determino;2;
determinó;2;
detesta;-3;
detestaba;-3;
detestada;-3;
detestadas;-3;
detestado;-3;
detestados;-3;
detestamos;-3;
detestan;-3;
detestando;-3;
detestar;-3;
detestares;-3;
detestas;-3;
detesté;-3;
detesto;-3;
detestó;-3;
deuda;-2;
deudas;-2;
deudo;-2;
deudos;-2;
devasta;-2;
devastaba;-2;
devastada;-2;
devastadas;-2;
devastado;-2;
devastador;-2;
devastadores;-2;
devastados;-2;
devastamos;-2;
devastan;-2;
devastando;-2;
devastar;-2;
devastares;-2;
devastas;-2;
devasté;-2;
devasto;-2;
devastó;-2;
devota;3;
devotas;3;
devoto;3;
devotos;3;
diamante;1;
diamantes;1;
difamatoria;-2;
difamatorias;-2;
difamatorio;-2;
difamatorios;-2;
difícil;-1;
difíciles;-1;
difire;-1;
difiremos;-1;
difiren;-1;
difirer;-1;
difires;-1;
difirí;-1;
difiría;-1;
difirida;-1;
difiridas;-1;
difirido;-1;
difiridos;-1;
difirienda;-1;
difiriendas;-1;
difiriendo;-1;
difiriendos;-1;
difirió;-1;
difirir;-1;
difiro;-1;
digna;2;
dignas;2;
digno;2;
dignos;2;
dilema;-1;
dilemas;-1;
dilemo;-1;
dilemos;-1;
Dios;1;
dioses;1;
dipshit;-3;
dipshites;-3;
dirección correcta;3;
discordia;-2;
discordias;-2;
discordio;-2;
discordios;-2;
disculpa;-1;
disculpas;-1;
disculpo;-1;
disculpó;-1;
disculpos;-1;
disfraces;-1;
disfraceses;-1;
disfraz;-1;
disfraza;-1;
disfrazaba;-1;
disfrazada;-1;
disfrazadas;-1;
disfrazado;-1;
disfrazados;-1;
disfrazamos;-1;
disfrazan;-1;
disfrazando;-1;
disfrazar;-1;
disfrazas;-1;
disfrazé;-1;
disfrazes;-1;
disfrazo;-1;
disfrazó;-1;
disfruta;2;
disfrutaba;2;
disfrutada;2;
disfrutadas;2;
disfrutado;2;
disfrutados;2;
disfrutamos;2;
disfrutan;2;
disfrutanda;2;
disfrutandas;2;
disfrutando;2;
disfrutandos;2;
disfrutar;2;
disfrutares;2;
disfrutas;2;
disfruté;2;
disfruto;2;
disfrutó;2;
disfrutos;2;
disfunción;-2;
disfunciónes;-2;
disgusta;-3;
disgustaba;-3;
disgustada;-3;
disgustadas;-3;
disgustado;-3;
disgustados;-3;
disgustamos;-3;
disgustan;-3;
disgustando;-3;
disgustar;-3;
disgustas;-3;
disgusté;-3;
disgusto;-2;
disgustó;-3;
disgustos;-2;
disinclined;-2;
disinclinedes;-2;
dispara;-1;
disparaba;-1;
disparada;-1;
disparadas;-1;
disparado;-1;
disparados;-1;
disparamos;-1;
disparan;-1;
disparando;-1;
disparar;-1;
disparares;-1;
disparas;-1;
disparates;-2;
disparateses;-2;
disparé;-1;
disparo;-2;
disparó;-1;
disparos;-2;
disputa;-2;
disputaba;-2;
disputada;-2;
disputadas;-2;
disputado;-2;
disputados;-2;
disputamos;-2;
disputan;-2;
disputanda;-2;
disputandas;-2;
disputando;-2;
disputandos;-2;
disputar;-2;
disputas;-2;
disputases;-2;
disputé;-2;
disputo;-2;
disputó;-2;
disputos;-2;
disrespected;-2;
disrespectedes;-2;
disruptiva;-2;
disruptivas;-2;
disruptivo;-2;
disruptivos;-2;
distorsiona;-2;
distorsionaba;-2;
distorsionada;-2;
distorsionadas;-2;
distorsionado;-2;
distorsionados;-2;
distorsionamos;-2;
distorsionan;-2;
distorsionando;-2;
distorsionar;-2;
distorsionares;-2;
distorsionas;-2;
distorsioné;-2;
distorsionista;-2;
distorsionistas;-2;
distorsionisto;-2;
distorsionistos;-2;
distorsiono;-2;
distorsionó;-2;
distorsionos;-2;
distracción;-2;
distracciónes;-2;
distrae;-2;
distraemos;-2;
distraen;-2;
distraer;-2;
distraeres;-2;
distraes;-2;
distraí;-2;
distraía;-2;
distraida;-2;
distraída;-2;
distraidas;-2;
distraídas;-2;
distraido;-2;
distraído;-2;
distraidos;-2;
distraídos;-2;
distraiendo;-2;
distraió;-2;
distrair;-2;
distrao;-2;
disturbios;-2;
disturbioses;-2;
diversión;3;
diversiones;3;
diversiónes;3;
diversioneses;3;
diverte;3;
divertemos;3;
diverten;3;
diverter;3;
divertes;3;
divertí;3;
divertía;3;
divertida;3;
divertidas;3;
divertidísima;2;
divertidísimas;2;
divertidísimo;2;
divertidísimos;2;
divertido;3;
divertidos;3;
divertiendo;3;
divertió;3;
divertir;3;
diverto;3;
dolor;-2;
dolore;-2;
doloremos;-2;
doloren;-2;
dolorer;-2;
dolores;-2;
dolorí;-2;
doloría;-2;
dolorida;-2;
doloridas;-2;
dolorido;-2;
doloridos;-2;
doloriendo;-2;
dolorió;-2;
dolorir;-2;
doloro;-2;
dolorosa;-2;
dolorosas;-2;
doloroso;-2;
dolorosos;-2;
ducha;-3;
duchas;-3;
ducho;-3;
duchos;-3;
duda;-1;
dudaba;-1;
dudada;-1;
dudadas;-1;
dudado;-1;
dudados;-1;
dudamos;-1;
dudan;-1;
dudando;-1;
dudar;-1;
dudas;-1;
dudases;-1;
dudé;-1;
dudo;-1;
dudó;-1;
dudos;-1;
dudosa;-1;
dudosas;-1;
dudoso;-1;
dudosos;-1;
duele;-2;
dueles;-2;
dulce;2;
dulces;2;
dura;-2;
duras;-2;
duro;-2;
duros;-2;
echar a perder;-2;
eficaz;2;
eficazes;2;
eficazmente;2;
eficazmentes;2;
egoísma;-3;
egoísmas;-3;
egoísmo;-3;
egoísmos;-3;
egoísta;-3;
egoístas;-3;
egoísto;-3;
egoístos;-3;
ejecuciones;-2;
ejecucioneses;-2;
el alivio;2;
el corazón roto;-3;
elación;3;
elaciónes;3;
elegante;2;
elegantes;2;
elogia;2;
elogiaba;2;
elogiada;2;
elogiadas;2;
elogiado;2;
elogiados;2;
elogiamos;2;
elogian;2;
elogiando;2;
elogiar;2;
elogiares;2;
elogias;2;
elogié;2;
elogio;2;
elogió;2;
embaraza;-2;
embarazas;-2;
embarazo;-2;
embarazos;-2;
embarazosa;-2;
embarazosas;-2;
embarazoso;-2;
embarazosos;-2;
embauca;-2;
embaucaba;-2;
embaucada;-2;
embaucadas;-2;
embaucado;-2;
embaucados;-2;
embaucamos;-2;
embaucan;-2;
embaucando;-2;
embaucar;-2;
embaucares;-2;
embaucas;-2;
embaucé;-2;
embauco;-2;
embaucó;-2;
embellece;3;
embellecemos;3;
embellecen;3;
embellecer;3;
embelleceres;3;
embelleces;3;
embellecí;3;
embellecía;3;
embellecida;3;
embellecidas;3;
embellecido;3;
embellecidos;3;
embelleciendo;3;
embelleció;3;
embellecir;3;
embelleco;3;
embellezca;3;
embellezco;3;
emergencia;-2;
emergencias;-2;
emergencio;-2;
emergencios;-2;
emoción;3;
emociona;2;
emocionaba;2;
emocionada;2;
emocionadas;2;
emocionado;2;
emocionados;2;
emocionamos;2;
emocionan;2;
emocionando;2;
emocionante;3;
emocionantes;3;
emocionar;2;
emocionas;2;
emocioné;2;
emociónes;3;
emociono;2;
emocionó;2;
"empalaga;";-3;
"empalaga;es";-3;
empática;2;
empáticas;2;
empático;2;
empáticos;2;
empeora;-3;
empeoraba;-3;
empeorada;-3;
empeoradas;-3;
empeorado;-3;
empeorados;-3;
empeoramienta;-3;
empeoramientas;-3;
empeoramiento;-3;
empeoramientos;-3;
empeoramos;-3;
empeoran;-3;
empeorando;-3;
empeorar;-3;
empeorares;-3;
empeoras;-3;
empeoré;-3;
empeoro;-3;
empeoró;-3;
empeoros;-3;
empequeñece;-2;
empequeñecemos;-2;
empequeñecen;-2;
empequeñecer;-2;
empequeñeceres;-2;
empequeñeces;-2;
empequeñecí;-2;
empequeñecía;-2;
empequeñecida;-2;
empequeñecidas;-2;
empequeñecido;-2;
empequeñecidos;-2;
empequeñeciendo;-2;
empequeñeció;-2;
empequeñecir;-2;
empequeñeco;-2;
empequeñezca;-2;
empequeñezco;-2;
empolla;-2;
empollaba;-2;
empollada;-2;
empolladas;-2;
empollado;-2;
empollados;-2;
empollamos;-2;
empollan;-2;
empollanda;-2;
empollandas;-2;
empollando;-2;
empollandos;-2;
empollar;-2;
empollas;-2;
empollé;-2;
empollo;-2;
empolló;-2;
emprendedor;1;
emprendedores;1;
en mal estado;-2;
encala;-3;
encalaba;-3;
encalada;-3;
encaladas;-3;
encalado;-3;
encalados;-3;
encalamos;-3;
encalan;-3;
encalando;-3;
encalar;-3;
encalares;-3;
encalas;-3;
encalé;-3;
encalo;-3;
encaló;-3;
encanta;3;
encantaba;3;
encantada;2;
encantadas;2;
Encantado;3;
encantador;3;
encantadores;3;
encantados;5;
encantadoses;5;
encantamos;3;
encantan;3;
encantando;3;
encantar;3;
encantas;3;
encanté;3;
encanto;3;
encantó;3;
encantos;3;
encarcela;-2;
encarcelaba;-2;
encarcelada;-2;
encarceladas;-2;
encarcelado;-2;
encarcelados;-2;
encarcelamos;-2;
encarcelan;-2;
encarcelando;-2;
encarcelar;-2;
encarcelas;-2;
encarcelé;-2;
encarcelo;-2;
encarceló;-2;
encona;-2;
enconaba;-2;
enconada;-2;
enconadas;-2;
enconado;-2;
enconados;-2;
enconamos;-2;
enconan;-2;
enconando;-2;
enconar;-2;
enconas;-2;
enconé;-2;
encono;-2;
enconó;-2;
endosa;2;
endosaba;2;
endosada;2;
endosadas;2;
endosado;2;
endosados;2;
endosamos;2;
endosan;2;
endosando;2;
endosar;2;
endosares;2;
endosas;2;
endosé;2;
endoso;2;
endosó;2;
enemiga;-2;
enemigas;-2;
enemigo;-2;
enemigos;-2;
enemigoses;-2;
energética;2;
energéticas;2;
energético;2;
energéticos;2;
enérgica;2;
enérgicas;2;
enérgico;2;
enérgicos;2;
enfa;-3;
enfaba;-3;
enfada;-3;
enfadas;-3;
enfado;-3;
enfados;-3;
enfamos;-3;
enfan;-3;
enfando;-3;
enfar;-3;
enfas;-3;
enfé;-3;
enferma;-2;
enfermas;-2;
enfermedad;-2;
enfermedades;-2;
enfermedadeses;-2;
enfermo;-2;
enfermos;-2;
enfermoses;-2;
enfo;-3;
enfó;-3;
enfoca;2;
enfocaba;2;
enfocada;2;
enfocadas;2;
enfocado;2;
enfocados;2;
enfocamos;2;
enfocan;2;
enfocando;2;
enfocar;2;
enfocas;2;
enfocé;2;
enfoco;2;
enfocó;2;
enfurece;-2;
Enfurecedora;-2;
enfurecedoras;-2;
enfurecedoro;-2;
enfurecedoros;-2;
enfurecemos;-2;
enfurecen;-2;
enfurecer;-2;
enfureceres;-2;
enfureces;-2;
enfurecí;-2;
enfurecía;-2;
enfurecida;-2;
enfurecidas;-2;
enfurecido;-2;
enfurecidos;-2;
enfureciendo;-2;
enfureció;-2;
enfurecir;-2;
enfureco;-2;
enfurezca;-2;
enfurezco;-2;
engancha;1;
enganchas;1;
engancho;1;
enganchos;1;
engaña;-3;
engañaba;-2;
engañada;-2;
engañadas;-2;
engañado;-2;
engañados;-2;
engañamos;-2;
engañan;-2;
engañando;-2;
engañar;-3;
engañares;-3;
engañas;-3;
engañé;-2;
engaño;-3;
engañó;-2;
engaños;-3;
engañosa;-3;
engañosas;-3;
engañoso;-3;
engañosos;-3;
engreída;-2;
engreídas;-2;
engreído;-2;
engreídos;-2;
enhorabuena;2;
enhorabuenas;2;
enhorabueno;2;
enhorabuenos;2;
enjuicia;-1;
enjuiciaba;-1;
enjuiciada;-1;
enjuiciadas;-1;
enjuiciado;-1;
enjuiciados;-1;
enjuiciamienta;-1;
enjuiciamientas;-1;
enjuiciamiento;-1;
enjuiciamientos;-1;
enjuiciamos;-1;
enjuician;-1;
enjuiciando;-1;
enjuiciar;-1;
enjuiciares;-1;
enjuicias;-1;
enjuicié;-1;
enjuicio;-1;
enjuició;-1;
enjuicios;-1;
enloquecedor;-3;
enloquecedores;-3;
enoja;-3;
enojaba;-3;
enojada;-3;
enojadas;-3;
enojado;-3;
enojados;-3;
enojamos;-3;
enojan;-3;
enojando;-3;
enojar;-3;
enojas;-3;
enojé;-3;
enojo;-3;
enojó;-3;
enorme;1;
enormes;1;
enragés;-2;
enragéses;-2;
ensordecedor;-1;
ensordecedores;-1;
entender mal;-2;
entiende mal;-2;
entretene;3;
entretenemos;3;
entretenen;3;
entretener;3;
entreteneres;3;
entretenes;3;
entretení;3;
entretenía;3;
entretenida;3;
entretenidas;3;
entretenido;2;
entretenidos;3;
entreteniendo;3;
entretenió;3;
entretenir;3;
entreteno;3;
entristece;-2;
entristecemos;-2;
entristecen;-2;
entristecer;-2;
entristeceres;-2;
entristeces;-2;
entristecí;-2;
entristecía;-2;
entristecida;-2;
entristecidas;-2;
entristecido;-2;
entristecidos;-2;
entristeciendo;-2;
entristeció;-2;
entristecir;-2;
entristeco;-2;
entristezca;-2;
entristezco;-2;
entumece;-1;
entumecemos;-1;
entumecen;-1;
entumecer;-1;
entumeces;-1;
entumecí;-1;
entumecía;-1;
entumecida;-1;
entumecidas;-1;
entumecido;-1;
entumecidos;-1;
entumeciendo;-1;
entumeció;-1;
entumecir;-1;
entumeco;-1;
entusiasta;3;
entusiastas;3;
entusiasto;3;
entusiastos;3;
envenena;-2;
envenenaba;-2;
envenenada;-2;
envenenadas;-2;
envenenado;-2;
envenenados;-2;
envenenamos;-2;
envenenan;-2;
envenenando;-2;
envenenar;-2;
envenenas;-2;
envenené;-2;
enveneno;-2;
envenenó;-2;
envidia;-1;
envidias;-1;
envidiases;-1;
envidio;-1;
envidios;-1;
envidiosa;-2;
envidiosas;-2;
envidioso;-2;
envidiosos;-2;
envío de correo basura;-2;
equivoca;-2;
equivocaba;-2;
equivocada;-2;
equivocadas;-2;
equivocado;-2;
equivocados;-2;
equivocamos;-2;
equivocan;-2;
equivocando;-2;
equivocar;-2;
equivocas;-2;
equivocé;-2;
equivoco;-2;
equivocó;-2;
errónea;-2;
erróneas;-2;
erróneo;-2;
erróneos;-2;
error;-2;
errores;-2;
erroreses;-2;
erupción;-2;
erupciónes;-2;
es una pena;-2;
escalofriante;-1;
escalofriantes;-1;
escándala;-3;
escándalas;-3;
escándalo;-3;
escándalos;-3;
escandalosa;-3;
escandalosas;-3;
escándaloses;-3;
escandaloso;-3;
escandalosos;-3;
escapa;-1;
escapaba;-1;
escapada;-1;
escapadas;-1;
escapado;-1;
escapados;-1;
escapamos;-1;
escapan;-1;
escapando;-1;
escapar;-1;
escapares;-1;
escapas;-1;
escapé;-1;
escapo;-1;
escapó;-1;
escapos;-1;
escasez;-2;
escasezes;-2;
escéptica;-2;
escépticas;-2;
escepticisma;-2;
escepticismas;-2;
escepticismo;-2;
escepticismos;-2;
escéptico;-2;
escépticos;-2;
escépticoses;-2;
esclarecedor;2;
esclarecedores;2;
esclavitud;-3;
esclavitudes;-3;
esclaviza;-2;
esclavizaba;-2;
esclavizada;-2;
esclavizadas;-2;
esclavizado;-2;
esclavizados;-2;
esclavizamos;-2;
esclavizan;-2;
esclavizando;-2;
esclavizar;-2;
esclavizares;-2;
esclavizas;-2;
esclavizé;-2;
esclavizo;-2;
esclavizó;-2;
esclavizos;-2;
esconde;-1;
escondemos;-1;
esconden;-1;
esconder;-1;
esconderes;-1;
escondes;-1;
escondí;-1;
escondía;-1;
escondida;-1;
escondidas;-1;
escondido;-1;
escondidos;-1;
escondiendo;-1;
escondió;-1;
escondir;-1;
escondo;-1;
escoria;-4;
escorias;-4;
escorio;-4;
escorios;-4;
esmeradamente;2;
esmeradamentes;2;
espalda;1;
espaldas;1;
espaldo;1;
espaldos;1;
espanta;-2;
espantaba;-2;
espantada;-2;
espantadas;-2;
espantado;-2;
espantados;-2;
espantamos;-2;
espantan;-2;
espantando;-2;
espantar;-2;
espantas;-2;
espanté;-2;
espanto;-2;
espantó;-2;
especulativa;-2;
especulativas;-2;
especulativo;-2;
especulativos;-2;
Espera;-1;
esperaba;-1;
esperada;-1;
esperadas;-1;
esperado;-1;
esperados;-1;
esperamos;-1;
esperan;-1;
esperanda;2;
esperandas;2;
esperando;2;
esperandos;2;
esperanza;2;
esperanzaba;2;
esperanzada;2;
esperanzadas;2;
esperanzado;2;
esperanzados;2;
esperanzamos;2;
esperanzan;2;
esperanzando;2;
esperanzar;2;
esperanzas;2;
esperanzases;2;
esperanzé;2;
esperanzo;2;
esperanzó;2;
esperanzos;2;
esperar;-1;
esperares;-1;
esperas;-1;
esperé;-1;
espero;-1;
esperó;-1;
esperos;-1;
espinosa;-2;
espinosas;-2;
espinoso;-2;
espinosos;-2;
espíritu;1;
esplénde;3;
espléndemos;3;
esplénden;3;
esplénder;3;
espléndes;3;
espléndí;3;
espléndía;3;
espléndida;3;
espléndidas;3;
espléndido;3;
espléndidos;3;
espléndiendo;3;
espléndió;3;
espléndir;3;
espléndo;3;
espumosa;3;
espumosas;3;
espumoso;3;
espumosos;3;
está de acuerdo;1;
está de duelo;-2;
estable;2;
establece;1;
establecemos;1;
establecen;1;
establecer;1;
estableces;1;
establecí;1;
establecía;1;
establecida;1;
establecidas;1;
establecido;1;
establecidos;1;
estableciendo;1;
estableció;1;
establecir;1;
estableco;1;
estables;2;
estafa;-2;
estafas;-2;
estafases;-2;
estafo;-2;
estafos;-2;
estampida;-2;
estampidas;-2;
estampido;-2;
estampidos;-2;
estanca;-2;
estancaba;-2;
estancada;-2;
estancadas;-2;
estancado;-2;
estancados;-2;
estancamienta;-2;
estancamientas;-2;
estancamiento;-2;
estancamientos;-2;
estancamos;-2;
estancan;-2;
estancando;-2;
estancar;-2;
estancas;-2;
estancé;-2;
estanco;-2;
estancó;-2;
estar al acecho;-1;
estereotipa;-2;
estereotipas;-2;
estereotipo;-2;
estereotipos;-2;
esteriotipa;-2;
esteriotipaba;-2;
esteriotipada;-2;
esteriotipadas;-2;
esteriotipado;-2;
esteriotipados;-2;
esteriotipamos;-2;
esteriotipan;-2;
esteriotipando;-2;
esteriotipar;-2;
esteriotipas;-2;
esteriotipé;-2;
esteriotipo;-2;
esteriotipó;-2;
estima;3;
estimaba;3;
estimada;3;
estimadas;3;
estimado;3;
estimados;3;
estimamos;3;
estiman;3;
estimando;3;
estimar;3;
estimas;3;
estimé;3;
estimo;3;
estimó;3;
estimula;1;
estimulaba;1;
estimulada;1;
estimuladas;1;
estimulado;1;
estimulados;1;
estimulamos;1;
estimulan;1;
estimulando;1;
estimulante;3;
estimulantes;3;
estimular;1;
estimulares;1;
estimulas;1;
estimulé;1;
estimulo;1;
estimuló;1;
estimulos;1;
estragos;-2;
estragoses;-2;
estrangula;-2;
estrangulaba;-2;
estrangulada;-2;
estranguladas;-2;
estrangulado;-2;
estranguladores;-2;
estranguladoreses;-2;
estrangulados;-2;
estrangulamos;-2;
estrangulan;-2;
estrangulando;-2;
estrangular;-2;
estrangulas;-2;
estrangulé;-2;
estrangulo;-2;
estranguló;-2;
estresa;-2;
estresaba;-2;
estresada;-2;
estresadas;-2;
estresado;-2;
estresados;-2;
estresamos;-2;
estresan;-2;
estresando;-2;
estresar;-2;
estresas;-2;
estresé;-2;
estreso;-2;
estresó;-2;
estresor;-2;
estresores;-2;
estúpe;-4;
estúpemos;-4;
estúpen;-4;
estupenda;3;
estupendas;3;
estupendo;3;
estupendos;3;
estúper;-4;
estúpes;-4;
estúpí;-4;
estúpía;-4;
estúpida;-4;
estúpidamente;-2;
estúpidamentes;-2;
estúpidas;-4;
Estúpido;-4;
estúpidos;-4;
estúpiendo;-4;
estúpió;-4;
estúpir;-4;
estúpo;-4;
ética;2;
éticas;2;
ético;2;
éticos;2;
euforia;3;
euforias;3;
eufórica;4;
eufóricas;4;
eufórico;4;
eufóricos;4;
euforio;3;
euforios;3;
evita;-1;
evitaba;-1;
evitada;-1;
evitadas;-1;
evitado;-1;
evitados;-1;
evitamos;-1;
evitan;-1;
evitando;-1;
evitar;-1;
evitares;-1;
evitas;-1;
evité;-1;
evito;-1;
evitó;-1;
evitos;-1;
exagera;-2;
exageraba;-2;
exageración;-2;
exageraciones;-2;
exageraciónes;-2;
exageracioneses;-2;
exagerada;-2;
exageradas;-2;
exagerado;-2;
exagerados;-2;
exageramos;-2;
exageran;-2;
exageranda;-2;
exagerandas;-2;
exagerando;-2;
exagerandos;-2;
exagerar;-2;
exagerares;-2;
exageras;-2;
exageré;-2;
exagero;-2;
exageró;-2;
exageros;-2;
exalta;3;
exaltaba;3;
exaltada;3;
exaltadas;3;
exaltado;3;
exaltados;3;
exaltamos;3;
exaltan;3;
exaltando;3;
exaltar;3;
exaltas;3;
exalté;3;
exalto;3;
exaltó;3;
exasperada;2;
exasperadas;2;
exasperado;2;
exasperados;2;
exasperante;-2;
exasperantes;-2;
excelencia;3;
excelencias;3;
excelencio;3;
excelencios;3;
excelente;3;
excelentes;3;
excepcional;5;
excepcionales;5;
exceso de peso;-1;
excita;3;
excitaba;3;
excitada;3;
excitadas;3;
excitado;3;
excitados;3;
excitamos;3;
excitan;3;
excitando;3;
excitar;3;
excitares;3;
excitas;3;
excité;3;
excito;3;
excitó;3;
exclue;-1;
excluemos;-1;
excluen;-1;
excluer;-1;
exclues;-1;
excluí;-1;
excluía;-1;
excluida;-1;
excluidas;-1;
excluido;-1;
excluidos;-2;
excluidoses;-2;
excluiendo;-1;
excluió;-1;
excluir;-1;
excluires;-1;
excluo;-1;
exclusión;-1;
exclusiónes;-1;
exclusiva;2;
exclusivas;2;
exclusivo;2;
exclusivos;2;
excusa;-1;
excusas;-1;
excuso;-1;
excusos;-1;
exhaustiva;2;
exhaustivas;2;
exhaustivo;2;
exhaustivos;2;
exige;-1;
exigemos;-1;
exigen;-1;
exigente;-1;
exigentes;-1;
exiger;-1;
exiges;-1;
exigí;-1;
exigía;-1;
exigida;-1;
exigidas;-1;
exigido;-1;
exigidos;-1;
exigiendo;-1;
exigió;-1;
exigir;-1;
exigo;-1;
exime;-1;
eximemos;-1;
eximen;-1;
eximer;-1;
eximes;-1;
eximí;-1;
eximía;-1;
eximida;-1;
eximidas;-1;
