titulo,estilo,artista,id,estrofa
Amor Verdadero,pop,Fanny Lu,id_1249,"Y vuelve amanecer y sigo entre tus brazos
Que me curan todo y no existe el pasado
No encuentro las letras del abecedario
Cuando esta tu boca cerca de mis labios
Devuelvo la sonrisa que me has regalado
Arreglo tu camisa y camino a tu lado
Parece mentira que no estoy soñando
Me alegra la vida haberte enamorado"
Viejo Motel,pop,Jory Boy,id_1251,"Me necesitas
Yo sé que me necesitas
Dame una señal de vida para luego ir a buscarte
Porque no intentarlo
Si no lo quieres déjalo
Te puedo cambiar la vida
Solo deja demostrarte"
Todo ya cambió,pop,Kevin Kaarl,id_1256,"Fue un desperdicio y nada mas
Quiero encontrar
Aquél lugar
Donde todos los frutos van a parar
No
No, No
No"
Yo Sabía,rap,Rauw Alejandro,id_1262,"Ya-Ya no miro cuánto cuesta
Lo' parties a 50 y la fila 'tá reventá', eh
Como el 23 en lo' 90
Una estrella se detecta, cambiaron las apuestas, eh (Ey)
Yo sabía que mi momento iba a llegar (Iba a llegar)
Yo sabía que mi momento iba a llegar (Que iba a llegar)
Mi sexto sentido detecta a to' esto' feka'
Por eso aquí no están, eh"
Siete Crisantemos,pop,Joaqun Sabina,id_1264,"En tiempos tan oscuros nacen falsos profetas
Y muchas golondrinas huyen de la ciudad
El asesino sabe más de amor que el poeta
Y el cielo cada vez está más lejos del mar
Lo bueno de los años es que curan heridas
Lo malo de los besos es que crean adicción;
Ayer quiso matarme la mujer de mi vida
Apretaba el gatillo cuando se despertó"
Vasos Vacíos,pop,Los Fabulosos Cadillacs,id_1267,"Siempre habrá vasos vacíos, oh
Con agua de la ciudad
La nuestra es agua de río
Mezclada con mar, oh yeah
Levanta los brazos mujer
Y ponte esta noche a bailar
Que la nuestra es agua de río
Mezclada con mar, oh yeah"
Intro,rap,Kaydy Cain,id_1269,"Su madre es la calle, qué mono 
Shout out pa' los kilos que llegan en barco
Para los ladrones, también pa' los narcos
Pa' mi primo Marcos, 
Mi puta es tu puta, pide y te la paso
Fuma de mi porro y bebe de mi vaso
Si tú metes mano, yo meto tol' brazo
Sigue hablando mierda y te ganas un balazo en"
Duele,pop,Reik,id_1271,"He tratado de no llorar (No, no)
He tratado de reír
Y tu recuerdo me hace mal (Ah-ah)
¿Por qué me quieres destruir?
Dime qué nos pasó
¿Por qué tú eres así?
Si nuestro amor se acabó
Me lo tenías que decir"
Tenía Que Llegar,pop,Kenia OS,id_1276,"Ay, tenía que llegar
Ay, me querías dañar
Déjame decirte que conmigo
No te va a funcionar
Ay, tenía que llegar
Ay, me querías dañar
Déjame decirte que conmigo"
Dulce,pop,Francisca Valenzuela,id_1278,"Dejó gusto amargo en tí
Voy a tener que
Colgar un cartel
Que le advierta a cualquier
Que se acerque
Yo no soy"
La Costa Del Silencio,rock,Mgo de Oz,id_1280,"Ven, quiero oír tu voz
Y, si aún nos queda amor
Impidamos que esto muera
Ven, pues en tu interior
Está la solución
De salvar lo bello que queda"
De Rodillas,pop,Reik,id_1283,"Dame esta noche tu mano
No quiero pasar un día sin ti
Quiero que sea en tus brazos
Donde vea llegar mis días al fin
¿Quisieras casarte conmigo?
Hey"
Orgullo,pop,Justin Quiles,id_1285,"Me está matando el orgullo
Cuando más quiero estar al lado tuyo
De solo verte concluyo
Que tú eres para mí
Y yo soy para ti"
Será mi castigo,pop,Los Tigres Del Norte,id_1286,"Ahora que te encuentro perdón yo te pido
De mi triste vida llego su final
Solo se de decirte que no los olvido
Pero ya es muy tarde para remediar
Yo no te crei pues celoso yo estaba
Te dije mil cosas que no he de olvidar
Ahora me arrepiento por que es a otro hombre
Al que hoy mi hijo le dice papá"
A mover la colita,pop,La Sonora Dinamita,id_1287,"¿Y uste' qué espera para moverla?
¿No ve que el ritmo es general?
Mover la colita está de moda
Mover la colita es popular
Izquierda, derecha
Izquierda, derecha, síguele"
Islamabad,rock,Los Planetas,id_1288,"Tus atentados son de falsa bandera
Atacas a los tuyos por dinero
Que te llevas a paraísos fiscales
Dinero con sangre
De tus hermanos a los que traicionaste"
Igual que ayer,pop,RKM & Ken-Y,id_1293,"Me dijeron que te vieron por ahí
Que te encuentras muy bien y no piensas en mí
Sin embargo, yo no puedo dejar de extrañarte
Y te tengo que decir
(¡RKM & Ken-Y!)"
Elizabeth,rap,Lasser,id_1295,"Eterna hegemonía en sus besos
Me queman sus manías, pero no lo confieso
No llamo si estoy fuera, ni te aviso cuando vuelvo
Alejado de obviedades y complejos
Les miro a los ojos, pero nunca empatizo
Advierten del veneno sus colores llamativos
Siempre me ha mola'o jugar con el peligro
Las balas perdidas también tienen destino"
Ciencia ficción,pop,Leiva,id_1298,"Pero que cool estás hoy
Has venido tan radiante
Qué difícil me lo pones
Dices cosas tan brillantes
Yo te miro destrozado
Esquivando tus colgantes
Al hablar"
NO TE ATIENDE,rap,Ele A El Dominio,id_1301,"Ya yo soy un hombre, él un ignorante
Dile que soy tu hombre, aunque sea tu amante
De espalda a la gente siempre nos comemos
No andes dando mente cuando nos perdemos
Tú dime la fecha que yo saco el tiempo
Cupido te flecha, dale tiempo al tiempo
Puede que un día de estos lo desaparezca
Y que sea yo el que en tu cama amanece"
Egohisteria,pop,Enjambre,id_1302,"Yo quй mбs quisiera
Que a los demбs vieras
Al beneficiarte de sus penas
Todos en miseria
Y tъ en egohisteria
Tъ feliz y ellos en cadenas"
TODO LLEGARÁ,pop,Manu Chao,id_1303,"Y dice:
Todo llegará ! (x8)
Canta, vecino!
Tantos bares en el mundo
Cuántos vasos por caer
Todo el mundo sin saber
La que algún día va a caer"
No me enseñaste,pop,Thala,id_1304,"Llama no importa la hora que yo estoy aquí
Entre las cuatro paredes de mi habitación
Y es importante al menos decirte
Que esto de tu ausencia duele, y no sabes cuanto
Ven aparece tan sólo comunícate
Que cada hora es un golpe de desolación
Es demasiado aburrido no estar a tu lado"
No Me Busques,rap,Jory Boy,id_1306,"Si en verdad tú no me quiere’
Ya tú no me busque’
No me llame’
No me juzgue’
Si en verdad tú no me quiere’
Ya tú no me busque’
No me llame’
No me juzgue’"
YUNG FVTVRE XXXXXXX HONEST POOR REMIX XXXXXXXX,rap,Yung Beef,id_1312,"(Yeah)
That's what I do
That's what I do, ey
Yeah, Yung Beef, baby, ah
Si os soy sincero, mamá
Just be honest
Ah
PXXR GVNG, bitch"
Jauma Remix,rap,Yung Beef,id_1324,"I'm ready rob por la howma (Howma)
Smoking kush con los khawas (Khawa)
Si vienen los monos grita agua (Gua-gua)
Si son los enemies les damos drama (drama)
Steve Lean, I'm ready rob por la howma (Howma)
KEFTV VXYZ, smoking kush con los khawas (Khawa)
Flush Gang, si vienen los monos grita agua (Flush Gang)
Si son los enemies les damos drama (Flush Gang)"
No Sé,rap,Beny Jr,id_1326,"Y que me conoce, no lo sé (Yah)
Su forma de cómo camina me tiene ya loco, pensándote
Ella ni siquiera mira cuando me pasea por el frente (La-La-La-La, la-la-la-la)
Ella viste como diva, perfume de coco, de la Dolce
Y dice que conmigo se tira, y que me conoce, no lo sé (Uh-oh-oh)
Su forma de cómo camina me tiene ya loco, pensándote (Uh-oh-oh)
Ella ni siquiera mira cuando me pasea por el frente (Uh-oh-oh)
Ella viste como diva, perfume de coco, de la Dolce (Uh-oh-oh)"
Los Funkcionarios,rap,SFDK,id_1328,"¿Cómo te has quedao?
No trata a la mujer de tonta ¡Atontao!
¿Cómo te has quedao?
No trata a la mujer de tonta ¡Atontao!
¿Cómo te has quedao?
No trata a la mujer de tonta ¡Atontao!
¿Cómo te has quedao?
No trata a la mujer de tonta ¡Atontao!"
Puta y Glope,rap,Luar La L,id_1336,"Puta' y glope', puta' y glope' (Puta' y glope'; por to' el bloque)
No quedamo' con tu bloque, pa' kikear tenemo' un bote (¿Qué?)
Mi' trama' dentro de un pote  (Par de 512, 602)
Palo' y corta' con chipote, chipote-pote (¡Prrr!, Prrr)
Puta' y glope', puta' y glope' (Par de puta')
De cuarenta son la' OP. (Joseé treinta de cuarenta)
Cirujano que te corte, palo' y corta' con chipote (Lo' tenemo' incrusta'o)
No' robamo' ese culote, culote-lote (La L)"
Suceden,rock,Marc Anthony,id_1341,"Suceden, cosas importantes
Cada vez que te abrazo
Mi vida prendida de gozo
Se desgrana en tus manos
Un dulce sabor a carino
Va creciendo en mi boca
Y presiento que voy a morirme
Como lo he deseado"
Seguiré Subiendo,pop,J Balvin,id_1342,"Y yo quiero subir
Y seguiré subiendo
Yo quiero ser la voz del pueblo
Y esto es para ti
A que le estas teniendo
Dale pa' lante
Sigue creciendo"
Un Get,rap,Ozuna,id_1352,"Vamos a hacer un party en casa (Party en casa)
Tú y yo, te quiero dar hasta en la terraza (Hasta en la terraza)
Quiero un sateo pero que sea de raza
Que te lleve a la luna sin ir a la NASA, baby (Yeh-eh-eh)
Vamos a hacer un party en casa (Party en casa)
Tú y yo, te quiero dar hasta en la terraza (Woh-oh-oh)
Tú me encanta' desde que te vi (Eh-eh)
Tú sabe' que to' eso es mío desde que te di, ba-baby"
Tu Refugio,pop,Pablo Alborn,id_1355,"Dejas que me enfade como un niño
Sabes que no voy a irme, sólo soy feliz contigo
Tú tienes lo tuyo, sé que escondes tus manías
Me gusta cuando bailas sin saber que alguien te mira
Pones 5 veces las alarmas
Y vuelves a dormirte, no te importa si te llaman
Dejas el café a medias, y siempre lo termino
Y cuando dejas un recado, yo siempre me olvido"
Desde Cuándo,rap,Cartel de Santa,id_1357,"¿Desde cuándo la vida me andan quitando?
Yo cantando por donde ando, matándolos como Rambo
Tu cagándote pa' dentro, viviendo de puros cuentos
Yo llenando los conciertos, juntando los de a quinientos
Y lo que es nomás, al chile nomás lo que es
Sin hablar de más y sin elevar los pies"
Recuerdos,pop,Juhn,id_1358,"Entre sábanas mojadas, bebé, yo te hago mía
Y pa' que yo te la coma me buscas todavía
Y me niegas (Wuh), porque no me tienes cuando quieras (Wuh)
Porque tu no eres mi única opción
Tengo un millón
Y aunque tu tenga' otro, siempre vuelves"
Corazón Culpable,pop,Antony Santos,id_1364,"Mami, aquí está tu Mayimbe otra vez
Anthony Santos
El Bachatú, El Bachatú
Pa' ti
Ay, pero qué susto
Esa negra mía suena lindo
'Tá cogío'
Cógelo ahí, cógelo Ahí cógelo ahí"
The Cypher Effect - Mic Check,rap,Mike Daz,id_1367,"Públicos, súbditos
Flow mio se mide en metro cúbico
Estoy de acuerdo, tu estilo es único
No comparo con efecto barbitúrico
Antes me paraban pa pegar y nos
Sigo teniendo chica la nariz
Antiguos enemies en el barrio
Hoy me piden firma con un Sharpie"
Coronao,rap,Rochy RD,id_1368,"Yo sé que te duele verme coronao'
Porque tú no sabe' lo que yo he' pasao' (Ah)
Esto no fue fácil, esto lo he' lograo'
Mucho sacrificio esto me ha tocao' (Ah, ah, ah)
Yo sé que te duele verme coronao'
Porque tú no sabe' lo que yo he' pasao'
Esto no fue fácil, esto lo he' lograo'
Mucho sacrificio esto me ha tocao' (Oye cómo e' que dice)"
Desátame / Intro 4.0 Version,rock,Mnica Naranjo,id_1378,"No pararé, me muero por tener algo entre tú y yo
Algo contigo, ay amor
¡Pero desátame!
¡Pero desátame!
¡Eh-eh!"
FVCK FAME,rap,Duki,id_1385,"Fuck fame, a la Lambo y al gold chain
Que ellos vivan del hate
Que yo vivo de mi music, de mi pago por lo' vivo
No de vender un papel, god damn
Ya saben bien quién es, Lost Maik, Luchito, skrt
Ay-ay-ay, ay-ay-ay"
Gan-Ga All Star Edition,rap,Juhn,id_1396,"Por eso es que yo ando con mi ganga
Al armero le compramo' lo' R y lo' AK (Shh-shh, pa)
Seteciento' en el cuello, te mueres si trata'
Aquí no hay miedo, cabrón, lo' tuyos se trancan (Wuh)
Por eso es que yo ando con mi ganga
Al armero le compramo' lo R y lo' AK (Shh-shh, pa)
Seteciento' en el cuello, te mueres si trata'
Aquí no hay miedo, cabrón, lo' tuyos se trancan (Shh-shh, pa)"
Ojo al Cristo de Plata,rock,Omar Rodrguez-Lpez,id_1405,"Libre del deseo de hacer
Dulce vientre del dolor
Consciencia al caminar
Para mendigar a dios
Hay que escapar la lesion
Donde brilla claridad sutíl"
¿Qué Hago Yo Esperando Un Puto As?,rb,Las Pastillas del Abuelo,id_1408,"Habrá que encontrar un lugar para esconderse
O habrá que entrometerse un poco más
Habrá que desempolvar el disfraz de valiente y salir a tropezar
Habrá que hacer lugar en los cajones
O habremos de salir a descartar
Cualquier idea nueva que descuelgue en una tarde y que queramos probar"
Sexy Robótica,misc,Don Omar,id_1409,"Qué bien se ve esa cinturita (Nena, qué bien se ve esa cinturita)
Que por la discoteca baila (Baila, baila, baila)
Revuelta con sus amiguitas (Amiguitas, amiguitas)
Yo que me muero por tocarla
¡Mírala!"
Marcela,pop,Luis Miguel,id_1411,"La-la-la
Cantaré tu nombre siempre así, Marcela
La-la-la
Hice ésta canción de amor por ti, Marcela
Te adoraré por siempre
Y nunca te dejaré"
Adios Reina Mia,pop,Eskorbuto,id_1412,"Cuando me marche, no me olvidaré de ti
Cuando me marche, no me olvidaré de ti
Cuando me marche, reina mía, no me olvidaré de ti
No me olvidaré de ti
No me olvidaré de ti
No me olvidaré de ti
No me olvidaré de ti
No me olvidaré de ti"
Ojo por Ojo Diente por Diente,pop,Gerardo Ortiz,id_1415,"Llevo el encargo,caso cerrado todo este tiempo
Lo e estado esperando yo soy el hijo del afectado
Yo con mi jente e venido a vengarlo
Recuerdo a mi padre,a quel hombre amable
Mi viejo querido,no quiero suplico
Empieza el dolor,de la ley del talon
Llevo el encargo,caso cerrado"
El caso de la rubia platino,pop,Joaqun Sabina,id_1417,"Los besos que te dan las chicas malas
Salen más caros cuando los regalan
Y huelen a fracaso
Pero el croupier me echaba cartas buenas
Y la rubia platino era morena
Y el caso era un gran caso"
Bonus teck - Es como la cocaína Remix,rap,Natos y Waor,id_1418,"Polen virgen y cartón
Risas, humo y barceló
Luces y gafas de sol
Ya voy en una nube, bro
Saca la petaca, me pico la copa
Quíta de esa roca y écha M en el cubata
Por la jeta, loca
Madrid barrio pa' tu boca"
Insaciable Amante,pop,Jos Jos,id_1422,"En tus ojos habladores
Pude ver otros amores
Mientras yo callaba
Y por tus besos sin entrega
Se me hizo el alma piedra
Mientras yo callaba"
La Mejor Parte de Mí,pop,Juanes,id_1425,"Y que siempre estare cuando quieras hablar
En mi puedes confiar enteramente
Porque tu, para mi...
Eres la mejor, la mejor parte de mi
Es que tu eres ese amor, que nunca quiero verse ir
Porque tu eres la mejor, la mejor parte de mi
Es que tu eres ese amor, que es la razón de mi vivir
Tu dame hoy la mejor parte de mi(X2)"
Amor a Distancia,pop,Frank Reyes,id_1426,"Me duelen ver los rayos de un sol, que hoy ha nacido
Creyendo recuerdos de tus besos amargos conmigo
Esperaba con ansiedad el día de tu llegada
Bien dice el dicho que es causa del olvido, la distancia
Fue tan evidente el cambio brusco de tu amor, me causó tanto dolor
Con toda la fuerza que te amé, con la misma fuerza te odiaré"
Estoy Cansado,rap,Paulo Londra,id_1430,"Nunca me viene mal salir a tomar aire y no ver a nadie
Así por lo menos pienso que sí tengo tiempo pa' mí (Pa' mí)
Casi ya no puedo dormir
Siempre estoy atento al ring
Para cuando me llames esté un poco ready pa' ti (Ey)
Porque tengo que estar a mil (A mil)
En el juego, pa' no dormir (Dormir)
Que ninguna sanguijuela ande cerca, ando clean"
Fusil contra fusil,pop,Silvio Rodrguez,id_1434,"Dejarán el cuerpo de la vida allí
Su nombre y su apellido son: fusil contra fusil
Cantarán su luto de hombre y animal
Y en vez de lágrimas echar, con plomo llorarán
Alzarán al hombre de la tumba al sol
Y el nombre se repartirán: fusil contra fusil
(1968)"
Esa Noche Versión de Estudio,rock,Caf Tacvba,id_1440,"No me hubieras dejado esa noche
Porque esa misma noche encontré un amor
(Mi soledad, siempre he pertenecido a ti)
No me hubieras dejado esa noche
(Ay soledad, siempre he pertenecido a ti)"
Nota Espacial,rap,Duki,id_1441,"Fumo uno, fumo do', tomé las double cup
Ahora está de moda odiarme, el Duko está cabrón
Porque gana más que vos, porque gasta más que vos
Anda con mal de voz, pero igual nos queremos (¡Yah!)
Fumo uno, fumo do' (Do'), me tomé unas double cup (Cup)
Ahora está de moda odiarme porque el Duko está cabrón (Cabrón, cabrón)
Porque suena más que vos, porque cobra más que vos
Porque toca más que vos (Tu-tu-tu-tu, tu-tu-tu-tu-tu-tu-tu), porque viaja más que vos"
Noches de Boda / Y Nos Dieron las Diez Directo,pop,Joaqun Sabina,id_1444,"Y a tu pueblo el azar
Otra vez el verano siguiente
Me llevó, y al final
Del concierto me puse a buscar tu cara entre la gente
Y no halle quien de ti
Me dijera ni media palabra
Parecía como si
Me quisiera gastar el destino una broma macabra"
Solo Otra Vez - Alone Again,pop,Vicentico,id_1447,"Hace mucho tiempo, ya
Que se fue y no volverá
Aquella ilusión que en mi corazón
Hace mucho tiempo, ya
Que se fue y no volverá
Aquella ilusión que en mi corazón
Ella supo despertar"
Hasta el amanecer,rap,Natos y Waor,id_1450,"No sé
Dónde ando metido, me encuentro perdido, ya no sé qué hacer
No sé
Tocado y hundido, drogado y bebido hasta el amanecer
No sé
Dónde ando metido, me encuentro perdido, ya no sé qué hacer
No sé
Tocado y hundido, drogado y bebido hasta el amanecer"
Sobreviviré,pop,Mnica Naranjo,id_1451,"Debo sobrevivir mintiéndome
Taciturna me hundí en aquel bar
Donde un ángel me dijo al entrar:
""Ven y elévate como el humo azul, no sufras más amor""
Y desgarrándome algo en mi vida cambió"
Por la boca vive el pez,rock,Fito & Fitipaldis,id_1453,"Algo lo que me invade
Todo viene de dentro
Nunca lo que me sacie, siempre quiero, lobo hambriento
Todo me queda grande para no estar contigo
Sabes, quisiera darte siempre un poco más de lo que te pido"
Es Mentira,pop,Christian Nodal,id_1457,"No te preocupes
Que no te guardo rencor
El pasado es pasado
Y tú fuiste una gran lección
Pero con la pena hoy te informo
Que pa ti ya no hay amor…"
Feelin Peachy Remix,rap,Kaydy Cain,id_1459,"Tengo la grasa, yo nunca me fui
Un par de putas y una bolsa weed
Culos operados o de gym
Solo hago negocios con mi team
Tú estás lento y no es de beber lean, ey"
Prólogo,rock,IZAL,id_1462,"Y al resto del mundo, deseo sincero
De éxitos en la batalla
Que pensemos despacio
Queramos deprisa
Y caminemos con la frente alta"
Southside,rap,Yung Beef,id_1468,"Menore' que por mí perderían la vida
La droga a ti te mata, a mí me da la vida
Prefiero la muerte que un plan de huida
Si entra' a esta vida, bitch, no hay salida
Chúpala bien, dale má' saliva
Face down, puta, el culo arriba
Redondea pa' arriba, la bitch 'tá encendida
Lo quería en el bollo, lo eché en la barriga"
Días de Furia,rap,Doble Porcin,id_1470,"Dime yo qué voy a hacer con ésta adicción
Si me agarra a las seis en la calle y mi cara está al sol
Si me encuentro vacío y sin nadie y ya no importas vos
Si estas bombas seguro que estallen en tu habitación
Dime yo qué voy a hacer con ésta adicción
Si me agarra a las seis en la calle y mi cara está al sol
Si me encuentro vacío y sin nadie y ya no importas vos
Si estas bombas seguro que estallen en tu habitación"
Tuyyo,rap,DELLAFUENTE,id_1472,"Yo no soy un asesino pero sé que por ti mato
Como el David y la tamara estamos matando chivatos
Le buscó tres pies al gato, cada vez que hacemos un trato
A veces me quedo mirándote yo solito me atrapo
Yo no sé vivir ya solo, soy una porquería
Resulta que ahora tampoco sé vivir en compañía
Y le rezo a nadie porque nunca me contestaba
Yo no confío en el karma, yo soy de la ley gitana..."
Baraja De Oro,country,Ramon Ayala y Sus Bravos Del Norte,id_1474,"Y ni modo de reclamos porque yo llegué a caballo
Estoy regando el rosal pa' cortar la flor de mayo
Perdóneme, rey de copas, pero yo soy de a caballo
Y el que no le quiera creer que le entre a lo pantera
Pierde dinero y mujer y hasta la porta moneda
Y ah veces llega a su casa con la camisa de fuera"
Miles y Millones,rock,Ramona,id_1475,"Despierto voy caminando por las avenidas de esta ciudad
Atento al paso que avanzan todos los demás
Prendo un delicado y me pongo a observar la vida en automático
Que vive entre paredes y horarios muy disciplinados
Creo que es mejor el silencio que tratar de hacer una conversación
Donde me puedan escuchar, mejor me bajo en la siguiente estación del tren"
No Puedo Olvidar Tu Voz,pop,El Coyote Y Su Banda Tierra Santa,id_1479,"Cariño mio yo quiero que vuelvas
A tenerme entre mis brazos
Como estabamos ayer
Y olvidarnos de todo lo pasado
No puedo olvidar tu voz
Ni tu linda sonrisa
Mi corazon se esta muriendo de amor
Se esta muriendo de amor por ti"
Vivir Lo Nuestro,rock,Marc Anthony,id_1481,"
En un llano tan inmenso
Tan inmenso como el cielo
Voy a podar un jardin
Para que duerma tu cuerpo
En un mar espeso y ancho
Mas ancho que el universo
Voy a construir un barco
Para que nade en el sueño"
Campazzo,rap,Duki,id_1482,"...en 2018 (21, 21, 21, 21, 21)
Me fumé uno, me creo Campazzo (El jefe, jefe)
Dame el balón que lo paso
Amago, dribbleo, le quebré la rodilla y lo paso (Ballin')
Me fumé otro, me creo Michael Jackson (¡Uah!)
Super borracho con super poderes
Me fumé otro y me creo que soy hardcore (Prrr), yeah"
Cuando Tú No Estás,rap,Arcngel,id_1484,"Tu mi corazón controlas como un robot
Más que un diamante, my princess cot
Son muchas cosas que tengo para ti
Ya que conmigo tú no brillas, tú me haces brillar a mí
Entonces es mejor decir que juntos brillamos
Bien nos vemos, los dos pegamos
Es otra cosa cuando estamos juntos
No permitas que nadie opine nuestros asuntos"
KING FLAKK,rap,Rels B,id_1487,"Todo el mundo aquí ta' bebiendo ron
Ta' fumando la weed, tan' contando millones
Hace un par de años no sabían de mi pero este cabrón
Ta' subiendo escalones
Todo el mundo aquí ta' bebiendo ron
Ta' fumando la weed, tan' contando millones
Hace un par de años no sabían de mi pero este cabrón
Ta' subiendo escalones"
Interestelar,misc,Kali Mutsa,id_1492,"Es redonda como las esferas
Y es humana de diez mil maneras
Ella conecta las venas de la tierra
Y les echa polvito de estrella
Porque se sabe los destinos
Y los mezcla con lo divino"
Rompiendo el Hielo,rap,Apache Las Minas,id_1493,"Y dice así:
Óyela bien, yo yo, cambio y fuera
Ésto es rap del bueno, ésto no es cualquier loquera
Pa' que lo degusten, de cualquier manera
Con felicidad o con arrechera"
Oremos,rock,Omar Rodrguez-Lpez,id_1500,"La presencia
Es el barro que rodea
La mantra terrestre
Tu faringe tres veces caliente
Con el miedo bajo tus ojos
Y tu arteria pulmonar
La cara de virgen
Incesto te piden"
Escamas,rock,Babasnicos,id_1505,"Puede ser que siempre salga con la mía
Eso no se discute acá
Hazme feliz esta noche como sea (Hazme feliz)
Empecemos desde abajo (Hazme feliz)
Empecemos"
No Más Llorar,pop,Natalia Lafourcade,id_1508,"No más llorar
No más llorar
Sé que ya lo nuestro no tiene remedio
Pero no más llorar
No más llorar
No más llorar
Sé que ya lo nuestro no tiene remedio
Pero no más llorar"
Estoy aquí/Dónde estás corazón Medley El Dorado World Tour Live,pop,Shakira,id_1511,"Ya sé que no vendrás todo lo que fue
El tiempo lo dejó atrás
Sé que no regresarás
Lo que nos pasó
No repetirá jamás
Mil años no me alcanzarán (mil años no me alcanzarán)
Para que puedas perdonar"
A pesar de todo,pop,Vicente Fernndez,id_1512,"A pesar de saver , que el amor de los dos
Siempre estuvo prohivido
Y todo lo que isimos , fue muy escondido
Para no ser sufrir, a quien vive contigo
A pesar de saver, que vivimos un dia
Un amor dividido
Sin embargo mi amor, averte conosido
Fue la cosa mas linda,que a mi me sucedio"
Hola Adiós,pop,Caf Tacvba,id_1516,"Pretende que soy tu padre
Tu hermano, tu abuelo
Los modos de tu amante
Los ojos de tu hijo
Tu seras mi esposa
Mi hermana, mi madre"
La Formula,pop,De La Ghetto,id_1520,"Tú, tú, tú-tú-tú
Dime por qué tanto demoras
Te llevo esperando, hacen horas (tu señora)
Tú eres la que mi mente controla
Ya quiero hacértelo
(Ya quiero hacértelo)"
Mujer Divina,pop,Natalia Lafourcade,id_1522,"La divina magia de un atardecer
O la maravilla de la inspiración
Tienes en el ritmo de tu ser
Todo el palpitar de una canción
Y eres la razón de mi existir, mujer"
Pecadores,rock,Marea,id_1523,"¡A mi, pecadores
Pisando las flores!
Maldigo a ese cáliz
Que nunca existió
Pecadores en las camas
Pecadores entre llamas
Pecadores contra el tiempo
Y el reloj"
Champagne y Cerveza,pop,Ele A El Dominio,id_1525,"Lo hacemo' y me largo, lo hacemo' y me largo, lo hacemo' y me largo
Lo hacemo' y me largo
Lo hacemo' y me largo, lo hacemo' y me largo, lo hacemo' y me largo
Termino y salgo
Termino y salgo, termino y salgo, termino y salgo
Chingamo' y me largo
Chingamo' y me largo, chingamo' y me largo, chingamo' y me largo
Síguelo de largo (Largo; largo)"
Todo De Ti,pop,Rauw Alejandro,id_1528,"El viento soba tu cabello
Uh-uh-uh-uh-uh
Me matan esos ojos bellos
Uh-uh-uh-uh-uh
Me gusta tu olor, de tu piel el color
Y cómo me haces sentir
Me gusta tu boquita, ese labial rosita
Y cómo me besas a mí (Yeh)"
Loco Remix,pop,Jowell & Randy,id_1530,"La conocí en la playa (Oh-oh-oh-oh)
Jugando con la arena
Una bella morena (Oh-oh-oh-oh)
Y su cuerpo de sirena
Si la mira', te hipnotiza con su bella sonrisa, eh
No sé lo que tiene ella que mi corazón se paraliza
(Te voy a explicar; ¡los líderes!)"
Gracias Madre,rap,Kaydy Cain,id_1532,"En mi barrio no sobraba pasta (Pasta)
Y a esos niños ya nunca les basta (Basta)
Hijos con más dinero que sus padres
Madrugan pa' robar lo llaman trabajar
En el barrio falta curro y sobra droga
Así que era de esperar muchos a traficar"
El Camino,pop,Gipsy Kings,id_1533,"El camino, mi camino
El camino del verano
Y yo soy un vagabundo
Yo me voy por este mundo
El camino, mi camino
El camino del verano
Y yo soy un vagabundo
Yo me voy por este mundo"
Ballantains,rap,Violadores del Verso,id_1536,"
Sentado en el borde de la cama vomitando
Gritándole a mi madre, que en el marco de la puerta esta llorando
¡Joder chaval, vas como una cuba!
Tu padre ha ido a buscarte, espérate a que suba
""Estoy borracho mama, déjame en paz
Déjame acariciar la almohada, no puedo mas
Mucho Pollo Bravo y demasiado Ballantines
Pollo Bravo que ves en el suelo, junto a mis lagrimas"""
Antonio Demonio,rap,DELLAFUENTE,id_1541,"To' la semana grabando pal disco guitarra española
(con el Pedro)
De Lunes a Viernes al estudio, Sábado y Domingo consola
(Call of Duty)
Si no hay concierto en el Call Of Duty un millón de muertos
(One million)
Lo hace perfecto, metiendo autotune y electrodos en directo"
La Fuga,rap,Daddy Yankee,id_1542,"Se da la vida de soltera
Y sabe hacer la movida a escondía', si tú la viera
Como se pone cuando el bajo suena, boom
Suena, boom, suena
Mire, chamaco tú no ere' mi pana
Y ella me dijo que 'tá cara
'Tá cara, que me tenía ganas
Yo le tenía ganas y matamo' las ganas"
In Love With The CoCo Freestyle,rap,Myke Towers,id_1543,"(Intro)
Artillery
You know, i get it do baby
Tambien le metemos oiste
Jajajaja
Young kingz motherfucker
Try me if you want baby
Easy money"
La Modelo,rap,Ozuna,id_1545,"Y de pensar que yo contigo quiero estar
Querer probar, algo de ti pa' no olvidar
Yo no me sé ni su nombre, pero la quiero
Pasó y dejó su fragancia, y hasta me desesperó
Y de pensar que yo contigo quiero estar
Quiero probar, algo de ti pa' no olvidar
Yo no me sé ni su nombre, pero la quiero
Pasó y dejó su fragancia, y hasta me desesperó"
El charro chino,rock,Indio Solari y los Fundamentalistas del Aire Acondicionado,id_1547,"Tuvo esperanzas, soñaba en la Onda latina (¡al fin!)
Ser la beibi y (¡iujj!) así triunfar…
Con comprar algo Armani en Rodeo Drive
Y Sony-doggys e ideas locas ¡locas! ¡locas!... man
Con diabluras de monaguillo
Con cuernos y tridente"
