tweet,id,ideologia
"@muninacto junto a @rojasivania CORE @tolozasoto Alcalde de Nacimiento, reuniones de presentación y conversación. en Nacimiento, Región Biobío, Chile https://t.co/XRFQFvIP0k",id_435,Otro
"El Estado excepción no es la solución.

 Por eso como diputada mapuche votaré ""en contra"" de la extensión de la medida.

Se deben profundizar los derechos territoriales del Pueblo Mapuche para avanzar al esclarecimiento de la perdida de tierras
https://t.co/UWK3yw5wIP",id_436,Izquierda
Que alegría Jara otra vez!!! Gol del Albo,id_437,Izquierda
"""@RDiaz_O: @ANDRESCELISM Concejal partió la Ley Antitabaco en la Quinta ?, Saludos""/ Si",id_438,Centroderecha
"Porque no mejor la Subsecretaria se sincera y llama a eliminar los jueces, que mejor Piñera con toda su legitimidad decida desde el balcon de La Moneda parandole y bajandole el dedo a los imputados",id_439,Izquierda
"“@MomentoDeCambia: ""Que prefiere ser Italiano"" http://t.co/FoyDeMmF8j”/ a Meo ya no lo pesca nadie, déjalo ir y que vuele alto nietito",id_440,Izquierda
@communitychile2 Gracias por seguirme :),id_441,Derecha
"4696 casos nuevos de #Covid19Chile y 74 fallecidos en las últimas 24 horas. Por favor, cuidemonos!!!! #valdiviacl #LosRios",id_442,Izquierda
@wenqleo Muchas gracias 😊,id_443,Derecha
Este 19 de Noviembre necesito tu apoyo para trabajar por ti. Mi compromiso es trabajar con fuerza y de cara a la... https://t.co/rz6xAHoAcC,id_444,Derecha
"Marcha feminista: marcha organizada por un sector político que le quiere quitar todos los derechos políticos y económicos a las feminas. Y para más remate marchan aquellas que no gustan de los hombres, lado a lado con quienes no gustan de las mujeres. De locos...",id_445,Derecha
"@SilvanaNHR @T13 A menos que sea para uso personal o medicinal, artículo 4, 8 y 50 https://t.co/ZQ9xgbBdxs",id_446,Izquierda
"""En la sociedad tiene que haber movilidad social. Permitirle a la gente vivir en una sociedad donde pueden ser lo que sueñan"" @MovPopu",id_447,Derecha
"@micronauta @Sanesttero Evidencia que ha funcionado en todo Europa, pero bueno esto es tuiter uno puede decir en volada o sino escribamos papers",id_448,Izquierda
"@DcolorRuth @psiquelove1 No si por lo q dijo pregunto en buena onda pero no la puedo leer... Le ponen candado a las ctas, no es bloqueo en este caso",id_449,Centroderecha
Una cosa es que tod@s hagamos nuestra parte ante,id_450,Izquierda
"Confieso que los no partidos me tienen muy confundido. No porque no pueda comprender nuevas formas de organización, sino justo por lo contrario. Todavía no explican cuál era la diferencia. https://t.co/VMbP51veSk",id_451,Izquierda
Hoy pasó algo inédito en nuestra historia institucional. Chile en este instante cuenta con su primera vicepresidentA. Mis saludos y respetos a la Vicepresidenta Siches @izkia,id_452,Izquierda
"@OAguileraRuiz Este tuit, es completamente discutible y hasta puede tener un punto, hasta que dice trinominal",id_453,Izquierda
"En el Dreams de Temuco, increíble el hotel se paso.",id_454,Centroderecha
"En un agradable saludo protocolar y una productiva reunión de trabajo con el alcalde de #SantaBárbara, Daniel Salamanca, y el equipo municipal. ¡Pueden contar conmigo! 🙋🏻‍♀️ https://t.co/WY2Xgn1bCV",id_455,Centro
"#vtr si siguen con esa señal me cambio, por ustedes pago un poco más creyendo la premisa de la calidad. #arica #chile #enojado",id_456,Centro
@chavp es repetido el capítulo de hoy,id_457,Izquierda
RATING Competencia Internacional :,id_458,Centroderecha
Me explica @FelipeWard cómo cree q se incumple el acuerdo si justamente estamos proponiendo reformas por fuera de el? No busque excusas insostenibles y defienda su posición con valentía: ud no cree en la paridad o escaños reservados. No pretenda que nos inhibamos de legislar https://t.co/VTlAxgFlof,id_459,Izquierda
Quien se hace cargo de estos trabajadores?  Donde está presidenta de la,id_460,Centroderecha
"Linea de transmision de Hidroaysen, pasará por predios de Fra Fra y Celco.   |  vi @ElObservatodo http://t.co/9qZEXTZ",id_461,Izquierda
En unos minutos por la radio XQA5 de Vallenar!!! Sintonice!!!,id_462,Centro
@cronopioaustral yo por eso me he convertido en un consumidor exhaustivo de mamaderas de farmacia,id_463,Izquierda
Preocupados de hacer campañas políticas y de ganar votos hipotecando a la Patria al hablar de tema indigena https://t.co/WLfqUvaqL3,id_464,Derecha
Ningún org.se interesa p detener,id_465,Izquierda
"""@FelipeCubillosL: Me parece una falta de respeto tener elecciones de la JDC este año / son despues de la municipales",id_466,Centro
"@PEDRORPC Sin duda q es una acusacion, y muy grave, con testigos, testimonios. Fue agente DINA y CNI involucrado en hechos siniestros",id_467,Izquierda
El programa,id_468,Derecha
"Gran aniversario de Puerto Saavedra, todo el Pueblo en la plaza de la ciudad, artistas de Factor X, felicidades a sus habitantes",id_469,Derecha
Ha pasado más de un año desde el inicio de la pandemia y a nadie parece importarle hasta ahora su origen. No hay 1 solo informe fidedigno confirmado sobre el proceso que llevo al mundo a perder su libertad. No les parece curioso?,id_470,Derecha
@mmlagoscc No solo de pan vive el hombre.Antes que nada esta la DIGNIDAD DE LAS PERSONAS.Estas acusaciones son para dejar en claro que NO HABRA IMPUNIDAD A LAS GRAVES VIOLACIONES A LOS DDHH.,id_471,Izquierda
asi de cufifos la cartilla les va quedar terrible de jugosa (@DoctorPichangas live on http://twitcam.com/5ple4),id_472,Izquierda
Ya estamos en la Plaza de la (nueva) constitución por,id_473,Izquierda
@CarcamoxOrsini hola bella!,id_474,Izquierda
Hoy puede ser un gran día. En la sala se discute la,id_475,Izquierda
Sí y de unir las cámaras del Congreso https://t.co/jxtkP4Kmbx,id_476,Derecha
"Hoy en el Día del Pisco reafirmo mi compromiso de seguir defendiendo la Denominación de Origen y el empleo de más de tres mil familias de nuestra región¡¡🇨🇱🇨🇱 @diputadosudi @eldia_cl @tvnredcoquimbo 
#Diadelpisco
#denominaciondeorigen
#diputadojuanmanuelfuenzalida https://t.co/NJTyB2YGit",id_477,Derecha
"💉No te olvides que #YoMeVacuno 
Aquí te informo de las nuevas fechas de vacunación👇🏻 https://t.co/isl8KNziIA",id_478,Derecha
@djcruma si,id_480,Izquierda
👵🏼LaAbuelaPamelaJiles cuando le dicen que ya es Diputada x PuenteAltoLaFloridaLaPintanaPirqueSnJose   https://t.co/6u9nyqo3nT vía @YouTube,id_481,Izquierda
La unidad se construye con hechos y gestos concretos. Hoy el país demanda responsabilidad política para consolidar una opción de Gobierno acorde a los desafíos que nos involucran a todas/os. ¡Primaria legal sin exclusión en Unidad Constituyente!,id_482,Centro
"@VecinosXVida @andreszarhi @MuniNunoa @casadelacueca @Monumentos_cl @rednunowe @defensadeyungay @EmiliaRiosS @PaulaMendoza @LasLanzasNunoa @GiorgioJackson Me parece desproporcionado. Se sabe que estas actividades son en horario razonable para que vecin@s puedan disfrutar de la cultura y el descanso en sus hogares. La vida de barrio debe ser inclusiva y respetuosa a las expresiones que aportan... La cueca lo es, si duda! ✌",id_483,Izquierda
http://t.co/mjERJftizW compartimos intervención por ley de reajuste sector público.,id_484,Centro
Revisa el Resumen de Noticias de la semana 25 al 29 de septiembre 2017  @DiputadoBerger 100 % Regional https://t.co/xOcJHRoHBh @contracaracl https://t.co/4prc0qpXif,id_485,Centroderecha
NA,id_486,Derecha
"PC quiere que carabineros, a quienes tratan de asesinos y violadores de DDHH, detengan a quienes supuestamente han amenazado a sus militantes. En que quedamos? Quiere esto decir que el PC quiere que le violen los DDHH a los que los amenazan? Que feo sres comunistas...",id_488,Derecha
@javiernovoapard @_Paisajes_ Pero está en nosotros el potencial;una joya habita debajo de la dura roca !,id_490,Izquierda
Reading on Radio Nuevo Mundo - Organismo internacional constató auto atentado policial en la Araucanía http://t.co/EfuZSHqr,id_491,Izquierda
Qué me importa lo qué piensen!! Lo que importa es lo que yo creo!! Y creo que me gusta Paty! https://t.co/geB1KURk4a,id_492,Izquierda
Contento Señor Contento. https://t.co/DDpDO01UIl,id_493,Centroderecha
@juaniquillobau @jsajuria Obvio que no es de Javier. Pero sí le pido que condene la violencia y que no se sume al simplismo. Me parece alguien inteligente. Todos sabes que hay angustia social que requiere acción responsable. Pero eso tb exige orden público y 0 tolerancia a violencia.,id_494,Centroderecha
Es una vergüenza que el Presidente Piñera haya dejado que Chile llegara a este nivel de descontrol. Despierta Chile.,id_495,Derecha
Revisa esto @tere_marinovic  https://t.co/gknEdiMTu3,id_496,Derecha
@PenaFletcher Yo creo. No es mala idea,id_497,Centro
Ceremonia Aniversario,id_498,Centroderecha
"De banco en banco,no de plaza disfrutando.De plata repactando",id_499,Centro
Felicitaciones a @felipekast por su compromiso de erradicar campamentos en Arica antes del 2014: http://t.co/lM41ich4,id_500,Centro
Fuerte viento y lluvia en,id_501,Derecha
"No podemos ser meros testigos de un proceso violento e ilegal. La anexión de Israel sobre Palestina viola el derecho internacional y resoluciones de la ONU. El @GobiernodeChile debe condenar y tomar acciones y sanciones en contra del Estado de Israel.
#NOaLaAnexion https://t.co/7l6gnRJwdg",id_502,Izquierda
"Comparto nota publicada en @La_Segunda por ""noche del terror"". ¡El sector entre Vitacura, Kennedy y A. de Cordova no resiste más! https://t.co/2mCCkzG86J",id_503,Derecha
"Min interior @andreschadwickp considera q compra sillon de 2 millones fue ""error administrativo"". Para ellos dilapidar recursos mientras hablan de ahorro es solo un problemita administrativo. Son incapaces de contener su compulsión x el lujo y despilfarro.",id_504,Izquierda
"Ahora que si nos ven, ahora que si nos ven, arriba el feminismo que va a vencer, abajo el patriarcado que va a caer, que va a caer... https://t.co/kK9eoSz0Ce",id_505,Izquierda
"En resumen Ministro Chadwick en @teletreceAM dijo: ""Si bien es cierto, también es menos cierto"". Sería bueno q le pusieran subtítulos!",id_506,Izquierda
"http://t.co/qGowo1JeO9

Nuestro video campaña",id_507,Izquierda
esperando Concejo Municipal pa' contrato de operacion de Centro de Educacion en Tenencia Responsable de Mascotas y Clinica Veterinaria Movil,id_508,Centro
"@bar_liguria jaja tragos pa la hora, no tiene martini pero por lo menos la copa",id_509,Izquierda
"@latercera @leondelpedregal no entiendo, es para facilitar que tomen tranquilos??",id_511,Centroderecha
@jnitrigual :),id_513,Izquierda
"@fabroo No es un tema de ideología, es un tema de que sistema funciona evidentemente mejor.",id_514,Derecha
“@rodriguezlecerf: Estonotienenombre Corfo fue parte de la estafa y el gobierno de turno se hizo el leso...”exacto!!!,id_515,Derecha
"En el Día Internacional del #Vegetarismo se busca promover cambios en el estilo de vida de las personas, especial en su dieta. Soy #Vegetariana, no me arrepiento y tengo una vida norma y feliz ¿Te animas? https://t.co/m5GSoN6vwF",id_516,Izquierda
"El Sur, buen día. https://t.co/iuPFHYKDzm",id_517,Centroderecha
Grande,id_518,Izquierda
Cámara aprobó proyecto de Berger que amplía cobertura de tratamientos de fertilidad hasta los 40 años https://t.co/78Ln5dC8Cd,id_519,Centroderecha
"No me olvido de profesores, pese a que las #40 horas llenan debate. ¿Cuántas veces nuestros profesores dijeron en la sala de clases que “hasta q aparezca la mochila, no sale nadie”. Yo diría ahora “hasta que no aparezca la plata x #DeudaHistorica  tampoco debería moverse nadie”. https://t.co/tg9XcNUMLj",id_520,Centroderecha
"Tanta cobertura con Rafael Garay, todo porque a los que estafo fueron gente con plata y de la TV. Si hubiese sido... https://t.co/9QfgNkB3j1",id_521,Centro
Carabineros publica en su sitio web la información delictual de todos los barrios del país http://t.co/btNj3KhB vía @soyvalparaiso,id_522,Centroderecha
"@CEnfermero Las escuché con muchísima atención, y ambas señalaron con total claridad que el 93% se educa en la educación pública, lo cual significa decir una sola cosa: Las escuelas particulares subvencionadas coinciden con su definición de lo público, y yo solo quiero preguntar qué opinan",id_523,Izquierda
"@SaritaGuralnik @martasalazar UFFFF Sarita q agobiante discusión del porq
bloqueé a B, es mi derecho interactuar con quien me plazca y punto",id_524,Izquierda
NA,id_525,Derecha
"AHORA
En vivo en @tele5hd.
Link acá :

https://t.co/fjzjOQMwL0 https://t.co/Guqq2rkl4T",id_527,Centroderecha
Ayer la figura una funcionaria pública de carrera y hoy tratando de salvar la situación las ues estatales. Mientras un zorro con Mba no pudo organizar una reunión.,id_528,Izquierda
"@Marita_Angelica @vinadenuncia @mvasquezc @PactoVergara Error, si lo denuncié, es cuestión que te des el tiempo de leer la entrevista y las presentaciones que hice.",id_529,Centroderecha
@SaloParra @Karol_LuceroV RT: Arica: mañana se realizará una noche de talento joven sobre el maltrato animal http://t.co/s4qYpVLyTZ,id_530,Centro
"⚠️Hace unos días, un grave accidente en la ruta S-40 cobró la vida de un pequeño de #Carahue. Ante esta situación, solicitamos con urgencia la instalación de tachas reductoras de velocidad. Los trabajos ya están terminados, ahora es tarea de todos cuidar y prevenir. #Araucania https://t.co/JYOais5ImF",id_531,Derecha
@suberca @GiorgioJackson Triste un estudiante de derecho incapaz de comparar dos documentos y ver diferencias.,id_532,Derecha
Noto un ambiente de nerviosismo por los que por primera vez corremos 21k???,id_533,Centroderecha
@msalinasc Genial. Muchísimas gracias!,id_534,Centro
"Todos saben que daños va a hacer, entonces, ¿para qué construir semejante proyecto? La demanda energética incr… (cont) http://deck.ly/~u8ocv",id_536,Centroderecha
"@FcoXSalinasb_ @camila_vallejo Nah, necesita seguir vigente para monopolizar la posicion como primera minoría.",id_537,Derecha
@lucialopezchile Retoceder jamas solo avanzar hasta la universalidad los que tienen recursos que paguen mas impuestos,id_538,Centro
"Dando el vamos formal al nuevo Centro de #EconomíaCircular para #Iquique con una inversión de 21,5 millones de dólares que generarán crecimiento, conocimiento, empleo, diversificación y cuidado al medio ambiente!!! 👏🏼👏🏼👏🏼 Gran noticia para nuestra región de #Tarapacá. https://t.co/ozQzLbuJ1w",id_539,Derecha
"Adquiere sabiduría, adquiere inteligencia; no te olvides ni te apartes de las razones de mi boca. (  Proverbios 4:5  )",id_540,Centroderecha
Riéndome de la Jesu q lee algo de Justin Bieber: horror!!!! (@ Casa Gloria Naveillan) [pic]: http://t.co/uzY4EUo1,id_541,Derecha
Con este cambio de gabinete queda claro que gobierna la izquierda.,id_542,Derecha
EEUU envía cazas F-22 a Corea del Sur http://t.co/2Gx2B6j2U8 vía @sharethis,id_544,Izquierda
@FulvioRossiC Cuando quede evidente la caída en matrículas les recordaremos haber ayudado a cometer este crimen.,id_545,Derecha
"@yunisyuyunis @matiasdelrio @navarrobrain @RadioDuna @sebastianpinera El tema no es el buen trato, un periodista no puede decirle a un invitado a un panel que “no debe estar ahí” que se cree?",id_546,Izquierda
@yoopinopino @Jaime_Chaparro @jarceb @udijuventud Eso es lo mas cerca que llegas a hoy? Ustedes apoyan dictaduras ahora. No vengas c pasado.,id_547,Derecha
Felicitaciones @jcoulon por asumir el desafío de ser representante del pueblo en el parlamento. Salu2 fraternos! ;-) http://t.co/eigu4ADcXd,id_548,Izquierda
"@artecanal @morochapatetica @ginniasa @RositaLux @mefaltaelaire @bernaic @AledeValpito @Zurdeke @Nc0rtiz @chilesemoviliza 
cariños",id_549,Izquierda
@RafitaFranck muchas gracias. Un abrazo,id_550,Centroderecha
@Simon_Ramirez Por discursos como este estamos perdiendo el apruebo,id_551,Izquierda
@macahernandez gracias a ti por tu aporte y nadie es perfecto en esta vida,id_552,Centroderecha
"Responsable es q RN ya sumada a la candidatura d Evelyn Matthei , aparezca ya mañana acompañada en terreno con figuras y candidatos RN",id_553,Centroderecha
digo lo de queralto por que es desmentido por los propios protagonistas y se jacta de ser amigo de los personajes ...,id_554,Izquierda
@ErvinCastillo No me malentiendas: pienso igual que tú. Sólo hacía el paralelo con Novoa.,id_555,Centroderecha
"“@chelgutierrez: Feliz cumpleaños @alcalde_romero ... Que Dios le muchos años más de vida.”//. Gracias, saludos a la familia",id_556,Centroderecha
@monica_mendz @MauroMura11 @DignidadFabiola @ximenaperaltafi Muchisimas gracias ❤️❤️,id_557,Izquierda
@josehuichaqueo @nacioncl un abrazo,id_558,Izquierda
@munivaldivia @MuniLanco @munimariquina @munilaunion @ComunaLosLagos @MuniPangui @municorral @M_Mafil_Oficial @Mega http://t.co/bDDWuYb7ZD,id_560,Centroderecha
@NicoChiessa Lo siento :(,id_561,Izquierda
"Mario Rozas nos dejó con el triste récord mundial de más de 400 victimas con trauma ocular, indignantes  historias de torturas, violencia sexual y muerte. “Tengo la mayor admiración por la labor que ha cumplido”, le dice  @sebastianpinera",id_563,Izquierda
El Domingo es un día siniestro...,id_565,Izquierda
@PaulaLabra5 @jmovandojeria @jimmybock Si,id_567,Centroderecha
@jorgecardenasv @segegobloslagos @IngridSchettino @sebastianpinera @PanchoRBorsotto @SemanarioLocal @CMansillaPino @juan_balbontin @dos_segegob @MDSLosLagos https://t.co/9cT1GzXbhw,id_568,Centro
"Me consultan por interno: ""Ayer sufri un robo en los estacionamientos del supermercado XXXXX, el supermercado me... https://t.co/uNKkyMyFGS",id_569,Centro
En Sala de la @Camara_cl de Diputadas y Diputados 🏛 se discute la Acusación Constitucional contra el Ministro del Interior y Seguridad Pública. ¡En algunos minutos votamos! https://t.co/GO29xwjdbz,id_570,Centro
@MelinaFyPedroAs graciasss,id_571,Centroderecha
@dcm_romero por lógica la sanción debería ser mayor que la del delito de Injurias. No tendría sentido entonces,id_572,Izquierda
"yo copiaria esos twitteos y se lo mostraria a la poca gente moderada que todavia apoya el gobierno, para ver que piensan",id_574,Izquierda
Oh no! ¿Tú? Plan de contigencia !ahora¡,id_575,Izquierda
escribir colectivamente... https://t.co/YXydko7JuG,id_576,Derecha
Gracias!!! https://t.co/pmg7fO4lRw,id_577,Centroderecha
@cgtorres86 el unico..,id_578,Izquierda
Comenzaron las Temporadas Musicales 2012 con conciertos gratuitos en Viña del Mar,id_579,Centroderecha
@isapintolopez nos leemos...,id_581,Izquierda
Bachelet:Mi primer sentido fue partamos por la educación pública mientras hacemos otros avances/igualito q con transantiago @DerechaTuitera,id_582,Centroderecha
@DiputadoBerger emplazó al MOP a terminar el puente CauCau https://t.co/5cxBQbxcKm a través de @YouTube,id_583,Centroderecha
Esto es impresentable @CruzRojaInforma @CruzRojaEsp @CruzRojaCRC @CruzRojaArg https://t.co/OM9P7cSOqy,id_584,Derecha
"@rivadeneira82 Pongámoslo así: ¿Que dirias si en caso Karadima x un par de detalles q podrian no calzar, fallaran inocente x duda razonable?",id_585,Derecha
"Vamos a impulsar el embalse punilla los cuicos ecologistas van a reclamar x q no podran hacer  rafting,sorry los agricultores lo necesitan",id_586,Centroderecha
Esta es la declaración que hicimos hace semanas respecto al diputado Florcita Alarcón https://t.co/iU0wSLZ9e1,id_587,Izquierda
"Llegando a casa luego de compartir con Socias del Club Adulto Mayor ""Las Mariposas"" sector Diego Portales de Thno. Pdta. Sra. Georgina Soto",id_588,Centroderecha
Revisa aquí si fuiste beneficiado con Beca Movilización Concejo Municipal,id_589,Centro
Gobierno en manos de un veinteañero? https://t.co/GsS5EybYYU via @YouTube,id_590,Derecha
"VIDEO| Propongo erradicar el #BarrioRojo de la Población Vergara #Viña y reubicarlo. ¿Dónde y Cómo?  Te cuento 
RT
https://t.co/dxWmwmjr6E",id_591,Centroderecha
Goooooooooooooooooooooooooooollllllllllllllllllllllllllllllll,id_592,Izquierda
@jschaulsohn quizá se le ocurra indultarlos,id_593,Derecha
"Todo mi apoyo y aprecio para la compañera Verónica Molina, candidata a diputada en el D13. Una mujer gigante, con la que he tenido el honor de compartir espacios de lucha y organización desde el feminismo popula. Gran maestra en mi camino!🧡 https://t.co/VcijxqPsjD",id_594,Izquierda
@ObservatorioCal @natho47 Soy soteriana de corazon felcitaciones,id_595,Centro
Se viene el tribunal de contratación pública reivindicando ser la última palabra constitucional,id_596,Izquierda
@cristobalrojas @pelades_ruleta El gran Ewin Congo en el Madrid y el gran Frederick Dehu en el Barcelona,id_597,Izquierda
"Grande Galilea, Faundez y la Jime Jara",id_598,Izquierda
"Y me voy a Perú nuevamente, mañana a animar un evento en la ciudad de Tacna.",id_599,Centro
"Instruye al niño en su camino, y aún cuando fuere viejo no se apartará de él. (  Proverbios 22:6  )",id_600,Centroderecha
Siendo las 21 56 inicia show Douglas. https://t.co/PfFyxuiytq,id_601,Centro
"Nuevos seguidores: 11, unfollowers: 1 (16:23) #TuitUtil http://t.co/GPfvMpS8GL",id_602,Derecha
@Aniiii_taa @fran_gmorgado @glor77ta @carolitt4 tremendo @BorisIvn1 !!!!,id_603,Derecha
"Buena noticia.
Se inicia la necesaria revisión del sistema de compra de pasajes y fletes y comisiones de servicio de altos oficiales de las Fuerzas Armadas y de Orden.
Recoge nuestra petición del 22/10 pasado ante todos los casos de fraude detectados por la Ministra Rutherford. https://t.co/v2ImEem9uf",id_604,Izquierda
@nhenriquezbt @RosarioOlivares Siempre al servicio de la lesbianidad ❤️ Abracitos bb,id_605,Izquierda
Nuestra intervención en el debate  de la reforma de,id_606,Izquierda
"@mjullian No vengai c cuentos, aparte de ser la regulación herramienta al servicio de oligopolios, los impuestos solo financian a políticos.",id_607,Derecha
Lamento mucho lo que le ocurrió a @gabrielboric en el parque forestal. Solo se observa intolerancia y fascismo. Mi rechazo para esta cobarde acción y mi completo apoyo a Gabriel.,id_608,Izquierda
"@paillawen @GilbranoS acabo de pillar este tuit, me parece horrible esta actitud",id_610,Izquierda
La vacuna es voluntaria!!! https://t.co/zNMN2aA7Gb,id_611,Derecha
@Barbara_figue @Cutchile analiza paro municipal,id_612,Izquierda
@Un_Cdd @melnicksergio Porque estás obligado a cotizar en Fonasa o Isapre . Se trata que las alzas de precios no sean para obtener utilidades desmedidas. Lo mismo se aplica al gas. Se topa la rentabilidad.,id_613,Derecha
"@canoperezp @alvaropergon En cada oportunidad que me encontré a Patricio, le dediqué palabras de homenaje a su obra y legado. El premio nacional que debió recibir no pasa por una decisión de las y los legisladores. Saludos",id_614,Izquierda
AL FIN LLEGUÉ A MI HOGAR. AHORA A COMER ALGO Y LUEGO A DORMIR PORQUE MAÑANA SE VIENE UN DÍA DE AQUELLOS EN EL MUNICIPIO.,id_615,Centroderecha
@LuisLarrain A mi me gusta Tweetdeck. Se cae a veces pero es agradable a la vista y compatible con Facebook.,id_616,Derecha
@Karolcariola Fue un gusto verte!!! Éxito!!!,id_617,Izquierda
"aca hay una mania por darles el mote de liberal a algunos derechistas, se confunde Liberal, Moderado, Conservador y Ultra-Conservador",id_618,Izquierda
@nicodfb Pero todas las tardes son viernes jajaja,id_619,Izquierda
"“@cmonardes: @AnaMariaGazmuri te escuché hoy en cooperativa. Muy poder tú. Felicitaciones,  un agrado escuchar argumentos”// gracias!!",id_620,Izquierda
@Na_Cabro Llegar puntual 19:00 hrs. Sin entrada. Cine arte Viña . Familiar. Saludos http://t.co/3BbAimyREu,id_621,Centro
Excelente noticia para la región: Coro de niños huilliches cantará en el Teatro Municipal de Santiago http://t.co/lKfV2nLWR0,id_622,Centro
Emocionante cierre de campaña de,id_623,Izquierda
@paruskill Jabón popeye,id_624,Izquierda
"@aioria30 Obvio,ese año me gané el APES JE JE JE,SALUDOS",id_625,Izquierda
@JuanPenaLibuy dijeron a las 17.30 hrs.,id_626,Izquierda
@lautaro_83 lamentablemente,id_627,Centro
"""@universitecl: 4 mil pesos la hora paga Laureate International Universities -UVM, UDLA y UNAB a muchos docentes. #ChaoLucro"" @CegesUvm2012",id_628,Izquierda
"Gracias por la aclaración. En todo caso, me parece que dada la relevancia pública y la urgente transparencia del tema, parece razonable haber privilegiado Hacienda; y enviar asesor jurídico a Constitución. https://t.co/oIBv8eV9nR",id_629,Centroderecha
@IZATEA Un abrazo para ti Iza querida y para tu hijo. Te estimo de verdad,id_630,Centroderecha
Aprobado n gral cn 68 a favor y 39 n contra PL q despenaliza AutoCultivo d Cannabis para uso medicinal y recreativo http://t.co/Pu5qplY5A8,id_631,Izquierda
"@PanchoAdriazola ""No quiero pasar a liguilla si quedamos a 20 ptos del puntero"", frase para el bronce",id_632,Derecha
Desacuerdo entre ediles viñamarinos por comercio ambulante http://t.co/p8MaYUK,id_633,Centroderecha
"Hay miles de argumentos,  pero hagamosla corta,  Chile no merece a un indecente,  mentiroso y corrupto como Presidente nuevamente #YoVotoXGuillier",id_636,Izquierda
"@mardonesruiz Son muy graves sus acusaciones, y espero que se respalde con algún recurso legal porque no podemos ir por la vida acusando a cualquiera de ser ladrón. Saludos",id_637,Derecha
@LuisVarelaV Yo la disfruté inmensamente. Tuve el DVD con comentarios del director,id_638,Izquierda
"""@Guatonsalinas: Que Lindo es el Amor #Awwwwwwwww""// #Awwwwwwwww",id_639,Centroderecha
@PanchoYanez @DonDatosCl Gracias leeeendo.,id_640,Centro
Quiénes son los Constituyentes que logró Longueira ?,id_642,Derecha
NA,id_643,Izquierda
Ya en la recta final de la Comisión Investigadora de,id_644,Izquierda
@ginettejoignant tremenda! Nada que ver con el frio qué pela,id_645,Izquierda
"@humanito Esta pedido. 
Existe curiosidad por saber donde los niños de Piñera pagan los pasajes cuando usan aviones de la FACH para actividades privadas. Sabemos que no lo hacen en Despegar punto com.",id_646,Izquierda
"Las juntas de vecinos/as son fundamentales, a través de un trabajo en conjunto podremos entender las prioridades de la comunidad. Nos reunimos con la Junta de Vecinos de El Manzano en la comuna de #SanJoséDeMaipo, una sede social y áreas verdes son hoy su prioridad. #Distrito12 https://t.co/1gzJKvwOb0",id_648,Izquierda
@camilletuits Yo solo recomendé un castillo jeje,id_649,Izquierda
NA,id_651,Izquierda
"⭕ Diputado Celis pide investigar robo de madera en Laguna Verde.
 https://t.co/qzsfqaOCNL",id_652,Centroderecha
"Defensoría de la Niñez

Dejar al lobo cuidando a las ovejas",id_654,Derecha
PC acusa “difamación”e intento de “hostigar a Bachelet” x publicación d mails q los vinculan con  FARC http://t.co/b5O4CWKCcj vía @el_dinamo,id_655,Izquierda
Tambien pueden ver el programa en este momento en streaming en http://t.co/TD8PBro4dX,id_656,Izquierda
"Lo q sociedad hace c/ adultos mayores, bajo mirada indolente del estado, es condenarlos al abandono y soledad. Necesitamos nvas políticas públicas para AM. Hace semanas aprobamos x unanimidad nuestro proyecto q pide Sist Nacional d Cuidados! @DiputadosDC
https://t.co/HGfpI38GO2",id_657,Centro
@diego_wdm1 jajajaja es q después de las 12 me pongo MALA!!!,id_658,Izquierda
"""Descontrolada Gobernadora trata de chupasangre a quien denuncio himno de Pinochet"" http://tinyurl.com/2d6pzo9 (HAGAN RT).",id_659,Izquierda
@RB_HuiloHuilo Unos días de relajo en el mejor lugar de Chile http://t.co/DHGTTK4S,id_660,Centro
Diputado II,id_661,Izquierda
Compartiendo con parte de la comunidad educativa del Colegio San Nicolás de,id_662,Centroderecha
Sergio Bitar se sumó hoy a los irresponsables que se niegan a reconocer el daño que hizo la UP. Por otra parte Ampuero reconoce.,id_663,Derecha
"@pinsantin @marcelamomberg no para mi, para la doctrina juridica los viola el estado o alguien a nombre de este",id_664,Izquierda
@PcLasCondes ¡Vamos que vamos!,id_666,Izquierda
Apuesto que Vodanoviic se la la quiere llevar para la casa,id_667,Centro
"@DaniloVillegasV En realidad lo dijo el ministro, considerando IPC, 3% es igual a 0%, el resto es no entender.",id_668,Derecha
@conchogarate Muchas gracias. Un abrazo!,id_669,Izquierda
"exigirle a la empresa que debe dar a la  comunidad  respuestas transparentes  y  oportunas sobre lo sucedido,  que disponga de todos los recursos técnicos y humanos para mitigar el daño causado tanto en el entorno como a sus habitantes",id_670,Centro
@Rafael16379944 Y originario.,id_671,Derecha
"@paredespablo Sobre tu interpretación, simplemente el diario consideró que entre todos los temas, este no era tan relevante ¿Hay pecado ahí?",id_672,Derecha
"Amigos les comparto un resumen de nuestras actividades de la semana
Un fuerte abrazo 
#CamilaFloresDiputada 
#UnaMujerDerecha https://t.co/8qZPapk9x0",id_673,Centroderecha
"En mi casa! Tanto tiempo ya, feliz de estar en Viña.",id_674,Derecha
"Taina #RapaNui, lista de candidatos Consejal y Alcalde de #RapaNui. http://t.co/Iwu9eNIK vía @xquienvoto",id_675,Centroderecha
