ID,medio,titulo_noticia,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,total_palabras,porc_anger,porc_anticipation,porc_disgust,porc_fear,porc_joy,porc_sadness,porc_surprise,porc_trust
id_373,emol,Dejó de ser una &quot;isla de hielo&quot;: El mayor iceberg del mundo vuelve a estar en movimiento 40 años después,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
id_374,emol,A propósito de la visita de Guterres: Los principales hitos de la soberanía y exploración de Chile en la Antártica,0,3,0,2,2,0,1,4,18,0,16.67,0,11.11,11.11,0,5.56,22.22
id_375,emol,Desigualdad climática: El 1% más rico del mundo emite tanto carbono como los dos tercios más pobres,0,2,0,0,1,1,1,4,14,0,14.29,0,0,7.14,7.14,7.14,28.57
id_376,emol,Cambio climático: Inauguran primera obra de Biociudad para potenciar el suministro de agua de la Región Metropolitana,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
id_377,emol,Récord de temperatura mundial para octubre: Cómo se mide con otros años y las áreas donde la anomalía fue mayor,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
id_378,emol,Octubre fue el más caluroso desde que se tienen registros y 2023 podría ser el año con mayor temperatura de la historia,0,0,0,1,0,0,0,0,19,0,0,0,5.26,0,0,0,0
id_379,emol,La gran amenaza sanitaria del cambio climático: Las olas de calor causan casi medio millón de muertes anuales,1,0,0,1,1,2,0,1,17,5.88,0,0,5.88,5.88,11.76,0,5.88
id_38,bbcl,1000 Genomas: cómo Chile está secuenciando el ADN de especies de todo el país y cómo puedes participar,0,1,0,0,0,0,0,2,22,0,4.55,0,0,0,0,0,9.09
id_380,emol,Últimos días para postular al “Premio ACME Chile para el Cambio Climático”,0,3,0,0,1,0,1,3,14,0,21.43,0,0,7.14,0,7.14,21.43
id_381,emol,Chile implementará soluciones integrales de descarbonización para combatir el cambio climático,0,2,0,0,0,0,0,1,13,0,15.38,0,0,0,0,0,7.69
id_382,emol,Primavera cálida y lluviosa: Pronostican temperaturas sobre lo normal en gran parte del país al menos hasta diciembre,0,1,0,0,1,1,0,1,16,0,6.25,0,0,6.25,6.25,0,6.25
id_383,emol,Borrón y cuenta nueva: Cambio climático fuerza a pueblo de Eslovenia a &quot;reconstruirse&quot;,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,7.69,0
id_384,emol,&quot;No se puede creer&quot;: Septiembre fue el mes más caluroso por margen &quot;extraordinario&quot; desde que hay registros,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
id_385,emol,Consejo repone norma sobre cambio climático luego de que oposición aprobara enmienda de republicanos,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,6.67
id_386,emol,Competencia hace llamado a innovadores con soluciones sustentables para industria de productos del mar,0,1,0,2,1,0,1,1,11,0,9.09,0,18.18,9.09,0,9.09,9.09
id_387,emol,Ejecutivo calcula que gasto por emergencias en el año se acerca a los US$ 800 millones,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
id_388,emol,Hielo marino de la Antártica registra su tamaño más pequeño al final de invierno,0,0,0,0,0,0,1,2,12,0,0,0,0,0,0,8.33,16.67
id_389,emol,Empresas verdes: Chilenos revolucionan la industria con emprendimientos sostenibles,0,0,0,1,0,0,0,0,16,0,0,0,6.25,0,0,0,0
id_39,bbcl,"Bachelet en la COP30 de la ONU: ""Normalmente hablamos de números, pero debemos hablar de las personas""",1,1,0,2,1,2,2,4,41,2.44,2.44,0,4.88,2.44,4.88,4.88,9.76
id_390,emol,Carlos III aboga por una nueva &quot;Entente&quot; entre Francia y Reino Unido para hacer frente a la crisis climática,0,0,0,0,1,0,0,3,12,0,0,0,0,8.33,0,0,25
id_391,emol,Gobierno británico retrasa para 2035 la prohibición de autos nuevos con motores térmicos,0,1,0,1,0,0,0,0,12,0,8.33,0,8.33,0,0,0,0
id_392,emol,La alerta del jefe de la ONU en cumbre del clima: &quot;Abrimos las puertas del infierno&quot;,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
id_393,emol,Presidenta del nuevo Consejo de Desarrollo Territorial: &quot;Hay 7 mil permisos de edificación otorgados en zonas de riesgo&quot;,0,1,0,3,0,2,1,0,18,0,5.56,0,16.67,0,11.11,5.56,0
id_394,emol,¿Planificar o no ante el cambio climático?: El debate abierto por el MOP tras nuevo socavón y la &quot;incertidumbre&quot; que se abre,0,3,0,1,0,0,0,0,21,0,14.29,0,4.76,0,0,0,0
id_395,emol,Ripamonti afirma que situación por socavones es &quot;dramática&quot; y que entre &quot;hoy mañana&quot; se emitirá la &quot;inhabitabilidad&quot; de edificios,0,1,0,1,0,0,0,1,11,0,9.09,0,9.09,0,0,0,9.09
id_396,emol,Segundo socavón: MOP admite que no estaba preparados para recibir tanta agua e insiste que cambio climático influyó,0,0,0,1,0,1,0,1,19,0,0,0,5.26,0,5.26,0,5.26
id_397,emol,"Construcción en dunas, cambio climático, lluvias: MOP explica causas de segundo socavón y cómo está el edificio Kandinsky",0,1,0,1,0,0,0,0,14,0,7.14,0,7.14,0,0,0,0
id_398,emol,"Cartí Sugdupu, la pequeña isla del Caribe cuyos habitantes están evacuando antes de que la trague el mar",1,0,0,1,0,0,0,0,16,6.25,0,0,6.25,0,0,0,0
id_399,emol,Lluvias torrenciales causadas por fenómeno meteorológico DANA dejan un muerto y dos desaparecidos en España,1,0,2,1,0,2,0,0,12,8.33,0,16.67,8.33,0,16.67,0,0
id_4,bbcl,Para Bío Bío y Ñuble: Gobierno comunica donaciones por US&#36;750.000 de parte de la banca multilateral,0,0,0,2,1,1,1,4,41,0,0,0,4.88,2.44,2.44,2.44,9.76
id_40,bbcl,"Matthei endurece tono, carga contra el FA y se erige como la única que puede derrotar a ""comunista""",0,1,0,2,1,0,0,1,54,0,1.85,0,3.7,1.85,0,0,1.85
id_400,emol,Comisión de Derechos del Consejo rechaza enmienda sobre el cambio climático y aprueba el fin de contribuciones para primera vivienda,0,0,1,0,0,2,0,0,11,0,0,9.09,0,0,18.18,0,0
id_401,emol,Dos startups chilenas serán patrocinadas por la beca para la resiliencia climática,1,1,0,1,0,0,1,2,12,8.33,8.33,0,8.33,0,0,8.33,16.67
id_402,emol,OO.PP. cifra en 600 las afectaciones a infraestructura por sistema frontal: &quot;Fue más dañino que el anterior&quot;,0,0,0,2,0,1,0,0,18,0,0,0,11.11,0,5.56,0,0
id_403,emol,Concesionarias piden &quot;mayor resiliencia&quot; de infraestructura por lluvias: &quot;Hay obras tremendamente críticas&quot;,0,1,0,3,0,1,0,1,17,0,5.88,0,17.65,0,5.88,0,5.88
id_404,emol,Ante la tendencia del aire acondicionado: Precios y alternativas frente a un verano récord,1,0,0,0,0,0,0,0,13,7.69,0,0,0,0,0,0,0
id_405,emol,Inauguran la primera planta industrial de hidrógeno verde de Latinoamérica en Quilicura,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,5.56
id_406,emol,"Julio de 2023 fue el mes más caluroso documentado en la Tierra: La temperatura media global fue de 16,95°C",0,0,0,1,0,0,0,0,11,0,0,0,9.09,0,0,0,0
id_407,emol,Olas de calor oceánicas y pérdida de hielo: Estudio ahonda en eventos extremos en la Antártica por crisis climática,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
id_408,emol,¿Es inevitable un mundo con aire acondicionado? Cómo crece su demanda ante la crisis climática,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
id_409,emol,Refugios fríos y cortinas de madera: Cómo prepararnos para un verano infernal tras las olas de calor en el hemisferio norte,0,1,1,2,0,1,1,1,19,0,5.26,5.26,10.53,0,5.26,5.26,5.26
id_41,bbcl,"""Ya no es razonable"": Banco Central admite que tasas hipotecarias no volverán a bajar a nivel de antes",0,3,0,0,0,0,1,4,34,0,8.82,0,0,0,0,2.94,11.76
id_410,emol,Estudio: Olas de calor en Europa y Norteamérica no se habrían producido sin el cambio climático inducido por la humanidad,0,0,0,1,0,1,0,0,29,0,0,0,3.45,0,3.45,0,0
id_411,emol,Conoce la inédita estrategia de conservación de CMPC apuntando hacia un mundo más sostenible,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,20
id_412,emol,"Cómo se vive en Timbulsloko, la región de Indonesia que se hunde 20 centímetros al año y pronto quedará sumergida",1,0,0,0,0,1,0,0,15,6.67,0,0,0,0,6.67,0,0
id_413,emol,El &quot;plan verde&quot; de París 2024: Cómo se observa la meta de reducir a la mitad las emisiones de la cita olímpica,0,0,1,0,1,1,0,1,15,0,0,6.67,0,6.67,6.67,0,6.67
id_414,emol,Ola de calor azota a Europa: Advierten que se podría romper el récord de temperatura en los próximos días,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
id_415,emol,Renovables en Chile registran pérdidas por más de US$1.000 millones en 2022 y advierten freno a nuevos proyectos,0,1,0,1,0,0,1,2,14,0,7.14,0,7.14,0,0,7.14,14.29
id_416,emol,Estudio revela que cambio climático está alterando el color del océano: &quot;Ver que está ocurriendo es aterrador&quot;,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0,10.53
id_417,emol,Minera Dominga acusa a Seremi de Medio Ambiente de Coquimbo de &quot;ocultar&quot; antecedentes y anuncia acciones legales,0,2,0,1,0,0,0,2,19,0,10.53,0,5.26,0,0,0,10.53
id_418,emol,&quot;En Montevideo abren las canillas y no sale agua&quot;: La frase de Alberto Fernández que molestó en Uruguay,2,0,1,1,0,2,0,2,14,14.29,0,7.14,7.14,0,14.29,0,14.29
id_419,emol,Debate mundial por el desarrollo de minería submarina: Chile aboga por una &quot;pausa precautoria&quot; hasta definir su impacto,0,0,0,1,0,0,0,2,19,0,0,0,5.26,0,0,0,10.53
id_42,bbcl,Disturbios en la COP30 en Brasil: grupos indígenas irrumpieron en conferencia y enfrentaron a guardias,1,4,1,3,1,2,0,6,66,1.52,6.06,1.52,4.55,1.52,3.03,0,9.09
id_420,emol,ONU pide a los gobiernos anticipar los efectos del fenómeno de El Niño &quot;para salvar vidas&quot;,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
id_421,emol,Entre ellos la ministra Rojas: Científicos advierten que emisiones de efecto invernadero están &quot;en su punto más alto&quot;,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
id_422,emol,Cómo la industria aérea apunta a la meta &quot;cero emisiones&quot; para 2050 y la tecnología que incorporarían los futuros aviones,0,0,0,1,0,1,0,2,20,0,0,0,5,0,5,0,10
id_423,emol,Cumbre climática de París concluye con serie de anuncios y un &quot;consenso completo&quot; para reformar el sistema financiero,0,1,0,0,0,0,1,2,13,0,7.69,0,0,0,0,7.69,15.38
id_424,emol,OMS asegura que el cambio climático se está convirtiendo en &quot;el mayor desafío&quot; sanitario y nombra a una enviada especial,0,0,0,0,1,1,0,0,22,0,0,0,0,4.55,4.55,0,0
id_425,emol,Macron inaugura cumbre en París: &quot;Ningún país debería tener que elegir entre reducir la pobreza y proteger el planeta&quot;,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,20
id_426,emol,Con la presencia de Díaz-Canel y Lula: Francia se alista para cumbre por un nuevo pacto financiero contra el cambio climático,0,2,0,0,1,0,2,1,10,0,20,0,0,10,0,20,10
id_427,emol,Informe climático: Europa se calienta al doble de ritmo que la media mundial y olas de calor causaron 16 mil fallecidos en 2022,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
id_428,emol,Gigante mundial de los licores  advierte que crisis hídrica amenaza con una sequía de bebidas alcohólicas,0,2,0,1,2,0,1,0,20,0,10,0,5,10,0,5,0
id_429,emol,"Estudio advierte que calentamiento del planeta se acelera &quot;hasta un nivel sin precedentes&quot;: Temperatura sube 0,2° cada década",0,0,0,1,0,0,0,1,19,0,0,0,5.26,0,0,0,5.26
id_43,bbcl,Alianza de Conaf y Colun impulsa restauración ecológica en Los Ríos con plantación de especies nativas,0,3,0,1,1,0,1,3,47,0,6.38,0,2.13,2.13,0,2.13,6.38
id_430,emol,"El Ártico podría perder todo su hielo en verano a partir del año 2030, advierte nuevo estudio",0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
id_431,emol,Glaciares observados por Darwin en viaje por Tierra del Fuego aceleran su deshielo: Pierden unos 5 km cuadrados al año,0,0,0,2,0,0,1,0,19,0,0,0,10.53,0,0,5.26,0
id_432,emol,Lula anuncia paquete de medidas para proteger el Amazonía: Incluye fuertes sanciones contra desforestación ilegal,0,1,0,0,0,0,0,1,18,0,5.56,0,0,0,0,0,5.56
id_433,emol,Presidente Boric y otros seis jefes de Estado envían carta al G7 para que aceleren medidas que enfrenten el cambio climático,0,2,0,0,1,1,1,3,17,0,11.76,0,0,5.88,5.88,5.88,17.65
id_434,emol,Más de la mitad de los mayores lagos y embalses del mundo se están secando: Pierden 22 gigatoneladas de agua por año,0,2,0,3,2,0,1,2,19,0,10.53,0,15.79,10.53,0,5.26,10.53
id_435,emol,Las temperaturas mundiales pueden llegar a niveles sin precedentes en los próximos cinco años,0,1,0,1,1,0,1,3,17,0,5.88,0,5.88,5.88,0,5.88,17.65
id_436,emol,Una ola de calor sin precedentes afecta al Sudeste Asiático: Revisa las altas temperaturas que han marcado país por país,1,0,0,2,0,1,0,0,16,6.25,0,0,12.5,0,6.25,0,0
id_437,emol,Lanzan concurso para soluciones tecnológicas que resuelvan desafíos sectoriales ante el cambio climático,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
id_438,emol,Barómetro de la Transformación Ecológica ¿Qué piensan los chilenos sobre el cambio climático?,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,5.56
id_439,emol,&quot;El futuro es incierto&quot;: Hielo antártico anota mínimos históricos en 2023 y acelera su erosión,0,0,1,2,0,1,0,1,18,0,0,5.56,11.11,0,5.56,0,5.56
id_44,bbcl,"Cientos de delfines murieron casi hervidos en el Amazonas: ""Estaba tan caliente que no tenían refugio""",5,3,2,4,2,3,5,1,37,13.51,8.11,5.41,10.81,5.41,8.11,13.51,2.7
id_440,emol,Los glaciares del mundo se derritieron a una velocidad récord en 2022 y el nivel del mar aumentó casi medio centímetro,0,0,0,1,0,0,0,0,15,0,0,0,6.67,0,0,0,0
id_441,emol,Las sequías &quot;flash&quot; se están desatando por todo el planeta: Qué es este fenómeno y por qué se produce,0,0,0,1,0,0,0,0,15,0,0,0,6.67,0,0,0,0
id_442,emol,Lanzan programa de becas para productores hortícolas de la Región Metropolitana,0,0,0,1,0,0,0,1,13,0,0,0,7.69,0,0,0,7.69
id_443,emol,ONU adopta resolución &quot;histórica&quot; sobre las obligaciones climáticas: Podrá recurrir a la justicia internacional,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
id_444,emol,Anuncian a los ganadores del &quot;Primer Premio de Innovación para el Cambio Climático”,0,1,0,0,0,1,0,1,14,0,7.14,0,0,0,7.14,0,7.14
id_445,emol,Recomiendan cambio radical en la dieta para combatir crisis climática: Incluye carne una vez cada dos semanas,0,1,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0
id_446,emol,Informe sobre crisis climática: Ventana para un futuro sostenible &quot;se está cerrando&quot; y augura un aumento de desastres naturales,0,1,0,1,2,2,0,3,23,0,4.35,0,4.35,8.7,8.7,0,13.04
id_447,mediosregionales,Cambio climático: el desafío de anticipar y gestionar los riesgos emergentes que impactan al mundo del trabajo,1,2,0,1,1,0,1,2,34,2.94,5.88,0,2.94,2.94,0,2.94,5.88
id_448,mediosregionales,Cambio climático: el desafío de anticipar y gestionar los riesgos emergentes que impactan al mundo del trabajo,1,2,0,1,1,0,1,2,34,2.94,5.88,0,2.94,2.94,0,2.94,5.88
id_449,mediosregionales,Desde Los Ríos: Analizan cómo prevenir los incendios catastróficos que desafían a Chile,0,0,0,1,0,0,0,0,14,0,0,0,7.14,0,0,0,0
id_45,bbcl,Más de 10 millones de kilos de comida se botan al día: Así combate Chile el desperdicio de alimentos,2,2,2,3,3,3,2,5,70,2.86,2.86,2.86,4.29,4.29,4.29,2.86,7.14
id_450,mediosregionales,Destinan $480 millones a proyectos de Bienes Públicos para enfrentar el cambio climático en la región de Antofagasta,0,0,0,0,1,0,0,1,13,0,0,0,0,7.69,0,0,7.69
id_451,mediosregionales,Zonas extremas de Chile son un &quot;laboratorio&quot; de las plantas que resistirán el cambio climático,2,1,2,3,0,3,0,0,10,20,10,20,30,0,30,0,0
id_452,mediosregionales,Avanzan en la elaboración del Plan de Acción Comunal de Cambio Climático en Puerto Montt,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
id_453,mediosregionales,Castro presenta avance de plan comunal por cambio climático,0,0,0,0,1,0,0,0,19,0,0,0,0,5.26,0,0,0
id_454,mediosregionales,Científicos detectaron ADN desconocido en los lagos y lagunas de la Patagonia,0,2,0,1,0,0,0,1,19,0,10.53,0,5.26,0,0,0,5.26
id_455,mediosregionales,Cómo el cambio climático está afectando la salud de la piel y el cabello,0,1,0,0,1,0,0,0,27,0,3.7,0,0,3.7,0,0,0
id_456,mediosregionales,Valdivia: El premiado desahogo literario de César Altermatt sobre el cambio climático,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
id_457,mediosregionales,En Ancud se realizó charla ambiental que abordó desafíos del cambio climático,0,0,0,1,0,0,0,2,14,0,0,0,7.14,0,0,0,14.29
id_458,mediosregionales,Estudio afirma que los choritos sobrevivirán al cambio climático,0,1,0,0,0,0,0,0,11,0,9.09,0,0,0,0,0,0
id_459,mediosregionales,Consejo Regional conoce avances de la Política de Sostenibilidad Hídrica 2024-2034,0,0,0,1,0,1,0,1,15,0,0,0,6.67,0,6.67,0,6.67
id_46,bbcl,En temporada de calor: acuerdo entre Chile y EE.UU. busca prevenir y manejar incendios forestales,2,1,0,2,0,0,0,0,43,4.65,2.33,0,4.65,0,0,0,0
id_460,mediosregionales,La agricultura será protagonista en la COP30 como herramienta frente al cambio climático,0,1,0,1,0,0,0,1,25,0,4,0,4,0,0,0,4
id_461,mediosregionales,DGA convoca a sectores productivos a participar en estrategia hídrica de adaptación al cambio climático,0,0,0,0,0,1,0,1,13,0,0,0,0,0,7.69,0,7.69
id_462,mediosregionales,CECADES 2025: Más de 100 estudiantes del país llegan a La Araucanía para dialogar sobre cambio climático,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
id_463,mediosregionales,Instituciones públicas y privadas impulsan una agenda común por la construcción sustentable,0,1,0,1,0,0,0,0,25,0,4,0,4,0,0,0,0
id_464,mediosregionales,Especialistas en Chile entregan luces sobre cómo será la alimentación de aquí a 2050,0,1,0,2,0,0,0,1,21,0,4.76,0,9.52,0,0,0,4.76
id_465,mediosregionales,Expedición científica estudia cambios climáticos del desierto de Atacama,0,1,0,1,0,0,0,0,25,0,4,0,4,0,0,0,0
id_466,mediosregionales,Expertos nacionales e internacionales se reúnen para abordar resiliencia costera,0,0,0,1,0,0,0,0,19,0,0,0,5.26,0,0,0,0
id_467,mediosregionales,DGA del MOP inicia elaboración de indicadores de seguridad hídrica para enfrentar el cambio climático,0,0,0,1,1,1,0,5,23,0,0,0,4.35,4.35,4.35,0,21.74
id_468,mediosregionales,INFOR es parte de proyecto internacional que evalúa plantaciones mixtas como estrategia frente al cambio climático,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
id_469,mediosregionales,Estudian levaduras para evitar que el cambio climático afecte al vino,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
id_47,bbcl,Estudio advierte que tomar melatonina para dormir podría no ser inocuo y causar problemas cardíacos,2,2,1,3,1,1,1,0,21,9.52,9.52,4.76,14.29,4.76,4.76,4.76,0
id_470,mediosregionales,Concurso para el Fondo de Protección Ambiental 2026 abre postulaciones,0,1,0,1,0,0,0,1,19,0,5.26,0,5.26,0,0,0,5.26
id_471,mediosregionales,Maullín aprobó su Plan de Acción Comunal de Cambio Climático al 2030,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
id_472,mediosregionales,Arquitectos proponen transformar Valparaíso con edificios de madera y huertos en altura,0,2,0,1,1,0,0,2,23,0,8.7,0,4.35,4.35,0,0,8.7
id_473,mediosregionales,Advierten que bosque mediterráneo chileno está cerca del colapso,0,0,0,2,0,0,1,0,10,0,0,0,20,0,0,10,0
id_474,mediosregionales,Refugios climáticos en Chile: investigación revela áreas clave para enfrentar la crisis ambiental,0,1,0,1,0,0,0,0,22,0,4.55,0,4.55,0,0,0,0
id_475,mediosregionales,Ciudades sostenibles: consejera del CPI destaca su rol en la lucha contra el cambio climático,0,1,0,1,0,0,1,0,21,0,4.76,0,4.76,0,0,4.76,0
id_476,mediosregionales,Senador Iván Flores destaca buenos resultados de la II Cumbre Parlamentaria por el Cambio Climático y la Transición Justa,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,42.86
id_477,mediosregionales,Temuco y Villarrica son sedes de la 2° versión de la Cumbre Ciudades Sostenibles 2025,1,0,0,1,0,0,1,0,8,12.5,0,0,12.5,0,0,12.5,0
id_478,mediosregionales,Ministra Williams inauguró oficialmente Mes de la Minería 2025: &quot;Enfrentamos un momento crítico&quot;,0,0,0,1,0,0,0,0,13,0,0,0,7.69,0,0,0,0
id_479,mediosregionales,"Quillay, peumo y litre: las especies nativas que mueren por la megasequía",2,1,2,3,0,1,1,1,20,10,5,10,15,0,5,5,5
id_48,bbcl,El 1% más rico del planeta acapara más del 40% de la riqueza de todo el mundo,8,2,1,10,3,9,0,2,53,15.09,3.77,1.89,18.87,5.66,16.98,0,3.77
id_480,mediosregionales,Vecinos participan en primera reunión para diseñar el Plan Comunal de Cambio Climático en La Ligua,0,0,0,1,0,0,0,0,21,0,0,0,4.76,0,0,0,0
id_481,mediosregionales,Vecinos de Santa Marta se forman en técnicas de restauración y manejo de bosques nativos degradados,0,0,0,1,0,0,0,0,12,0,0,0,8.33,0,0,0,0
id_482,mediosregionales,Científicos extranjeros y nacionales encabezarán charlas magistrales de los congresos de ciencia antártica en Valdivia,0,0,0,1,0,0,0,0,17,0,0,0,5.88,0,0,0,0
id_483,mediosregionales,Comité Regional de Cambio Climático define representantes para enfrentar problemáticas ambientales en La Araucanía,0,1,0,0,0,0,0,0,13,0,7.69,0,0,0,0,0,0
id_484,mediosregionales,Alto Hospicio diseña su Plan de Acción Climática con participación activa de la comunidad,0,1,0,1,0,0,0,0,19,0,5.26,0,5.26,0,0,0,0
id_485,mediosregionales,Alcaldes de Puerto Varas y Cochamó fueron elegidos esta semana para representar a la región en el Comité Regional de Cambio Climático,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
id_486,mediosregionales,Eligen a alcaldesa de Purranque como representante de la provincia de Osorno en Comité Regional de Cambio Climático,0,1,0,1,1,0,1,1,14,0,7.14,0,7.14,7.14,0,7.14,7.14
id_487,mediosregionales,Concejo Municipal de Puerto Varas rechazó plan contra el cambio climático,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,7.14
id_488,mediosregionales,La Ligua avanza en sostenibilidad con nuevo Plan de Acción ante el Cambio Climático,0,0,0,1,0,0,0,1,15,0,0,0,6.67,0,0,0,6.67
id_489,mediosregionales,Mundaca celebra triunfo de Jeannette Jara: “Este ejercicio democrático abre un camino de esperanza para Chile”,0,1,0,1,1,0,0,4,15,0,6.67,0,6.67,6.67,0,0,26.67
id_49,bbcl,"Un glaciar de la Antártica se redujo un 50% en solo 2 meses: ""La velocidad de retroceso es increíble""",0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,3.23
id_490,mediosregionales,Municipio de Castro se suma a webinar sobre impacto del cambio climático en redes eléctricas,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
id_491,mediosregionales,“Las marejadas dejaron de ser excepcionales”: capitán de Puerto de San Antonio alerta por efectos del cambio climático,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,11.11
id_492,mediosregionales,Saesa realizó webinar sobre el impacto del cambio climático en la continuidad del servicio eléctrico,0,0,0,1,0,1,1,0,14,0,0,0,7.14,0,7.14,7.14,0
id_493,mediosregionales,Aprueban el Plan de Acción Regional de Cambio Climático del Biobío,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
id_494,mediosregionales,Curanilahue es la primera comuna del Biobío en contar con su Plan de Acción de Cambio Climático aprobado,0,0,0,1,0,0,0,0,15,0,0,0,6.67,0,0,0,0
id_495,mediosregionales,&quot;La pesca ya no es lo que era&quot;: Biólogo pesquero alerta sobre el impacto del cambio climático en los océanos,0,0,0,1,0,0,0,2,23,0,0,0,4.35,0,0,0,8.7
id_496,mediosregionales,Experto asegura que mayor frecuencia de tornados en el sur del país se debe al cambio climático,0,1,0,0,0,0,0,0,18,0,5.56,0,0,0,0,0,0
id_497,mediosregionales,Lanzan programa Revolución Verde para emprendedores en Tarapacá,0,0,0,1,0,0,0,0,12,0,0,0,8.33,0,0,0,0
id_498,mediosregionales,Mujeres rurales lideran la innovación agrícola en Valparaíso con foco en sostenibilidad,0,0,0,1,0,0,0,1,20,0,0,0,5,0,0,0,5
id_499,mediosregionales,Con limpieza de playa lanzan concurso para forjadores ambientales en Iquique,0,0,0,1,0,0,0,0,10,0,0,0,10,0,0,0,0
id_5,bbcl,"¿Qué es la ""nieve rosa"" de la Antártica y por qué está acelerando el deshielo?",0,3,0,0,0,0,0,0,19,0,15.79,0,0,0,0,0,0
id_50,bbcl,Chile y Canadá firman una modernización de su asociación estratégica en la cumbre APEC,0,2,0,1,3,0,2,10,52,0,3.85,0,1.92,5.77,0,3.85,19.23
id_500,mediosregionales,Experto insta a “no perder la fe” en la sostenibilidad como una “acción empresarial” pese a desafíos,1,0,0,2,0,1,0,1,12,8.33,0,0,16.67,0,8.33,0,8.33
id_501,mediosregionales,Estudio revela que el 72% de los chilenos considera que se debería hacer más en la lucha contra el cambio climático,2,0,0,2,0,1,0,0,9,22.22,0,0,22.22,0,11.11,0,0
id_502,mediosregionales,Instalan estaciones meteorológicas en Isla Mocha: se obtedrán datos en tiempo real de las condiciones locales,0,0,0,1,0,0,0,2,16,0,0,0,6.25,0,0,0,12.5
id_503,mediosregionales,Epson obtiene la máxima calificación en acción climática por quinto año consecutivo,4,0,0,3,0,1,0,0,13,30.77,0,0,23.08,0,7.69,0,0
id_504,mediosregionales,Conectividad satelital impulsa resiliencia agrícola frente al cambio climático,0,0,0,0,1,0,0,1,8,0,0,0,0,12.5,0,0,12.5
id_505,mediosregionales,Felipe Rivera de Aguas Pacífico: “La desalinización es una solución real al cambio climático”,3,1,1,3,0,3,0,0,22,13.64,4.55,4.55,13.64,0,13.64,0,0
id_506,mediosregionales,Alertan por eventos meteorológicos extremos en Los Lagos debido al cambio climático,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,4.76
id_507,mediosregionales,Foro Regional de Acción Climática se realiza este lunes en Puerto Montt,0,0,0,1,0,0,0,3,11,0,0,0,9.09,0,0,0,27.27
id_508,mediosregionales,Innovan en la Provincia de Llanquihue con soterramiento de líneas eléctricas rurales,0,0,0,2,1,0,0,1,19,0,0,0,10.53,5.26,0,0,5.26
id_509,mediosregionales,Más de 250 personas se reúnen en La Ligua para abordar el uso eficiente del agua en la agricultura,0,1,0,1,0,0,0,2,11,0,9.09,0,9.09,0,0,0,18.18
id_51,bbcl,"Con desliz incluido, presidente Boric destaca alianza verde con Nueva Zelanda y Singapur en APEC",0,2,0,0,2,1,1,7,37,0,5.41,0,0,5.41,2.7,2.7,18.92
id_510,mediosregionales,Iniciativa de KDM transforma residuos en energía limpia y contribuye a la lucha contra el cambio climático,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
id_511,mediosregionales,Lanzan convocatoria para jóvenes emprendedores con foco en innovación y sostenibilidad minera,0,0,0,1,0,0,0,0,9,0,0,0,11.11,0,0,0,0
