"id","Título","Reseña","genero","ave_sentiment","anger","anticipation","disgust","fear","joy","sadness","surprise","trust"
"id_457","Shiloh","Un beagle maltratado se escapa de su dueño. En el camino, conoce al joven Marty Preston y lo sigue hasta su casa. El niño inmediatamente crea un vínculo con el perro y lo llama Shiloh. Su severo padre no le permite quedarse con el perro porque pertenece a Judd Travers, un cazador local. Después de que Shiloh vuelve a ser maltratado, se escapa y regresa con Marty. Sabiendo que su padre lo obligará a devolver a Shiloh a Judd, le prepara un hogar al perro en un viejo cobertizo en la colina cerca de la casa de los Preston y lo esconde de su familia. Su secreto pronto se descubre cuando un perro callejero lo ataca una noche y debe recurrir a su padre en busca de ayuda.","Drama",-0.713990874078206,2,4,2,3,1,2,2,5
"id_458","Scoop","Una estudiante de periodismo estadounidense en Londres consigue una primicia importante y, a medida que se desarrolla el incidente, comienza una aventura amorosa con un aristócrata.","Comedia",0.392232270276368,0,0,0,0,0,0,1,2
"id_459","The Suicide Squad","Los supervillanos Harley Quinn, Bloodsport, Peacemaker y un grupo de convictos chiflados de la prisión de Belle Reve se unen al ultrasecreto y turbio Grupo de Trabajo X cuando son dejados en la remota isla de Corto Maltese, plagada de enemigos.","Acción",-0.78086880944303,0,1,1,0,1,1,1,1
"id_46","The Ledge","Un thriller en el que una batalla de filosofías entre un cristiano fundamentalista y un ateo se convierte en una batalla de voluntades letal.","Drama",-0.408248290463863,2,0,1,1,0,1,0,0
"id_460","Emmanuelle 3","Emmanuelle y su marido arquitecto continúan con su estilo de vida amoral en las Seychelles. Pero cuando un romance casual entre ella y un director de cine empieza a tornarse serio, su marido muestra los típicos signos de celos.","Drama",0.612632656042037,1,0,1,1,0,1,0,1
"id_461","Don't Tell Mom the Babysitter's Dead","Sue Ellen Crandell es una adolescente que espera con ansias la ausencia de su madre durante todo el verano. Mientras la niñera cuida de sus revoltosos hermanos menores, Sue Ellen puede divertirse y pasarlo bien. Pero entonces la niñera muere repentinamente, dejando a los Crandell sin dinero. Sue Ellen encuentra un trabajo estupendo en el mundo de la moda mintiendo sobre su edad y experiencia en su currículum. Pero, mientras sus hermanos se descontrolan, ella descubre la parte negativa de la adultez.","Comedia",-1.24904486507433,1,3,0,1,3,3,2,3
"id_462","Scooby-Doo! Return to Zombie Island","Scooby-Doo y sus amigos ganan unas vacaciones con todos los gastos pagados y se embarcan en el viaje de sus vidas a un paraíso tropical. Sin embargo, su destino resulta ser la Isla Zombie. Nada más llegar, se dan cuenta de que el lugar les resulta extrañamente familiar y les recuerda a un viaje que hicieron años atrás, en el que se vieron envueltos en un misterio relacionado con zombis. Pronto descubren que su viaje al paraíso tiene un precio cuando los zombis reaparecen y atacan su hotel. ¿Lograrán Scooby-Doo y la pandilla de Misterios S.A. resolver finalmente el misterio de la Isla Zombie?","Animación",0.506762058152098,1,9,1,5,7,2,7,4
"id_463","Cars","Lightning McQueen, un prometedor coche de carreras novato, impulsado por el deseo de triunfar, descubre que la vida se trata del camino, no de la meta, cuando, inesperadamente, se desvía hacia el tranquilo pueblo de Radiator Springs, en la Ruta 66. De camino a través del país hacia el gran Campeonato de la Copa Pistón en California para competir contra dos profesionales experimentados, McQueen conoce a los peculiares personajes del pueblo.","Animación",0.172561169032264,0,0,0,0,1,1,1,0
"id_464","Assassination Classroom","Una misteriosa criatura destruye el 70% de la luna. La criatura advierte que si no es destruida antes de marzo del próximo año, la Tierra será la siguiente. La criatura también exige convertirse en el tutor de la clase E de tercer grado en la escuela secundaria Kunugigaoka. El gobierno no puede negarse. La criatura se convierte entonces en el tutor de la clase E de tercer grado, compuesta por estudiantes reprobados, entre ellos Nagisa Shiota (Ryosuke Yamada). La criatura se llama Profesor Koro. Mientras tanto, el gobierno pide a los estudiantes que intenten matar al Profesor Koro, a pesar de que posee superpoderes. El gobierno ofrece una recompensa de 10 mil millones de yenes a quien logre matarlo. Los estudiantes están confundidos por la situación, pero deciden matar al Profesor Koro. Cuando comienza la clase con el Profesor Koro, los estudiantes se encuentran pasándolo bien con su nuevo maestro.","Acción",-2.80505103319825,2,1,5,10,4,2,1,11
"id_465","Cinderella III: A Twist in Time","Cuando Lady Tremaine roba la varita del Hada Madrina y altera la historia, Cenicienta debe restaurar el orden cronológico y recuperar a su príncipe.","Animación",-0.204124145231932,0,0,0,0,0,0,0,0
"id_466","Stitch! The Movie","Las continuas aventuras de Lilo, una niña hawaiana, y Stitch, el extraterrestre más buscado de la galaxia. Stitch, Pleakley y el Dr. Jumba ahora forman parte de la familia. Pero lo que Lilo y Stitch desconocen es que el Dr. Jumba trajo uno de sus ""experimentos"" alienígenas a Hawái.","Comedia",0.250190427055173,0,1,0,0,0,0,0,0
"id_467","The Sword in the Stone","Wart es un joven que aspira a ser escudero de un caballero. En una partida de caza, se topa con Merlín, un poderoso mago amnésico que tiene planes para él que van más allá de ser un simple escudero. Comienza intentando educarlo, convencido de que con una buena educación se puede llegar a cualquier parte. Como era de esperar, las cosas no salen como se esperaba.","Animación",0.536358692604478,3,5,1,4,2,0,4,3
"id_468","Die Hard: With a Vengeance","El detective neoyorquino John McClane regresa para repartir golpes a los malos en la tercera entrega de esta trepidante saga, donde se une al civil Zeus Carver para evitar la pérdida de vidas inocentes. McClane creía haberlo visto todo, hasta que un genio llamado Simon lo involucra a él, a su nuevo ""compañero"" —y a su amada ciudad— en un juego mortal que exige su máxima concentración.","Acción",-0.947110824503582,2,2,1,2,0,2,1,0
"id_469","In Bruges","Ray y Ken, dos sicarios, se encuentran en Brujas, Bélgica, a la espera de su próxima misión. Allí tienen tiempo para reflexionar y comentar su anterior encargo. Cuando Ken descubre la misión, se da cuenta de que no es lo que esperaba.","Comedia",-1.08058857951096,0,1,0,0,0,0,0,1
"id_47","Project A: Part II","Dragon ha sido trasladado para convertirse en el jefe de policía del distrito de Sai Wan, y tiene que enfrentarse a un capo de la mafia, revolucionarios anti-manchúes, algunos piratas fugitivos, leales a los manchúes y un superintendente de policía corrupto.","Acción",0.308606699924184,0,0,0,1,0,0,0,0
"id_470","Thunderstruck","Después de que la estrella de la NBA Kevin Durant intercambie talentos con Brian, de 16 años, el adolescente se convierte en la estrella de su equipo de la escuela secundaria, pero Durant comienza a tener dificultades y finalmente aprende una lección importante.","Comedia",0.154303349962092,0,3,1,0,3,1,1,6
"id_471","Honey, We Shrunk Ourselves","La broma se vuelve en contra del despistado científico Wayne Szalinski cuando su problemático invento lo encoge a él, a su hermano y a sus esposas de tal manera que sus hijos creen que han desaparecido por completo. Claro que esto les da rienda suelta a los niños para que hagan lo que quieran, sin saber que sus padres los vigilan de cerca.","Aventura",-0.718889289434619,0,0,0,1,0,1,2,1
"id_472","Stuart Little 2","Stuart, un adorable ratón blanco, sigue viviendo feliz con su familia adoptiva, los Little, en el lado este de Central Park, en Manhattan. Les esperan más aventuras disparatadas cuando Stuart, su hermano humano, George, y su traviesa gata, Snowbell, se dispongan a rescatar a un amigo.","Familia",0.813206214822592,0,4,0,0,4,0,0,4
"id_473","Cantinflas","Mike Todd es un productor de Broadway que lucha por producir la película La vuelta al mundo en 80 días. En México, Mario Moreno, un joven artista, lucha por ganarse el reconocimiento, pero logra convertirse en una estrella. Un giro del destino los convierte en socios. Juntos ganan el Óscar a la Mejor Película.","Drama",0.437061463910215,2,3,0,3,3,3,2,1
"id_474","Batman: The Long Halloween, Part One","Tras una brutal serie de asesinatos ocurridos en Halloween, Acción de Gracias y Navidad, el joven justiciero de Gotham City conocido como Batman se dispone a dar caza al misterioso asesino en serie junto al oficial de policía James Gordon y el fiscal de distrito Harvey Dent.","Animación",-0.729324957489473,3,3,1,4,1,1,4,3
"id_475","Ad Astra","El futuro cercano, una época donde tanto la esperanza como las adversidades impulsan a la humanidad a mirar hacia las estrellas y más allá. Mientras un misterioso fenómeno amenaza con destruir la vida en el planeta Tierra, el astronauta Roy McBride emprende una misión a través de la inmensidad del espacio y sus numerosos peligros para descubrir la verdad sobre una expedición perdida que décadas atrás se enfrentó valientemente al vacío y al silencio en busca de lo desconocido.","Ciencia ficción",-2.39061323200507,1,3,0,3,2,0,3,3
"id_476","The Magnificent One","Un escritor de novelas de ficción barata se imagina a sí mismo como el apuesto héroe y a su vecina inglesa como su interés amoroso.","Acción",1.4,0,0,0,0,1,0,0,1
"id_477","Redeeming Love","Una reinterpretación del libro bíblico de Oseas ambientada en el contexto de la fiebre del oro de California de 1850.","Drama",0.229415733870562,0,0,0,1,0,0,0,0
"id_478","Jumanji: Welcome to the Jungle","La situación da un giro inesperado cuando cuatro adolescentes son absorbidos por el mundo de Jumanji, donde se enfrentan a rinocerontes, mambas negras y una infinidad de trampas y acertijos en la jungla. Para sobrevivir, tendrán que jugar como personajes del juego.","Aventura",-0.474958985930919,0,2,0,1,1,0,2,0
"id_479","V.I.P.","El hijo de un alto funcionario norcoreano comete una serie de asesinatos que se extienden por todo el mundo. La película muestra los acontecimientos posteriores, mientras Corea del Sur, Corea del Norte e Interpol inician su persecución.","Delito",-0.250378059648253,0,0,0,0,0,0,0,1
"id_48","Gokuraku sentô: Kyonyû yumomi","En cierta ciudad se encuentra ""Tachibana Yusen"". Allí hay un baño público que Kasuko, quien posee unos pechos extraordinariamente grandes, heredó de su padre. Hay clientes habituales desde la época de su padre, pero jóvenes y mayores se reúnen allí para admirar los grandes pechos de Kasuko. Sin embargo, se decidió abrir un gimnasio con spa en el vecindario, y como contramedida, se estaban considerando nuevos servicios para atraer a los clientes habituales.","Comedia",1.02517956364567,0,1,0,0,1,0,1,4
"id_480","The Arrival","Zane Ziminski es un astrofísico que recibe un mensaje que parece tener origen extraterrestre. Poco después de su descubrimiento, Zane es despedido. Entonces, se embarca en una búsqueda para determinar el origen de la transmisión, la cual lo lleva a un laberinto hitchcockiano de paranoia e intriga.","Ciencia ficción",-0.857327556962322,0,2,0,2,0,0,1,0
"id_481","Fitzcarraldo","Fitzcarraldo es un soñador que planea construir un teatro de ópera en Iquitos, en la Amazonía peruana, por lo que, para financiar su proyecto, se embarca en una aventura épica para recolectar caucho, un producto muy rentable, en una región remota e inexplorada de la selva tropical.","Drama",0,0,0,0,1,1,1,0,0
"id_482","Love, Rosie","Desde que se conocieron a los 5 años, Rosie y Alex han sido mejores amigos, compartiendo juntos las alegrías y las dificultades de crecer. Un fugaz momento compartido, una oportunidad perdida y las decisiones que siguieron llevaron sus vidas por caminos completamente distintos. Mientras cada uno navega por las complejidades de la vida, el amor y todo lo demás, siempre encuentran la manera de volver a encontrarse. Pero, ¿es solo amistad o algo más?","Comedia",0.653744947535391,0,2,0,0,3,1,1,3
"id_483","Life Itself","A medida que una joven pareja neoyorquina pasa del romance universitario al matrimonio y al nacimiento de su primer hijo, los giros inesperados de su historia crean repercusiones que se extienden por continentes y a lo largo de generaciones.","Drama",0.160128153805087,0,4,0,1,3,0,1,2
"id_484","District 13: Ultimatum","Damien y Leito regresan al Distrito 13 con la misión de traer la paz a este sector conflictivo, controlado por cinco jefes de pandillas diferentes, antes de que los servicios secretos de la ciudad tomen medidas drásticas para resolver el problema.","Acción",0,0,1,0,1,1,1,0,1
"id_485","Australia","Ambientada en el norte de Australia antes de la Segunda Guerra Mundial, una aristócrata inglesa que hereda un extenso rancho se ve obligada a hacer un pacto con un vaquero para proteger su nueva propiedad de un complot para apoderarse de ella. Mientras ambos arrean 2000 cabezas de ganado a través de un paisaje inhóspito, presencian de primera mano el bombardeo de Darwin por las fuerzas japonesas.","Aventura",0.445551022576027,2,0,0,2,0,2,0,1
"id_486","Time to Hunt","Cuatro jóvenes quieren dejar atrás su mundo distópico e ir a un paraíso lejano para cometer un robo de dinero, un acto audaz que tendrá consecuencias inesperadas.","Drama",0.769800358919501,2,1,1,1,1,2,2,1
"id_487","The Queen's Corgi","Desde su llegada al Palacio de Buckingham, Rex vive una vida de lujos. Como el perro más popular, ha eclipsado a sus tres compañeros Corgis en el corazón de Su Majestad. Su arrogancia puede resultar bastante irritante. Cuando provoca un incidente diplomático durante una cena oficial con el Presidente de los Estados Unidos, cae en desgracia. Traicionado por uno de sus compañeros, Rex se convierte en un perro callejero en las calles de Londres. ¿Cómo podrá redimirse? En el amor encontrará la fuerza para superarse a sí mismo ante el gran peligro…","Familia",-2.83014483295525,2,2,1,2,1,0,1,5
"id_488","Monster-in-Law","Charlotte Cantilini, empleada temporal de oficina, cree haber encontrado al hombre de sus sueños cuando empieza a salir con el apuesto cirujano Dr. Kevin Fields. Pero un obstáculo se interpone en su camino hacia la felicidad eterna: la madre de Kevin, Viola, una mujer dominante y controladora. Temiendo perder el cariño de su hijo para siempre, Viola decide separar a la feliz pareja convirtiéndose en la peor suegra del mundo.","romance",-2.31836610337335,1,4,2,4,3,5,1,3
"id_489","Team America: World Police","Team America World Police sigue a una fuerza policial internacional dedicada a mantener la estabilidad global. Al enterarse de que el dictador Kim Jong Il planea destruir el mundo, el equipo recluta a la estrella de Broadway Gary Johnston para infiltrarse. Con la ayuda de Team America, Gary logra descubrir el plan para destruir el mundo. ¿Podrá Team America salvarlo a tiempo? Está protagonizada por… Samuel L. Jackson, Tim Robbins, Sean Penn, Michael Moore, Helen Hunt, Matt Damon, Susan Sarandon, George Clooney, Danny Glover, Ethan Hawke, Alec Baldwin… ¿o no?","Aventura",-0.912102974229567,1,3,0,2,1,0,1,3
"id_49","Tell It to the Bees","La doctora Jean Markham regresa al pueblo que dejó en su adolescencia para hacerse cargo de la consulta de su difunto padre. Cuando una pelea en el patio del colegio lleva a Charlie a su consulta, ella lo invita a visitar las colmenas de su jardín y a contarles sus secretos a las abejas, como ella hacía antes. La nueva amistad entre el chico y la apicultora introduce a su madre, Lydia, en la vida de Jean.","romance",-0.312283310703673,1,1,0,0,2,2,1,3
"id_490","Irreplaceable You","Una pareja que se conoce desde los 8 años está destinada a estar junta hasta que la muerte los separe.","Comedia",0,1,1,1,1,0,1,1,0
"id_491","The Circle","Una joven ingeniera tecnológica consigue un trabajo en una poderosa corporación de internet, asciende rápidamente en la empresa y pronto se ve envuelta en una situación peligrosa relacionada con la privacidad, la vigilancia y la libertad. Descubre que sus decisiones y acciones determinarán el futuro de la humanidad.","Drama",0.545686329843267,0,5,0,1,4,0,4,4
"id_492","Romancing the Stone","Aunque es capaz de contar historias apasionadas y desenfrenadas, la novelista Joan Wilder carece de vida propia. Un día, la aventura se cruza en su camino en forma de un misterioso paquete. Resulta que el paquete es el rescate que necesita para liberar a su hermana secuestrada, así que Joan vuela a Sudamérica para entregarlo. Pero se sube al autobús equivocado y termina perdida en la selva.","Aventura",-3.46197091992581,2,3,1,4,2,0,3,3
"id_493","The Simpsons: The Good, the Bart, and the Loki","Loki es desterrado de Asgard una vez más y debe enfrentarse a sus oponentes más duros hasta la fecha: Los Simpson y los héroes más poderosos de Springfield. El Dios de las Travesuras se une a Bart Simpson en el evento crossover definitivo que rinde homenaje al Universo Cinematográfico de Marvel, con sus superhéroes y villanos.","Animación",0.793725393319377,0,1,0,1,1,0,0,2
"id_494","The Jack in the Box","Cuando se desentierra y se abre una caja sorpresa antigua, sus nuevos dueños pronto tienen motivos para creer que el espeluznante muñeco payaso que hay dentro tiene vida propia.","Horror",0,0,1,1,2,2,0,2,0
"id_495","Les Misérables","Una adaptación del exitoso musical teatral basado en la novela clásica de Victor Hugo, ambientada en la Francia del siglo XIX, en la que un prisionero en libertad condicional llamado Jean Valjean busca la redención.","Historia",0.845154254728517,1,4,0,1,4,2,3,4
"id_496","Gifted Hands: The Ben Carson Story","Gifted Hands: The Ben Carson Story es una película basada en la vida del neurocirujano de renombre mundial Ben Carson, desde 1961 hasta 1987.","Drama",0,0,0,0,0,0,0,0,0
"id_497","Redline","Una joven y hermosa fanática de los automóviles, y vocalista de la banda independiente más popular de la costa oeste, se ve envuelta en competiciones ilegales de carreras de aceleración organizadas por fanáticos de los autos exóticos.","Acción",0.2301585822275,0,1,0,0,2,0,1,0
"id_498","The Painted Veil","Un médico británico lucha contra un brote de cólera en una pequeña aldea china, mientras que al mismo tiempo se encuentra atrapado en su hogar en un matrimonio sin amor con una esposa infiel.","romance",-2.48672948456638,2,2,1,2,2,1,0,1
"id_499","The Vampire Lovers","En el corazón de Estiria, la familia Karnstein, incluso después de su muerte, se levanta de sus tumbas, sembrando el mal en el campo con una sed insaciable de sangre fresca. El barón Hartog, cuya familia es víctima del vampirismo Karnstein, abre sus tumbas y clava una estaca en sus corazones diabólicos. Una tumba que no logra encontrar es la de la legendaria y bella Mircalla Karnstein. Tras aquella noche espantosa, transcurren años de paz hasta que Mircalla reaparece para vengar la aniquilación de su familia y saciar su sed de sangre.","Horror",-1.55644776954721,4,5,4,4,2,7,3,2
"id_5","Kingsglaive: Final Fantasy XV","El mágico reino de Lucis alberga el último Cristal que queda en el mundo, y el amenazante imperio de Niflheim está decidido a robarlo. El rey Regis de Lucis comanda una fuerza de élite llamada Kingsglaive. Empuñando la magia de su rey, luchan para proteger Lucis. Ante el abrumador poderío militar del imperio, el rey Regis se enfrenta a un ultimátum imposible: casar a su hijo, el príncipe Noctis, con la princesa Lunafreya de Tenebrae, prisionera de Niflheim, y entregar sus tierras al dominio niflheim. Aunque el rey cede, queda claro que el imperio no se detendrá ante nada para lograr sus malvados objetivos, y solo los Kingsglaive se interponen entre ellos y la dominación mundial.","Animación",-0.68439477702942,3,0,1,5,1,2,0,3
"id_50","Flushed Away","Roddy, un ratón de la alta sociedad londinense, es arrojado al inodoro por Sid, una rata común de alcantarilla. Prepárate para una alocada aventura en las profundidades de las alcantarillas de Ratrópolis, donde Roddy conoce a la ingeniosa Rita, al sapo que odia a los roedores y a sus fieles secuaces, Spike y Whitey.","Aventura",0,0,0,4,1,0,0,0,0
"id_500","Bleach the Movie: The DiamondDust Rebellion","Cuando un artefacto conocido como el ""Sello del Rey"" es robado durante su transporte desde la Sociedad de Almas, Hitsugaya Toushirou es asignado para recuperarlo. Toushirou desaparece tras una batalla con los ladrones, lo que lleva al Seireitei a sospechar de él por traición. Ordenan su captura y ejecución inmediatas. Incapaces de creer que sea capaz de tal crimen, Ichigo, Rangiku, Rukia y Renji parten en busca de Toushirou.","Acción",-0.583246971734415,3,0,1,0,0,0,1,1
"id_501","Tokyo Ghoul","Un estudiante universitario de Tokio es atacado por un ghoul, un humano con superpoderes que se alimenta de carne humana. Sobrevive, pero se transforma en parte ghoul y se convierte en un fugitivo.","Acción",-0.122019172792192,1,0,2,1,0,1,0,1
"id_502","No Manches Frida","Tras salir de prisión, el atracador de bancos Zequi se dispone a recuperar el dinero robado que su torpe cómplice enterró. Se horroriza al descubrir que un gimnasio de instituto se alza ahora sobre el lugar donde está escondido el botín. Necesitando infiltrarse en el edificio, Zequi consigue un trabajo como profesor sustituto para un grupo de estudiantes rebeldes e indisciplinados. Mientras el exconvicto intenta imponer su autoridad, empieza a darse cuenta de que la vida en la cárcel podría haber sido más fácil que lidiar con adolescentes rebeldes.","Comedia",-2.56590612148875,2,3,1,0,2,1,3,7
"id_503","A Kind of Murder","En el Nueva York de los años sesenta, Walter Stackhouse es un arquitecto exitoso casado con la bella Clara, quien lleva una vida aparentemente perfecta. Pero su fascinación por un asesinato sin resolver lo sumerge en una espiral de caos, viéndose obligado a jugar al gato y al ratón con un astuto asesino y un detective demasiado ambicioso, mientras que, al mismo tiempo, siente deseo por otra mujer.","Drama",-1.96872498082058,4,4,3,4,3,3,2,3
"id_504","Summer of 84","Tras sospechar que su vecino, un policía, es un asesino en serie, un grupo de amigos adolescentes pasa el verano espiándolo y reuniendo pruebas, pero a medida que se acercan a descubrir la verdad, las cosas se vuelven peligrosas.","Suspenso",-0.640512615220349,1,1,1,1,0,1,2,3
"id_505","Hilda and the Mountain King","Cuando Hilda despierta en el cuerpo de un troll, debe usar su ingenio y valentía para volver a casa, convertirse en humana de nuevo y salvar la ciudad de Trolberg.","Animación",0.365148371670111,0,0,0,0,0,0,0,0
"id_506","Shinobi: Heart Under Blade","Aunque Gennosuke y Oboro pertenecen a aldeas ninja rivales, están secretamente enamorados. En una conferencia anual con el Señor, se decreta una competición —un combate a muerte— entre los cinco mejores shinobi de cada aldea. El amor de Gennosuke y Oboro se vuelve aún más imposible cuando son elegidos líderes de los cinco que representarán a sus respectivas aldeas.","Acción",0.363417976040086,2,1,1,2,1,2,1,0
"id_507","G-Zombie","Sara es una estudiante de investigación que quiere crear un potenciador del sistema inmunitario para salvar a la humanidad. Sin embargo, su experimento convierte a la gente en zombis, y entonces aparece Dhruva para salvar el día.","Horror",0.465117994266078,0,1,0,0,2,0,1,2
"id_508","Dangerous Liaisons","En la Francia del siglo XVIII, la marquesa de Merteuil le pide a su antiguo amante, el vizconde de Valmont, que seduzca a la futura esposa de otro de sus antiguos amantes a cambio de pasar una última noche con ella. Sin embargo, las cosas no salen como esperaban.","Drama",-0.0852218869428098,1,1,1,1,1,0,0,1
"id_509","Memoirs of a Geisha","Una épica romántica de gran envergadura ambientada en Japón en los años previos a la Segunda Guerra Mundial, en la que una niña japonesa sin recursos es arrancada de su familia para trabajar como sirvienta en una casa de geishas.","Drama",-0.316227766016838,1,0,0,1,1,1,0,1
"id_51","Would You Rather","Desesperada por ayudar a su hermano enfermo, una joven acepta participar en un juego mortal de ""¿Qué prefieres?"", organizado por un aristócrata sádico.","Suspenso",-1.87662972651367,2,2,2,2,1,2,2,3
"id_510","The Muppet Christmas Carol","Una reinterpretación del clásico cuento de Dickens sobre Ebenezer Scrooge, un avaro empedernido. Sus vilezas le son concedidas durante las visitas nocturnas de los Fantasmas de la Navidad Pasada, Presente y Futura.","Música",-0.125189029824127,0,1,0,0,1,0,1,1
"id_511","Tod@s Caen","Dos seductores intentan demostrar quién tiene las mejores técnicas mientras intentan no enamorarse el uno del otro.","Comedia",0.485071250072666,0,0,0,0,0,0,0,0
"id_512","Night of the Demon","El profesor estadounidense John Holden llega a Londres para una conferencia sobre parapsicología, solo para descubrir que el colega con quien debía reunirse murió en un extraño accidente el día anterior. Resulta que el fallecido estaba investigando una secta liderada por el Dr. Julian Karswell. Aunque escéptico, Holden desconfía de Karswell, quien adora al diablo. Siguiendo el rastro de misteriosos manuscritos, Holden se adentra en un mundo que lo hace cuestionar su fe en la ciencia.","Fantasía",-0.675725635459536,1,2,1,2,1,3,2,2
"id_513","Battle: Los Angeles","Cuando los ovnis, antes lejanos, se convierten en una aterradora amenaza que ataca la Tierra, un sargento de la Infantería de Marina y su equipo deciden enfrentarse al enemigo y proteger lo que queda del planeta.","Ciencia ficción",-0.666666666666667,2,0,1,2,0,0,0,2
"id_514","Signs","Una familia que vive en una granja encuentra misteriosos círculos en sus cultivos, lo que presagia algo aún más aterrador por venir.","Drama",-1.57768530103152,0,1,0,0,0,0,0,0
"id_515","I'm Not There","Seis actores interpretan seis facetas de la leyenda musical Bob Dylan en escenas que representan diversas etapas de su vida, narrando su ascenso desde cantante folk desconocido hasta icono internacional y revelando cómo Dylan se reinventaba constantemente.","Drama",0,1,2,0,1,1,1,1,2
"id_516","Star Wars: The Force Awakens","Treinta años después de derrotar al Imperio Galáctico, Han Solo y sus aliados se enfrentan a una nueva amenaza por parte del malvado Kylo Ren y su ejército de soldados de asalto.","Acción",-0.494974746830583,2,0,0,3,0,0,0,0
"id_517","My Son","Cuando el único hijo de un hombre desaparece, este viaja al pueblo donde vive su exesposa en busca de respuestas. Para interpretar a un hombre cuya vida está envuelta en misterio, McAvoy no recibirá ningún guion.","Delito",-0.122019172792192,0,1,0,0,0,0,1,0
"id_518","The Devil's Rejects","La secuela de La casa de los 1000 cadáveres: la familia Firefly sufre una emboscada en su aislada casa a manos del sheriff Wydell y un escuadrón de hombres armados que disparan sin cesar. Sin embargo, solo Otis y su hermana, Baby, logran escapar ilesos de la lluvia de balas. Escondidos en un motel apartado, los hermanos, buscados por la justicia, esperan reunirse con su padre, el capitán Spaulding, y no dudan en matar a cualquiera que se interponga en su camino.","Drama",-1.25814877930914,2,0,0,2,0,1,1,2
"id_519","Finding Grace","Una familia con dificultades, ya al borde de la desintegración, se enfrenta a nuevos desafíos que pondrán a prueba su fe en Dios y su relación mutua.","Drama",0.384900179459751,0,3,0,2,2,1,0,3
"id_52","The Emerald Forest","Durante diez años, el ingeniero Bill Markham ha buscado incansablemente a su hijo Tommy, desaparecido en los confines de la selva amazónica brasileña. Milagrosamente, lo encuentra viviendo entre la tribu amazónica aislada que lo adoptó. Y es entonces cuando comienza la verdadera aventura de Bill. Su hijo es ahora un miembro de la tribu que se mueve con destreza por este terreno hermoso pero peligroso, temeroso únicamente de aquellos que pretenden explotarlo. Mientras Bill intenta rescatarlo de la ferocidad de la selva indómita, Tommy pone a prueba la idea que Bill tiene de la verdadera civilización y sus nociones sobre quién necesita ser rescatado.","Acción",-0.247146993121089,1,1,0,5,0,3,1,3
"id_520","This Is Our Time","Tras graduarse, cinco amigos se proponen marcar la diferencia en el mundo para Dios. Sus ambiciones son grandes, sus pasiones intensas, pero ¿tendrán el valor de cumplir su vocación sin importar las dificultades? El sacrificio que se les pide puede ser demasiado grande. Gracias al consejo de una persona sabia y cercana, el grupo comprende que, después de todo, este no es su momento, sino el de Dios.","Drama",1.05581187042855,1,3,2,3,3,2,2,5
"id_521","Fyre","Prometió supermodelos y yates, pero solo ofreció tiendas de campaña y bocadillos de queso. Cómo un hombre orquestó un desastre en un festival de música.","Documental",-1.07241475735484,1,1,1,1,1,1,2,0
"id_522","Curve","Aferrada a una superficie lisa y curva, muy por encima de un abismo sensible, una niña intenta recorrer los pocos metros que la separan de un lugar seguro sin perder el agarre y caer al vacío.","Suspenso",0.5,1,1,1,2,1,4,1,2
"id_523","Hidden Leaf Village Grand Sports Festival!","Los genin de Konoha celebran un día deportivo con carreras, pistas de obstáculos y, por supuesto, la carrera de relevos. El premio es unas vacaciones pagadas para el ganador. Por desgracia, Naruto y su estómago le están causando problemas otra vez.","Acción",-0.465065118589009,0,5,0,2,3,1,3,1
"id_524","My Week With Marilyn","Londres, 1956. El genial actor y director de cine Laurence Olivier está a punto de comenzar el rodaje de su próxima película, estrenada en 1957 como El príncipe y la corista, protagonizada por Marilyn Monroe. El joven Colin Clark, que sueña con hacer carrera en la industria cinematográfica, consigue un trabajo en el set como tercer ayudante de dirección.","Drama",0.259290404579936,0,3,0,1,3,1,2,3
"id_525","Messengers 2: The Scarecrow","El granjero John Rollins, un hombre de familia, está estresado por su situación económica: los cuervos y la falta de riego están destruyendo su cosecha de maíz; el banco está a punto de cancelar su hipoteca; no tiene crédito para arreglar la bomba de agua ni para comprar semillas; y su matrimonio está en crisis, ya que su esposa Mary le presta demasiada atención a su amigo Tommy. Cuando John descubre accidentalmente un compartimento secreto en el granero, encuentra un espantapájaros espeluznante, pero su hijo Michael le hace prometer que lo destruirá. Sin embargo, su vecino Jude Weatherby lo visita, le regala un paquete de seis cervezas al abstemio John y lo convence de poner el espantapájaros en el maizal. De repente, la vida de John da un giro inesperado: los cuervos mueren; la bomba vuelve a funcionar, regando la tierra; y el banquero responsable de la cancelación sufre un accidente y fallece. Sin embargo, siente que su tierra está poseída por algo maligno que amenaza a su amada familia.","Horror",-1.31284045028191,6,5,3,10,4,6,6,7
"id_526","Naruto Shippuden the Movie: Blood Prison","Tras ser capturado por intentar asesinar al Raikage, líder de Kumogakure, y por matar a Jōnin de Kirigakure e Iwagakure, Naruto es encarcelado en Hōzukijou: una prisión conocida como la Prisión de Sangre. Mui, el amo del castillo, utiliza la técnica de encarcelamiento definitiva para robar el poder de los prisioneros, momento en el que Naruto se da cuenta de que su vida está en peligro. Así comienza la batalla para descubrir la verdad tras los misteriosos asesinatos y demostrar la inocencia de Naruto.","Suspenso",-1.16771514461382,7,1,4,7,0,5,1,3
