Título,Reseña,Género,id
The Raffle,"Francesca, una mujer increíblemente bella, tras la muerte de su marido descubre su infidelidad y la enorme cantidad de deudas que le dejó. Cesare, su mejor amigo y abogado, sigue sus consejos y comienza a vender todas sus pertenencias: la casa, las joyas, los abrigos de piel y, finalmente, también el yate. Así logra sobrevivir el resto del año, pero no tiene perspectivas de futuro y todos sus intentos de encontrar trabajo fracasan. Finalmente, decide organizar una lotería cuyo premio es ella misma.",Drama,id_375
The Whole Truth,"Cuando dos hermanos descubren un extraño agujero en la pared de la casa de sus abuelos, una serie de incidentes espeluznantes revelan siniestros secretos sobre su familia.",Horror,id_376
Day of the Woman,"Después de que una joven escritora es brutalmente violada en grupo y abandonada a su suerte por cuatro hombres, los persigue sistemáticamente uno por uno para vengarse de forma terrible.",Horror,id_377
Ghost in the Shell: The New Movie,"Cuando un virus que infecta a los fantasmas, conocido como Fire-Starter, comienza a propagarse por el sistema y provoca el asesinato del Primer Ministro japonés, la Mayor Motoko Kusanagi y su equipo de élite de agentes especiales son llamados para rastrear su origen.",Ciencia ficción,id_378
Secretary,"Una joven, recién salida de un hospital psiquiátrico, consigue un trabajo como secretaria de un abogado exigente, donde su relación empleador-empleada se transforma en una relación sexual sadomasoquista.",Comedia,id_379
Cold Blood,"Un legendario sicario retirado vive en paz y aislamiento en la desolada naturaleza norteamericana. Cuando rescata a una mujer de un accidente de moto de nieve, pronto descubre que ella oculta un secreto que lo obliga a retomar su letal forma de actuar.",Suspenso,id_380
Jane Eyre,"Jane Eyre es una huérfana que, siendo niña, fue expulsada por su tía, la señora Reed, y enviada a un riguroso internado de caridad para niñas. Allí aprende a ser maestra y, con el tiempo, busca trabajo fuera del colegio. Su anuncio es respondido por la ama de llaves de Thornfield Hall, la señora Fairfax.",Drama,id_381
Almost Famous,"En 1973, el amor incondicional de William Miller, de 15 años, por la música y su aspiración a convertirse en periodista de rock le valieron un encargo de la revista Rolling Stone para entrevistar y salir de gira con la prometedora banda Stillwater.",Drama,id_382
Happy Birthday to Me,"Virginia se enorgullece de pertenecer a un grupo selecto: las mejores estudiantes de un colegio privado. Pero antes de cumplir 18 años, una serie de asesinatos brutales tienen lugar y sus amigas son las víctimas. ¿Podría ser ella? Sufre desmayos debido a un extraño accidente ocurrido un año antes. Pronto descubriremos la verdad sobre su accidente y lo que está sucediendo...",Drama,id_383
The Nativity Story,"María y José emprenden el arduo viaje a Belén para un acontecimiento bendito en esta reinterpretación de la historia de la Natividad. Esta adaptación del relato bíblico, meticulosamente documentada y visualmente exuberante, sigue a la pareja en su difícil camino hasta su llegada a una pequeña aldea, donde encuentran refugio en un tranquilo pesebre y nace Jesús.",Drama,id_384
Honey 2,"Tras un encontronazo con la ley, María ha regresado a sus humildes raíces en el Bronx para reconstruir su vida sin más que su talento para el baile callejero y una ardiente ambición por demostrar su valía.",Música,id_385
Good Omens: Lockdown,"Para celebrar el 30 aniversario de la novela, Neil Gaiman presenta este nuevo relato corto protagonizado por nuestro ángel y demonio favoritos durante el confinamiento.",Comedia,id_386
Harry Potter and the Prisoner of Azkaban,"El tercer año en Hogwarts trae consigo nuevas aventuras y desafíos: Harry aprende el delicado arte de acercarse a un hipogrifo, transforma a los boggarts cambiaformas en criaturas hilarantes e incluso retrocede en el tiempo. Pero el curso también trae peligro: los dementores, que absorben el alma, acechan en la escuela; un aliado del maldito Quien-No-Puede-Ser-Nombrado se esconde tras los muros del castillo; y el temible mago Sirius Black escapa de Azkaban. Y Harry se enfrentará a todos ellos.",Aventura,id_387
Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,"Adaptación cinematográfica del arco argumental del Último General de Nanto del manga, que narra la batalla final entre Kenshiro y Raoh, la cual llevó a Kenshiro a convertirse en el sucesor de Hokuto Shinken. Algunos eventos del manga/anime se han omitido (como la pelea de Raoh con Juza), mientras que otros se han modificado o ampliado. Se ha añadido contenido nuevo que muestra la batalla final desde la perspectiva de Raoh. Esta película sirve como continuación de la primera entrega de la saga, que introdujo la relación entre Raoh y Reina, y en esta ocasión le da un cierre.",Acción,id_388
Kicks,"Cuando un delincuente local le roba sus zapatillas, que tanto le había costado conseguir, Brandon, de quince años, y sus dos mejores amigos emprenden una misión poco acertada por toda el Área de la Bahía para recuperarlas.",Drama,id_389
Devil,"Un grupo de personas se encuentra atrapado en un ascensor a gran altura sobre Filadelfia, y una de ellas es el diablo.",Horror,id_390
The SpongeBob Movie: Sponge on the Run,"Cuando su mejor amigo Gary desaparece repentinamente, Bob Esponja lleva a Patricio a una misión descabellada mucho más allá de Fondo de Bikini para rescatar a su amigo de caparazón rosa.",Familia,id_391
Junglee,"Un veterinario regresa a la reserva de elefantes de su padre, donde se topa con una red internacional de cazadores furtivos y lucha contra ella.",Acción,id_392
Gasoline Alley,"Un hombre implicado en el triple homicidio de tres jóvenes estrellas de Hollywood inicia su propia investigación. Necesitando ayuda, recluta a los dos detectives que lo siguen para destapar una conspiración mucho más explosiva de lo que jamás imaginaron.",Suspenso,id_393
Goliath,"Patrick es un abogado tenaz especializado en derecho ambiental. France es una maestra que se convierte en activista después de que su esposo desarrolla cáncer por la exposición a un pesticida. Mathias es un ambicioso lobista que trabaja para una corporación química internacional. Los caminos de estos personajes se cruzan cuando la vida de miles de personas se ve afectada por un acto trágico que desencadena un poderoso movimiento, mientras la corporación lucha por impedir que se revele la verdad.",Drama,id_394
Punch-Drunk Love,"Un pequeño empresario, socialmente torpe e inestable, encuentra al amor de su vida tras ser amenazado por una banda de estafadores.",Comedia,id_395
"Hail, Caesar!","Cuando una estrella de Hollywood desaparece misteriosamente en pleno rodaje, el estudio envía a su hombre de confianza para que lo traiga de vuelta.",Comedia,id_396
Ong Bak: Muay Thai Warrior,"Cuando roban la cabeza de una estatua sagrada para un pueblo, un joven artista marcial viaja a la gran ciudad y se ve obligado a enfrentarse al mundo del hampa para recuperarla.",Acción,id_397
Hunter Killer,"El capitán Glass del USS Arkansas descubre que se está produciendo un golpe de Estado en Rusia, por lo que él y su tripulación se unen a un grupo de élite que trabaja sobre el terreno para evitar una guerra.",Acción,id_398
I Spit on Your Grave: Déjà Vu,"Tras la violación que sufrió, Jennifer Hills escribió un libro que se convirtió en un éxito de ventas, en el que relataba su terrible experiencia y el controvertido juicio en el que fue acusada de tomarse la justicia por su mano y asesinar brutalmente a sus agresores. En el pequeño pueblo donde tuvieron lugar la violación y la venganza, los familiares de los violadores que ella mató están furiosos porque el tribunal la declaró inocente y deciden tomar la justicia por su mano.",Horror,id_399
Up to You,"Hay un hombre que tiene muchas esclavas sexuales. Otro hombre le ofrece a su esposa como esclava sexual y el amo acepta. Añade a la esposa del hombre a su grupo. Por desgracia, el marido se arrepiente y recupera a su esposa. El cambio de planes provoca un trauma.",romance,id_400
Brimstone,"En el infierno amenazador del viejo Oeste norteamericano, Liz es una auténtica superviviente que es perseguida por un predicador vengativo por un crimen que no cometió.",Occidental,id_401
Greyhound,"Un capitán novato lidera un convoy de barcos aliados que transportan a miles de soldados a través de las traicioneras aguas del ""Pozo Negro"" hacia el frente de la Segunda Guerra Mundial. Sin protección aérea durante cinco días, el capitán y su convoy deben combatir a los submarinos nazis enemigos que los rodean para darles a los aliados una oportunidad de ganar la guerra.",Guerra,id_402
Under the Tuscan Sun,"Tras un divorcio difícil, Frances, una editora de libros de 35 años de San Francisco, emprende un viaje a la Toscana animada por sus amigos. Impulsivamente, compra Bramasole, una villa en ruinas en la campiña toscana, y comienza a reconstruir su vida empezando por la villa. Descubre que la vida a veces le depara sorpresas desagradables, dándole todo lo que desea.",romance,id_403
Isi & Ossi,"Isi y Ossi no podrían ser más diferentes: ella es la hija de un multimillonario de Heidelberg, él es un boxeador con dificultades económicas de la cercana ciudad de Mannheim. Pero cuando Isi conoce a Ossi, ambos se dan cuenta rápidamente de que pueden sacar provecho el uno del otro: ella sale con el boxeador sin dinero para provocar a sus padres y conseguir que financien su anhelada formación como chef en Nueva York. Él intenta estafar a la hija rica para financiar su primer combate de boxeo profesional. Sus planes pronto se convierten en un caos emocional que pone a prueba todo lo que ambos creían saber sobre el dinero, la carrera profesional y el amor.",romance,id_404
Stranded,La tensión aumenta mientras escasean los alimentos cuando seis influencers se encuentran varados en una isla remota después de que sus planes para una escapada de fin de semana salieran mal.,Drama,id_405
Blade,"El Daywalker conocido como ""Blade"", un ser mitad vampiro, mitad mortal, se convierte en el protector de la humanidad contra un ejército subterráneo de vampiros.",Horror,id_406
Swim,Una familia queda atrapada en su casa de vacaciones inundada por la tormenta e intenta escapar de un tiburón hambriento que se ha colado en la vivienda.,Horror,id_407
Police Story 3: Super Cop,Un detective de Hong Kong se une a su colega china comunista para detener a un capo de la droga chino.,Acción,id_408
System Crasher,"En su desenfrenada búsqueda del amor, la energía indomable de Benni, de 9 años, lleva a la desesperación a todos los que la rodean.",Drama,id_409
Heks,"Una joven británica afligida descubre los secretos de su madre asesinada, relacionados con la maldición de un curandero sudafricano. Desea romper este hechizo viajando a Sudáfrica, pero en lugar de eso, se ve adentrada en un mundo siniestro.",Horror,id_410
The Children Act,"En medio de una crisis matrimonial, una jueza del Tribunal Superior debe decidir si ordena una transfusión de sangre que podría salvar la vida de un adolescente con cáncer, a pesar de la negativa de su familia a aceptar el tratamiento médico por motivos religiosos.",Drama,id_411
Sweetheart,"Jenn ha llegado a la costa de una pequeña isla tropical y no tarda en darse cuenta de que está completamente sola. Debe pasar sus días no solo sobreviviendo a los elementos, sino también defendiéndose de la fuerza maligna que emerge cada noche.",Horror,id_412
Above the Law,"Nico Toscani es un inmigrante italiano, patriota estadounidense, exagente de la CIA, especialista en aikido y un policía de Chicago poco convencional. Está tan comprometido con su trabajo como con su particular forma de impartir justicia: experta y contundente, hasta el punto de la brutalidad.",Acción,id_413
Unstable Fables: 3 Pigs & a Baby,"Cuando los tres cerditos encuentran un pequeño cachorro de lobo en la puerta de su casa, deciden criarlo como si fuera suyo, sin saber que han caído en la trampa de un equipo de lobos de operaciones especiales. Como el nuevo miembro de la familia, Lucky crece hasta la adolescencia sin conocer su historia, su papel en el plan de los lobos ni la difícil decisión que tendrá que tomar sobre la familia que lo crió.",Familia,id_414
Flower and Snake 4: White Uniform Rope Slave,"Un dentista pervertido (y asistente dental) que disfruta acostándose con sus pacientes, se obsesiona con una en particular que además es lesbiana. Utiliza todo lo que se le ocurre para abusar de esta mujer y su amante. Cuerdas, instrumental dental, cubos de hielo, velas (de todo) y, a veces, crea el ambiente con alguna pieza de su colección de discos de música clásica.",Suspenso,id_415
Cannonball Run II,Los personajes originales de la primera película de Cannonball Run compiten una vez más en una carrera ilegal a través del país en diversos coches y camiones.,Acción,id_416
Host,"Seis amigos contratan a una médium para realizar una sesión de espiritismo por Zoom durante el confinamiento, pero se encuentran con una situación mucho más complicada de lo que esperaban, ya que las cosas no tardan en complicarse. Cuando un espíritu maligno comienza a invadir sus hogares, empiezan a darse cuenta de que tal vez no sobrevivan a la noche.",Horror,id_417
10.0 Earthquake,"Los Ángeles está a punto de ser azotada por un devastador terremoto, y el tiempo se agota para salvar a la ciudad del peligro inminente.",Drama,id_418
Troll,"Cuando una familia se muda a un apartamento en San Francisco, un troll oportunista decide actuar y secuestrar a la pequeña Wendy (Jenny Beck), allanando así el camino para nuevos reclutas, los primeros de su ejército que eventualmente tomará el control del planeta. Pronto descubrimos que Torok es el exmarido de Eunice St. Clair, una residente del edificio que estuvo casada con él.",Fantasía,id_419
First Cow,"Un solitario taciturno y hábil cocinero viaja al oeste y se une a un grupo de tramperos en el Territorio de Oregón, aunque solo encuentra una verdadera conexión con un inmigrante chino que también busca fortuna. Pronto, ambos colaboran en un negocio próspero, cuya continuidad depende de la participación clandestina de la preciada vaca lechera de un rico terrateniente de la zona.",Drama,id_420
Batman Unlimited: Mechs vs. Mutants,"El Sr. Frío transforma a Killer Croc y a Bane en monstruos gigantescos, que arrasan el centro de Gotham hasta que el Caballero Oscuro y su equipo de héroes se unen a la lucha en sus robots gigantes.",Animación,id_421
Blood Father,"Un exconvicto se reencuentra con su hija rebelde de 16 años, con la que estaba distanciado, para protegerla de los narcotraficantes que intentan matarla.",Acción,id_422
Paradise,"Tras el ataque a su caravana y la masacre de sus respectivas familias a manos de asaltantes árabes, los adolescentes David y Sarah huyen a través del desierto. Pero el desierto está plagado de peligros: las inclemencias del tiempo, los animales salvajes y el apetito insaciable del Chacal, un jeque que desea a Sarah para sí mismo. Sin embargo, el desierto también les depara tentaciones y amor. David y Sarah se refugian en un oasis y construyen una vida juntos, descubriéndose mutuamente de maneras nuevas.",romance,id_423
The Stoning of Soraya M.,"Un drama ambientado en Irán en 1986, centrado en un hombre, Sahebjam, cuyo coche se avería en un pueblo remoto y entabla conversación con Zahra, quien le cuenta la historia de su sobrina, Soraya, cuyo matrimonio concertado con un tirano abusivo tuvo un final trágico.",Delito,id_424
The Addams Family,"La vida de la familia Addams comienza a desmoronarse cuando se enfrentan a un presentador de telerrealidad traicionero, codicioso y astuto, al mismo tiempo que se preparan para la llegada de su familia extendida para una gran celebración.",Familia,id_425
Alfie,"En Manhattan, el chófer británico Alfie está rodeado de mujeres hermosas, con las que tiene encuentros de una noche sin ningún tipo de compromiso. Sus mejores amigos son su compañero de trabajo Marlon y su novia Lonette. Alfie tiene una breve aventura con Lonette, y las consecuencias lo obligan a reflexionar sobre su estilo de vida.",Comedia,id_426
Catch the Bullet,"El alguacil estadounidense Britt MacMasters regresa de una misión y encuentra a su padre herido y a su hijo secuestrado por el forajido Jed Blake. Tras su pista, Britt forma una partida con un ayudante del sheriff pistolero y un estoico rastreador pawnee. Pero Jed y Britt se adentran peligrosamente en el territorio sioux del Desierto Rojo.",Occidental,id_427
Monster Family 2,"Para liberar a Baba Yaga y Renfield de las garras de la cazadora de monstruos Mila Starr, la familia Wishbone se transforma una vez más en un vampiro, el monstruo de Frankenstein, una momia y un hombre lobo, pero con la ayuda de sus tres murciélagos mascota, la familia de monstruos recorre el mundo de nuevo para salvar a sus amigos y hacer nuevos conocidos monstruosos.",Animación,id_428
The Nanny Diaries,"Una recién graduada universitaria empieza a trabajar como niñera para una familia adinerada de Nueva York. Instalada en su casa, tiene que lidiar con sus problemas familiares, un nuevo romance y la niña malcriada a su cargo.",Comedia,id_429
Sleepover,"A medida que se acerca su primer año de preparatoria, las mejores amigas Julie, Hannah, Yancy y Farrah organizan una última pijamada de verano. Lo que no saben es que están a punto de embarcarse en la aventura de sus vidas. Desesperadas por deshacerse de su reputación de empollonas, participan en una búsqueda del tesoro nocturna que las enfrenta a sus archirrivales más populares. ¡Suceden de todo: desde robar el auto del padre de Yancy hasta colarse en discotecas!",Familia,id_430
Our Little Sister,Una historia que gira en torno a tres hermanas que viven en casa de su abuela y la llegada de su media hermana de 13 años.,Drama,id_431
Dhamaka,"Cuando un cínico ex presentador de noticias de televisión recibe una llamada alarmante en su programa de radio, ve una oportunidad para relanzar su carrera, pero puede que le cueste su conciencia.",Suspenso,id_432
The Shipping News,"Un hombre emocionalmente destrozado, junto con su hija pequeña, se muda a la casa de sus ancestros en Terranova para recuperar su vida.",Drama,id_433
Disaster Movie,"El equipo de cineastas detrás de éxitos como ""Scary Movie"", ""Date Movie"", ""Epic Movie"" y ""Meet The Spartans"" esta vez deja su sello único e inimitable en uno de los géneros cinematográficos más grandes y exagerados de todos los tiempos: el cine de catástrofes.",Comedia,id_434
Scooby-Doo! The Mystery Begins,"Acusados ​​injustamente de organizar una broma pesada con fantasmas incluidos, Daphne, Velma, Fred y Shaggy son suspendidos del instituto Coolsville. Para limpiar su nombre, se unen para resolver el misterio sobrenatural… y se embarcan en una aventura llena de risas y aventuras.",Misterio,id_435
The Wild,"Un león adolescente es enviado por error del zoológico de Nueva York a África. Ahora, en libertad, sus compañeros del zoológico deben dejar de lado sus diferencias para ayudarlo a regresar.",Familia,id_436
Thunderbirds,"Las misiones peligrosas son la especialidad de los Thunderbirds, una fuerza secreta de alta tecnología al servicio del gobierno. Liderados por Jeff Tracy (Bill Paxton), los Thunderbirds están en la cima de su carrera, pero su archienemigo, The Hood (Ben Kingsley), ha llegado a su isla e intenta dar un golpe de estado utilizando los vehículos de rescate del equipo. Pronto descubrirá que los Thunderbirds no se rendirán.",Acción,id_437
My Little Pony: Equestria Girls: Friendship Games,"Canterlot High se enfrenta a su escuela rival, Crystal Prep Academy, en una competición de larga tradición: los Juegos de la Amistad. Sunset Shimmer tiene la misión de mantener la magia fuera de los juegos para evitar cualquier apariencia de irregularidad, mientras ella y sus amigas compiten contra las mejores alumnas de Crystal Prep, lideradas por alguien con un interés similar en la magia ecuestre: la Twilight Sparkle de este mundo.",Animación,id_438
The Rite,"El seminarista Michael Kovak asiste a regañadientes a la escuela de exorcismos del Vaticano. Durante su estancia en Roma, Michael conoce a un sacerdote poco ortodoxo que le muestra el lado oscuro de su fe, revelando hasta dónde llega el diablo, incluso en uno de los lugares más sagrados de la Tierra.",Drama,id_439
The Tuxedo,"Jimmy Tong, un taxista convertido en chófer, descubre que solo hay una regla cuando trabajas para el millonario playboy Clark Devlin: nunca tocar su preciado esmoquin. Pero cuando Devlin queda temporalmente fuera de combate tras un accidente con explosivos, Jimmy se pone el esmoquin y pronto descubre que este extraordinario traje es más propio de un cinturón negro que de un traje de etiqueta. Junto a un compañero tan inexperto como él, Jimmy se convierte, sin saberlo, en un agente secreto.",Suspenso,id_440
Diary of a Wimpy Kid,"Greg Heffley es un chico flacucho pero ambicioso, con una imaginación desbordante y grandes planes para ser rico y famoso; solo tiene que sobrevivir primero a la escuela secundaria.",Animación,id_441
Another,"Tras una serie de muertes en una escuela secundaria, el nuevo estudiante transferido, Koichi Sakakibara, recurre a una misteriosa chica que tiene la clave para resolver el oscuro misterio.",Horror,id_442
A Troll in Central Park,"Un troll amigable con un don especial para la jardinería cultiva una flor de más para la reina, cuyas leyes exigen que todos los trolls sean malvados, feos y asusten a los humanos siempre que sea posible. Como castigo, es exiliado a un mundo de cemento, donde debería vivir como un troll de verdad: Manhattan.",Fantasía,id_443
End of Watch,Dos jóvenes agentes están condenados a muerte tras confiscar una pequeña cantidad de dinero y armas de fuego a miembros de un conocido cártel durante un control de tráfico rutinario.,Delito,id_444
Resident Evil: Damnation,"El agente federal estadounidense Leon S. Kennedy se infiltra en la ""República Eslava Oriental"" para verificar los rumores sobre el uso de armas bioorgánicas (ABO) en la guerra civil del país, en la que Estados Unidos y Rusia se preparan para intervenir conjuntamente. Inmediatamente después de su infiltración, el gobierno estadounidense le ordena marcharse. Decidido a descubrir la verdad, Leon desobedece la orden y se adentra en el campo de batalla para poner fin a la cadena de tragedias causadas por las ABO.",Animación,id_445
Peter Pan,"En el sofocante Londres eduardiano, Wendy Darling cautiva cada noche a sus hermanos con cuentos para dormir sobre duelos de espadas, aventuras de capa y espada y el temible Capitán Garfio. Pero los niños se convierten en los héroes de una historia aún mayor cuando Peter Pan llega volando a su habitación una noche y los guía sobre tejados iluminados por la luna, a través de una galaxia de estrellas, hasta las exuberantes selvas de Nunca Jamás.",Aventura,id_446
Remember Me,"Aún afectado por un doloroso suceso familiar y el posterior divorcio de sus padres, Tyler Hawkins encuentra un nuevo sentido a la vida al conocer a Ally Craig, una mujer extrovertida y hermosa que presenció la muerte de su madre. Pero a medida que la pareja se acerca, las consecuencias de sus respectivas tragedias ponen en peligro su amor.",Drama,id_447
Goosebumps 2: Haunted Halloween,"Dos chicos se enfrentan a un ataque de brujas, monstruos, espectros y un muñeco parlante tras descubrir un misterioso libro del autor R.L. Stine.",Aventura,id_448
The Dukes of Hazzard,"Los primos Bo y Luke Duke, con la ayuda de su llamativa prima Daisy y su tío Jesse, contrabandista de licor ilegal, intentan salvar la granja familiar de la destrucción a manos del corrupto comisionado del condado de Hazzard, Boss Hogg. En sus esfuerzos, los hermanos Duke se ven obligados a huir constantemente de las autoridades a bordo de ""El General Lee"", su Dodge Charger naranja de 1969, que les permite mantenerse un paso por delante de las torpes artimañas del sheriff del pequeño pueblo sureño, Roscoe P. Coltrane.",Comedia,id_449
Monster High: Welcome to Monster High,"Los monstruos alguna vez vivieron escondidos, incluso entre ellos, por miedo a correr peligro si los humanos descubrían su existencia. Pero Draculaura, la hija de Drácula, junto con sus mejores amigas, soñaba con una escuela donde todos fueran bienvenidos y aceptados tal como son. Decididas a hacer realidad su sueño, las chicas viajan por el mundo en una aventura épica para reclutar nuevos estudiantes. Pero incluso en este lugar maravilloso, hay drama: una zombi malvada está sembrando problemas en lugar de amistad, y cada estudiante debe vivir con el temor de que su secreto sea revelado. ¡Ahora las chicas deben salvar su escuela para que cada monstruo tenga un lugar al que pertenecer y donde se celebre su singularidad!",Animación,id_450
The Queen of Spain,"Tras sus experiencias en la Alemania nazi, la actriz Macarena Granada viajó a Hollywood, donde se convirtió en una estrella. En la década de 1950, la diva regresó a la España franquista para protagonizar una superproducción de Hollywood sobre la reina Isabel I de Castilla. (Secuela de «La chica de tus sueños», 1998).",Comedia,id_451
The Last House on the Left,"Un grupo de chicas adolescentes que se dirigen a la ciudad se topan con una pandilla de maleantes drogadictos y son brutalmente asesinadas. Los asesinos llegan a la casa de los padres de una de sus víctimas, donde ambos se vengan cruelmente.",Delito,id_452
Stan Helsing,"Es la noche de Halloween y Stan Helsing, dependiente de una tienda de videos, acaba de recibir un encargo de última hora para entregar unas películas. Con su mejor amigo, la cita de su mejor amigo y una exnovia despampanante esperando para ir a una fiesta, Stan los convence de hacer una excursión a Stormy Night Estates para la entrega. Pero el grupo queda encerrado dentro y Stan descubre que en realidad es Stan Van Helsing, descendiente de...",Comedia,id_453
Palm Springs,"Cuando el despreocupado Nyles y la reacia dama de honor Sarah se encuentran por casualidad en una boda en Palm Springs, las cosas se complican al descubrir que no pueden escapar del lugar, de sí mismos ni el uno del otro.",Comedia,id_454
Wasabi,"Hubert es un policía francés con métodos muy duros. Tras ser obligado a tomarse dos meses de baja por su jefe, que no comparte su visión sobre los métodos de trabajo, regresa a Japón, donde trabajó hace 19 años, para gestionar la herencia de su novia, quien lo abandonó poco después de casarse sin dejar rastro.",Drama,id_455
A Perfect Getaway,"Para su luna de miel, los recién casados ​​Cliff y Cydney viajan a las islas tropicales de Hawái. Durante su travesía por el paradisíaco paisaje, la pareja se encuentra con Kale y Cleo, dos autoestopistas descontentos, y con Nick y Gina, dos espíritus salvajes pero bienintencionados que los guían a través de la exuberante selva. Las pintorescas cascadas y las majestuosas montañas pronto se convierten en terror cuando Cliff y Cydney se enteran de un espantoso asesinato ocurrido cerca y se dan cuenta de que los siguen unos conocidos que coinciden sospechosamente con la descripción de los asesinos.",Suspenso,id_456
Shiloh,"Un beagle maltratado se escapa de su dueño. En el camino, conoce al joven Marty Preston y lo sigue hasta su casa. El niño inmediatamente crea un vínculo con el perro y lo llama Shiloh. Su severo padre no le permite quedarse con el perro porque pertenece a Judd Travers, un cazador local. Después de que Shiloh vuelve a ser maltratado, se escapa y regresa con Marty. Sabiendo que su padre lo obligará a devolver a Shiloh a Judd, le prepara un hogar al perro en un viejo cobertizo en la colina cerca de la casa de los Preston y lo esconde de su familia. Su secreto pronto se descubre cuando un perro callejero lo ataca una noche y debe recurrir a su padre en busca de ayuda.",Drama,id_457
Scoop,"Una estudiante de periodismo estadounidense en Londres consigue una primicia importante y, a medida que se desarrolla el incidente, comienza una aventura amorosa con un aristócrata.",Comedia,id_458
The Suicide Squad,"Los supervillanos Harley Quinn, Bloodsport, Peacemaker y un grupo de convictos chiflados de la prisión de Belle Reve se unen al ultrasecreto y turbio Grupo de Trabajo X cuando son dejados en la remota isla de Corto Maltese, plagada de enemigos.",Acción,id_459
Emmanuelle 3,"Emmanuelle y su marido arquitecto continúan con su estilo de vida amoral en las Seychelles. Pero cuando un romance casual entre ella y un director de cine empieza a tornarse serio, su marido muestra los típicos signos de celos.",Drama,id_460
Don't Tell Mom the Babysitter's Dead,"Sue Ellen Crandell es una adolescente que espera con ansias la ausencia de su madre durante todo el verano. Mientras la niñera cuida de sus revoltosos hermanos menores, Sue Ellen puede divertirse y pasarlo bien. Pero entonces la niñera muere repentinamente, dejando a los Crandell sin dinero. Sue Ellen encuentra un trabajo estupendo en el mundo de la moda mintiendo sobre su edad y experiencia en su currículum. Pero, mientras sus hermanos se descontrolan, ella descubre la parte negativa de la adultez.",Comedia,id_461
Scooby-Doo! Return to Zombie Island,"Scooby-Doo y sus amigos ganan unas vacaciones con todos los gastos pagados y se embarcan en el viaje de sus vidas a un paraíso tropical. Sin embargo, su destino resulta ser la Isla Zombie. Nada más llegar, se dan cuenta de que el lugar les resulta extrañamente familiar y les recuerda a un viaje que hicieron años atrás, en el que se vieron envueltos en un misterio relacionado con zombis. Pronto descubren que su viaje al paraíso tiene un precio cuando los zombis reaparecen y atacan su hotel. ¿Lograrán Scooby-Doo y la pandilla de Misterios S.A. resolver finalmente el misterio de la Isla Zombie?",Animación,id_462
Cars,"Lightning McQueen, un prometedor coche de carreras novato, impulsado por el deseo de triunfar, descubre que la vida se trata del camino, no de la meta, cuando, inesperadamente, se desvía hacia el tranquilo pueblo de Radiator Springs, en la Ruta 66. De camino a través del país hacia el gran Campeonato de la Copa Pistón en California para competir contra dos profesionales experimentados, McQueen conoce a los peculiares personajes del pueblo.",Animación,id_463
Assassination Classroom,"Una misteriosa criatura destruye el 70% de la luna. La criatura advierte que si no es destruida antes de marzo del próximo año, la Tierra será la siguiente. La criatura también exige convertirse en el tutor de la clase E de tercer grado en la escuela secundaria Kunugigaoka. El gobierno no puede negarse. La criatura se convierte entonces en el tutor de la clase E de tercer grado, compuesta por estudiantes reprobados, entre ellos Nagisa Shiota (Ryosuke Yamada). La criatura se llama Profesor Koro. Mientras tanto, el gobierno pide a los estudiantes que intenten matar al Profesor Koro, a pesar de que posee superpoderes. El gobierno ofrece una recompensa de 10 mil millones de yenes a quien logre matarlo. Los estudiantes están confundidos por la situación, pero deciden matar al Profesor Koro. Cuando comienza la clase con el Profesor Koro, los estudiantes se encuentran pasándolo bien con su nuevo maestro.",Acción,id_464
Cinderella III: A Twist in Time,"Cuando Lady Tremaine roba la varita del Hada Madrina y altera la historia, Cenicienta debe restaurar el orden cronológico y recuperar a su príncipe.",Animación,id_465
Stitch! The Movie,"Las continuas aventuras de Lilo, una niña hawaiana, y Stitch, el extraterrestre más buscado de la galaxia. Stitch, Pleakley y el Dr. Jumba ahora forman parte de la familia. Pero lo que Lilo y Stitch desconocen es que el Dr. Jumba trajo uno de sus ""experimentos"" alienígenas a Hawái.",Comedia,id_466
The Sword in the Stone,"Wart es un joven que aspira a ser escudero de un caballero. En una partida de caza, se topa con Merlín, un poderoso mago amnésico que tiene planes para él que van más allá de ser un simple escudero. Comienza intentando educarlo, convencido de que con una buena educación se puede llegar a cualquier parte. Como era de esperar, las cosas no salen como se esperaba.",Animación,id_467
Die Hard: With a Vengeance,"El detective neoyorquino John McClane regresa para repartir golpes a los malos en la tercera entrega de esta trepidante saga, donde se une al civil Zeus Carver para evitar la pérdida de vidas inocentes. McClane creía haberlo visto todo, hasta que un genio llamado Simon lo involucra a él, a su nuevo ""compañero"" —y a su amada ciudad— en un juego mortal que exige su máxima concentración.",Acción,id_468
In Bruges,"Ray y Ken, dos sicarios, se encuentran en Brujas, Bélgica, a la espera de su próxima misión. Allí tienen tiempo para reflexionar y comentar su anterior encargo. Cuando Ken descubre la misión, se da cuenta de que no es lo que esperaba.",Comedia,id_469
Thunderstruck,"Después de que la estrella de la NBA Kevin Durant intercambie talentos con Brian, de 16 años, el adolescente se convierte en la estrella de su equipo de la escuela secundaria, pero Durant comienza a tener dificultades y finalmente aprende una lección importante.",Comedia,id_470
